246	947	take out	hand	net bag	counter,fridge
963	1248	take out	hand	knife	
1318	1400	cut	knife	net bag	counter
1400	1507	remove from package	hand	orange	net bag
1514	1543	move	hand	net bag	counter
1560	1648	wash	hand	orange	
1648	1704	shake	hand	hand	
1704	1741	shake	hand	orange	
1771	1904	dry	towel	orange	
1972	2018	open	hand		cupboard
2021	2246	take out	hand	plate	counter,cupboard
2292	2489	cut	knife	orange	
2489	2595	take apart	hand	orange	
2595	2636	cut	knife	orange	
2656	2746	peel	hand	orange	
2917	3717	cut	knife	orange	
3741	4658	peel	hand	orange	
4664	5661	peel	knife	orange	
5667	5799	peel	hand	orange	
5799	5840	move	hand	peel	counter,plate
5882	6090	take apart	hand	orange	
6130	6176	peel	hand	orange	
6776	6922	throw in garbage	hand	peel	
6979	7061	take apart	hand	orange	
7061	7124	take apart	hand	orange	
