187	268	open	hand		drawer
283	474	take out	hand	lid,pot	counter,drawer
480	561	remove lid	hand	lid	counter,pot
638	1306	fill	faucet	water	pot
1399	1450	move	hand	pot	,stove
1455	1577	turn on	hand	stove	
1589	1668	put lid	hand	lid	counter,pot
1740	1858	take out	hand	cutting board	counter,drawer
1878	2441	take out	hand	cauliflower	cutting board,fridge
2447	2562	take out	hand	knife	drawer
2570	2630	take apart	hand	leaves	cutting board
2664	2717	cut	knife	leaves	cutting board
2724	2752	cut	knife	leaves	cutting board
2822	2891	cut	knife	leaves	cutting board
2963	3026	cut	knife	leaves	cutting board
3132	3223	cut	knife	cauliflower	cutting board
3276	3369	cut	knife	cauliflower	cutting board
3440	3524	cut	knife	cauliflower	cutting board
3532	3581	cut	knife	cauliflower	cutting board
3612	3632	take apart	knife	cauliflower	cutting board
3731	3789	cut	knife	leaves	cutting board
3801	3853	cut	knife	leaves	cutting board
3879	3915	take apart	knife	leaves	
3973	4066	take apart	knife	cauliflower	
4132	4182	purge	knife	cauliflower	cutting board
4193	4214	scratch off	hand	cauliflower	cutting board,knife
4250	4740	put in	hand	cauliflower	cutting board,fridge
4779	4935	take out	hand	plastic box	counter,fridge
5185	5299	throw in garbage	hand	cauliflower,leaves	
5348	5599	wash	hand	cauliflower	
5602	5646	shake	hand	cauliflower	
5725	5768	wash	hand	hand	
5773	5803	shake	hand	hand	
5814	5867	dry	towel	hand	
5949	5975	remove lid	hand	lid	,pot
5991	6020	put lid	hand	lid	,pot
6052	6115	open	hand		cupboard
6123	6270	take out	hand	paper box	cupboard
6400	6427	remove lid	hand	lid	,pot
6433	6507	add	paper box	salt	pot
6668	6720	move	hand	paper box	counter
6725	6756	move	hand	lid	counter
6793	6843	open	hand		cupboard
6850	6899	open	hand		cupboard
7418	7475	close	hand		cupboard
7498	7535	open	hand		cupboard
7591	7737	close	hand		cupboard
7752	7942	take out	hand	paper bag	counter,cupboard
8083	8114	move	hand	pot	stove
8660	8900	take out	hand	spoon,wire whisk	counter,drawer
9123	9531	take out	hand	ladle	counter,drawer
9573	9769	take out	hand	paper box	fridge
9788	9842	open	hand		cupboard
9854	9903	open	hand		cupboard
10122	10189	close	hand		cupboard
10460	10515	put lid	hand	lid	counter,pot
10722	10823	dry	towel	pot	
10874	10946	move	hand	pot	,stove
10982	11018	move	hand	pot	stove
11244	11359	remove lid	hand	lid	counter,plastic box
11367	11399	move	hand	pot	stove
11568	11644	cut	spoon	butter	plastic box
11691	11721	add	spoon	butter	plastic box,pot
11829	11877	cut	spoon	butter	plastic box
11882	11901	add	spoon	butter	plastic box,pot
11938	11996	put lid	hand	lid	counter,plastic box
12010	12237	put in	hand	plastic box	counter,fridge
12412	12468	open	hand		drawer
12524	12604	close	hand		drawer
12919	13149	wash	hand,sponge	spoon	
13154	13176	shake	hand	spoon	
13181	13254	dry	towel	spoon	
13374	13714	open	hand	paper bag	counter
13733	13790	screw	hand	paper box	
13916	13966	remove lid	hand	lid	counter,pot
14008	14112	add	hand,ladle	cauliflower	cutting board,pot
14123	14178	stir	ladle	cauliflower,water	pot
14181	14198	shake	hand	ladle	
14294	14393	change temperature	hand	stove	
14399	14458	put lid	hand	lid	counter,pot
14754	14906	change temperature	hand	stove	
15506	15784	wash	cleaning brush	cutting board,sink	
15842	16049	dry	towel	cutting board	
16165	16258	hang up	hand	towel	hook
16389	16453	change temperature	hand	stove	
16765	16817	open	hand		cupboard
16822	17009	take out	hand	jar	cupboard
17019	17054	screw	hand	jar	
17069	17114	screw	hand	jar	
17124	17193	take out	hand	teaspoon	drawer
17200	17251	remove lid	hand	lid	counter,pot
17255	17289	screw	hand	jar	
17307	17412	add	teaspoon	soup powder	jar,pot
17449	17505	screw	hand	jar	
17532	17580	put lid	hand	lid	counter,pot
17627	17904	put in	hand	jar	,cupboard
18098	18252	stir	wire whisk	butter	pot
18376	18482	change temperature	hand	stove	
18736	18975	take out	hand	plate	counter,cupboard
18983	19016	move	hand	teaspoon	counter,cutting board
19315	20379	<hidden>			
20740	21373	stir	wire whisk	butter	pot
21446	21784	add	spoon	flour	paper bag,pot
21790	21837	shake	hand	spoon	
21868	21956	change temperature	hand	stove	
21969	22330	whisk	wire whisk	butter,flour	pot
22416	22483	close	hand	paper bag	counter
22540	22598	change temperature	hand	stove	
22738	22806	change temperature	hand	stove	
22825	22999	whisk	wire whisk	butter,flour	pot
23006	23042	change temperature	hand	stove	
23047	23153	whisk	wire whisk	butter,flour	pot
23191	23264	screw	hand	paper box	
23270	23366	pour	paper box	milk	paper box,pot
23369	23466	screw	hand	paper box	
23471	23510	change temperature	hand	stove	
23522	23915	whisk	wire whisk	butter,flour,milk	pot
23916	23943	shake	hand	wire whisk	
24040	24098	change temperature	hand	stove	
24138	24391	whisk	wire whisk	butter,flour,milk	pot
24406	24479	pour	ladle	water	pot
24485	24515	move	hand	pot	stove
24522	24541	shake	hand	ladle	
24560	24608	change temperature	hand	stove	
24623	24649	move	hand	pot	stove
24658	24818	whisk	wire whisk	flour,milk,water	pot
24840	24942	pour	ladle	water	pot
24990	25234	whisk	wire whisk	flour,milk,water	pot
25322	25424	take out	hand	fork	,drawer
25431	25473	poke	fork	cauliflower	pot
25481	25537	stir	fork	cauliflower,water	pot
25542	25595	flip	fork	cauliflower	pot
25600	25644	put lid	hand	lid	counter,pot
25679	25750	change temperature	hand	stove	
25768	25948	whisk	wire whisk	flour,milk,water	pot
25983	26028	screw	hand	paper box	
26035	26081	pour	paper box	milk	paper box,pot
26081	26155	screw	hand	paper box	
26166	26351	whisk	wire whisk	flour,milk,water	pot
26360	26412	change temperature	hand	stove	
26447	26493	take out	hand	spice shaker	,spice holder
26542	26614	screw	hand	spice shaker	
26612	26724	spice	spice shaker	spice	pot
26730	26760	screw	hand	spice shaker	
26765	26995	whisk	wire whisk	flour,milk,water	pot
27028	27104	add	paper box	salt	pot
27128	27513	whisk	wire whisk	flour,milk,water	pot
27520	27573	shake	hand	wire whisk	
27669	27716	put lid	hand	lid	counter,pot
27780	27818	move	hand	paper box	counter
27824	27854	move	hand	paper box	counter
27996	28015	remove lid	hand	lid	,pot
28021	28087	stir	teaspoon	butter,flour,milk	pot
28103	28138	put lid	hand	lid	,pot
28154	28198	taste	teaspoon	butter,flour,milk	
28206	28240	taste	hand	butter,flour,milk	
28435	28456	remove lid	hand	lid	,pot
28462	28522	add	paper box	salt	pot
28528	28569	put lid	hand	lid	,pot
28623	28642	remove lid	hand	lid	,pot
28651	28735	whisk	wire whisk	flour,milk,water	pot
28744	28768	shake	hand	wire whisk	
28776	28802	put lid	hand	lid	,pot
28882	28923	change temperature	hand	stove	
