303	875	take out	hand	plastic bag	counter,fridge
940	1362	take out	hand	plate	counter,cupboard
1369	1408	move	hand	plastic bag	counter
1463	1675	wash	hand	plate	
1675	1865	wash	sponge	plate	
1865	2049	wash	hand	plate	
2069	2111	shake	hand	plate	
2211	2380	take out	hand	cutting board	counter,drawer
2399	2446	close	hand		drawer
2474	2574	take out	hand	knife	cutting board,drawer
2574	2630	close	hand		drawer
2656	2861	remove from package	hand	chilli	plastic bag,plate
2894	2993	remove from package	hand	chilli	plastic bag,plate
2997	3052	put in	hand	chilli	plastic bag,plate
3052	3122	remove from package	hand	chilli	plastic bag,plate
3122	3193	package	hand	chilli	plastic bag
3193	3428	put in	hand	plastic bag	counter,fridge
3544	3806	wash	hand	chilli	plate
3861	3936	shake	hand	chilli,plate	
4105	4151	move	hand	chilli	cutting board,plate
4158	4226	cut	knife	chilli	cutting board
4226	4264	move	hand	chilli	cutting board
4264	5063	slice	knife	chilli	cutting board
5113	5159	move	hand	chilli	cutting board,plate
5159	5254	cut	knife	chilli	cutting board
5286	5320	move	hand	chilli	cutting board,plate
5426	5543	move	knife	chilli	cutting board,plate
5595	5623	move	hand	chilli	cutting board,plate
5637	6358	slice	knife	chilli	cutting board
6426	6486	move	knife	chilli	cutting board,plate
6486	6663	arrange	knife	chilli	plate
6849	6924	throw in garbage	hand	chilli	
6972	7019	wash	hand	hand	
7019	7056	shake	hand	hand	
7126	7216	wash	hand	cutting board	
7216	7265	wash	hand	knife	
7265	7316	wash	hand	cutting board	
7350	7397	shake	hand	cutting board,knife	
7411	7506	put in	hand	cutting board	,drawer
7530	7610	put in	hand	knife	,drawer
