192	273	take out	hand	cutting board	counter,drawer
350	564	take out	hand	beans	,fridge
615	711	take out	hand	chef knife	cutting board,drawer
750	912	wash	hand	beans	
973	1135	shake	hand	beans	
1186	1643	cut ends off	chef knife	beans	cutting board
1661	1862	throw in garbage	hand	garbage	
1897	1949	wash	hand	hand	
1961	1982	shake	hand	hand	
2009	2232	arrange	hand	beans	cutting board
2257	3180	chop	chef knife	beans	cutting board
3189	3257	scratch off	hand	beans	chef knife,cutting board
3270	3408	move	chef knife,hand	beans	cutting board
