165	363	take out	hand	onion	,drawer	The man got the onion out of the cupboard.	The person gets out an onion.	The person gets out an onion.	He took out onion	He walked to the back cabinets and took out an onion.	The person takes an onion out of the cupboard.	The person takes an onion from the pantry.	He took out onion	The person gets out an onion.	The person gets out an onion.	The person gets out an onion.						He took out onion	
396	531	take out	hand	cutting board	counter,drawer	The man got out a cutting board.	The  person gets out a wooden plate.	The person gets out a wooden plate.	He took out cutting board		The person gets a chopping board and places it on the counter top.	The person takes out a cutting board from the drawer.	He took out cutting board	The person gets out a wooden plate.	The  person gets out a wooden plate.	The person gets out a wooden plate.						He took out cutting board	Take out a cutting board.
544	686	take out	hand	knife	,drawer	The man got out the knife.	The person gets out a knife.	The person gets out a knife.	He took out knife	He walked to the draweer and took out a cutting board and a knife	The person gets a knife out of the drawer.	The person takes out a knife from the drawer.	He took out knife	The person gets out a knife.	The person gets out a knife.	The person gets out a knife.	gather onion, cutting board and knife	The man takes out an onion, a cutting board, and a knife.	Take out an onion, knife, and cutting board. Place the cutting board on the counter and place the onion on the cutting board.	take an onion and place it on a cutting board	First get a chopping board, a knife and your onion you're going to cut.	He took out knife	Select a knife to cut the onion.
757	876	cut	knife	onion	cutting board	The man cut the ends off the onion.			He cut off end of onion	He cut the ends of the oninon	The person cuts each end of the onion off.			The person cuts off the top and bottom of the onion.	The person cuts off the top and bottom of the onion.	The person cuts off the ends of the onion.		The man cuts the ends off the onion.			Next, chop off 2 ends of the onion.	He cut off top of onion	Place the onion on the cutting board and remove each end of the onion.
925	1107	peel	hand	onion						He peeled the Onion	The person removes the skin from the onion.	The person cuts the ends off the onion and peels it.				The person peels some skin off the onion.	cut off ends from onion, peel skin	He peels the skin off the onion.	Cut off both ends of the onion and peel off the yellow skin.	cut off both ends of the onion and peel away the skin	Peel off all the skin off the onion.	He peeled onion	
1171	1204	cut	knife	onion	cutting board						The person slices the onion in half.		He peeled onion	The person cuts the onion in half.	The person cuts the onion in half.	The person cuts the onion in half.		He slices the onion in halve.				He cut onion in half	
1248	1451	peel	hand	onion		The man cut the onion in half and peeled off a layer of skin.																	
1505	1610	peel	hand	onion		He peeled off the other layer.		The person peels the onion and cuts it in half.	He peeled onion	He cut the Onion in half and finished the peeling process	The person discards the rest of the onion skin.	The person chops the onion in half and peels it further.		The person peels the onion.	The person peels each half of the onion.	The person peels off the rest of the skin.	cut onion in half and peel remaining skin		Cut the onion horizontally and peel off the first layer of onion for both halves.	slice the onion directly in half and peel away any excess skin from each half			Cut the onion in half and peel off the outer layer.
1636	1787	move	knife	peel	counter,cutting board	The man cleared off the cutting board before he cut the onion.	The person peels the onion and cuts it in half.			Cleared the cutting board.								He peels off the remaining skin, and pushes scraps off the cutting board.			Cut the onion in half and peel off the outer layers of the onion.		Clear off the cutting board of all discarded pieces.
1815	1990	slice	knife	onion	cutting board															continue cutting slicing the onion pieces completely across from end to end			Lay half of onion down and slice the onion in vertical slices. 
