252	452	take out	hand	cutting board	counter,drawer	He took out cutting board	person takes chopping board out	The person gets out a cutting board.	The person gets out a cutting board.	The person takes out a cutting board from the drawer.	The person takes out a cutting board from the drawer.	The person takes out a cutting board from the drawer.			The person takes out a cutting board from the drawer.		the man is opening the drawer	The man places a cutting board on the counter.	The person takes a cutting board from the drawer.	He places the cutting board on the counter	The person selects a cutting board.
471	627	take out	hand	knife	cutting board,drawer	He took out knife	person removes knife from draw	The person gets out a knife.			The person takes out a knife from the drawer.	The person takes out a knife from the drawer.			The person takes out a knife from the drawer.		the man is placing a knife on the cutting board he got from the drawer	The man places a knife on the cutting board.			
627	686	close	hand		drawer				The person gets out a knife.	The person takes out a knife from the drawer.			He goes to the drawer and takes out a cutting board and knife.	He opens the drawers and takes out a cutting board and a knife.			the man is opening the refridgerator		The person removes a large knife from a drawer and puts it on the cutting board.	He placed the knife on the cutting board	The person selects a knife.
723	975	take out	hand	cucumber	fridge	He took out cucumber	person removes cucumber out of refrigerator	The person gets out a cucumber.	The person gets out a cucumber.	The person procures a cucumber from the fridge.		The person procures a cucumber from the fridge.	He goes to the refrigerator and takes out a cucumber.		The person procures a cucumber from the fridge.		he got a cucumber from the refridgerator	The man gets a cucumber out of the refrigerator.	The person takes a cucumber from the fridge.	He got a cucumber from the refrigerator   	The person gets a cucumber out  of the fridge.
1004	1353	take out	hand	plate	counter,cupboard	He took out plate	person removes plate out of cabinet	The person gets out a plate.	The person gets out a plate.	The person procures a plate from the cabinet.	The person procures a cucumber from the fridge then takes a plate from the cabinet.	The person procures a plate from the cabinet.		He gets a cucumber from the refrigerator and a plate from the cabinet.	The person procures a plate from the cabinet.			The man gets a plate out of the cupboard.	The person takes a plate from the cabinet.		The person gets a plate out of the cupboard.
1366	1413	move	hand	sponge	counter,sink								He goes to the cupboard and takes out a plate and places it on the counter.			He gets out the cutting board, knife, plate, and cucumber from drawers and the refrigerator.	the man is washing the cucumber				
1450	1594	wash	hand	cucumber		He washed cucumber	person then washes cucumber	The person rinses the cucumber.	The person rinses the cucumber.	The person washes the cucumber in the sink.	The person washes the cucumber in the sink.	The person washes the cucumber in the sink.	He goes to the sink and washes the cucumber.	He sets the plate down and washes the cucumber in the sink.	The person washes the cucumber in the sink.			The man rinses the cucumber.	The person washes the cucumber in the sink.	The man washed the cucumber in the sink	The person rinses off the cucumber in the sink.
1665	1721	move	hand	plate	counter											He washes the cucumber in the sink and puts it on the plate.					
1750	1813	dry	towel	hand			person then places cucumber on plate							He puts the cucumber on the plate and dries off his hands.				The man dries his hands.	The person dries his hands with the towel.	The man dried his hands on the towel	The person dries his hands.
1854	1883	move	hand	cucumber	cutting board,plate											He wipes his hand on the rag.					
1883	2036	cut	knife	cucumber	cutting board	Cut off ends of cucumbers	perosn then cuts ends off cucumber	The person cuts the tips off the cucumber.	The person cuts off the tips  of the cucumber.		The person cuts the ends from the cucumber.	The person cuts the ends off the cucumber.		He uses the knife to cut off the ends of the cucumbers.	The person chops the ends off the cucumber on the cutting board.	He chops the ends off the cucumber.	the man is slicing the cucumber width-wise	The man cuts the ends off of the cucumber.			The person cuts off both ends of the cucumber.
2099	2523	slice	knife	cucumber	cutting board	He sliced cucumbers 	person then cuts cucumber in slices 		The person cuts up the cucumber.	The person cuts the ends off the cucumber then cuts the body into slices.	The person chops the cucumber into slices on the cutting board.	The person slices the cucumber on the cutting board.	He then cuts off the ends of the cucumber and then slices the cucumber.	He uses the knife to slice the cucumber into smaller pieces.	The person slices the cucumber on the cutting board.	He chops the cucumber into pieces with the knife.		The man cuts the cucumber into slices.	The person slices the cucumber.	The man cut the cucumber into slices	The person diagonally slices the cucumber into quarter inch discs.
2618	2717	move	hand	cucumber	cutting board,plate		person then places cucumber on plate.		The person puts the cucumber slices on the plate.	The person sets cucumber slices on the plate.	The person sets the cucumber slices on the plate. 	The person sets the sliced cucumber on the plate.			 The person sets the sliced cucumber on the plate.				The person places the sliced cucumber onto the plate.		
2798	2844	move	hand	plate	counter	He put cucumbers on plate		The person slices the cucumber and puts the slices on the plate.					He picks up the cucumber and places it on the plate.	He picks up the pieces of cucumber and places them on the plate.		He gathers the chopped cucumbers together on a plate.	then the man arranges the cucumbers on a plate	The man arranges the cucumber slices on the plate.		The man placed the cucumber slices on the plate	The person places the cucumber slices on the plate.
