230	350	take out	hand	cutting board	counter,drawer	He took out cutting board	The person takes out a cutting board from the drawer.	The person takes out a cutting board from the drawer.	The person takes out a cutting board.	He gets a cutting board.	He gets a cutting board.	He gets a cutting board.	The person takes out a cutting board from the drawer.	The person removes a cutting board. 	The person takes out a cutting board from the drawer.	She took out cutting board	The person takes out a cutting board from the drawer.	He gets a cutting board out of the cupboard. 			The person gets out a cutting board.	He took out cutting board	
350	377	close	hand		drawer														The man places a cutting board on the counter				The person removes a cutting board. 
377	527	take out	hand	knife	cutting board,drawer	He took out knife	The person takes out a knife from the drawer.	The person takes out a knife from the drawer.			He gets a knife.	He gets a knife.		The person selects a knife.	The person takes out a knife from the drawer.		The person takes out a knife from the drawer.	He gets a knife out of the drawer.	The man removes a large knife from the drawer and places it on the cutting board				The person selects a knife.
527	560	close	hand		drawer				 The person takes out a knife from the drawer.	He gets out a knife.			The person takes out a knife from the drawer.			She took out knife				The person takes out a cutting board and knife and places them on the counter.	The person gets out a knife.	He took out knife	
582	874	take out	hand	plastic paper bag	,fridge		The person takes a loaf of bread from the fridge.	The person takes out a loaf of bread from the fridge.	The person procures a loaf of bread from the fridge.		He gets a loaf of bread.	He gets a loaf of bread.	The person procures a loaf of bread from the fridge.	Bread is removed from the refrigerator. 	The person procures a loaf of bread from the fridge.	She took out bread	The person procures a loaf of bread from the fridge.	He gets the loaf of bread out of the refrigerator. 	The man removes a loaf of bread from the refrigerator			He took out bread	Bread is removed from the refrigerator. 
911	947	remove from package	hand	bread	cutting board,plastic paper bag	He took out bread		The person sets the loaf on the cutting board.		He gets the bread.. He cuts a slice.		He puts the bread on the cutting board.							The man removes the bread from its wrapper and places it on the cutting board. The man cuts a slice of bread with the knife	The person takes the bread out of the refrigerator and removes it from the packaging.	The person gets out a loaf of bread.		
978	1537	slice	knife	bread	cutting board	He cut bread	The person uses the knife to cut two slices of bread from the loaf.	The person cuts two slices of bread from the load with the knife.	The person uses the knife to cut two slices of bread on the cutting board.		He cuts two slices off the loaf. 	He cuts off two slices.	The person uses the knife to slice two piece of bread from the loaf.	Two slices are cut from the loaf.	The person uses the knife to slice two pieces of bread from the loaf.	She cut bread	The person uses the knife to slice two piece of bread from the loaf.	He slices the bread.	The man cuts another slice of bread	The person takes the knife and slices the load of bread twice, making 2 slices.	The person cuts off two slices of bread.	He sliced bread	Two slices are cut.
1575	1643	package	hand	bread	cutting board,plastic paper bag																		
1643	1882	put in	hand	plastic paper bag	counter,fridge	He put bread away	The person returns the rest of the loaf of bread to the fridge.	The person returns the rest of the loaf to the fridge.	The person returns the bread to the fridge.	He puts the bread away.	He puts the loaf away.	He puts the loaf away.	The person returns the rest of the loaf of bread to the fridge.	The loaf is wrapped and placed in the refrigerator.	The person returns the rest of the loaf of bread to the fridge.	She put away bread	The person returns the rest of the loaf of bread to the fridge.	He puts the remaining part of the loaf back in the fridge. 	The man places the loaf of bread back in the refrigerator	The person repackages the remaining unsliced bread and places it back in the refrigerator.	The person puts away the loaf of bread.	He put back unused bread	The bread is wrapped and placed in the refrigerator.
1884	2134	take out	hand	plate	counter,cupboard	He took out plate	The person procures a plate from the cabinet.	The person procures a plate from the cabinet.	The person procures a plate from the cabinet.				The person procures a plate from the cabinet.	A plate is removed from a cabinet. 		She took out plate	The person procures a plate from the cabinet.	He gets a plate out of the cupboard.	The man gets a plate from the cabinet		The person gets out a plate.	He took out plate	
2138	2245	move	hand	bread	cutting board,plate		The person sets the slices of bread on the plate. 	The person puts the slices of bread onto the plate.	The person sets the slices of bread on the plate.	He puts the bread on a plate. 	He gets a plate and puts the bread slices on it.	He gets a plate and puts the bread on it. 	The person sets the slices of bread on the plate.	The slices are placed on the plate.	The person procures a plate from the cabinet and sets both slices of bread on the plate.	She put bread on plate	The person sets the slices of bread on the plate.	He puts the slices of bread on the plate. 	The man places the bread on the plate	The person takes a plate from a cabinet and places the 2 slices of bread on it.	The person puts the slices of bread on the plate.	He put bread on plate	A plate is removed for serving and the slices are placed on the plate.
2389	2445	clean	sponge	knife																			
2458	2526	wash	hand	knife																			
2526	2546	shake	hand	knife			The person washes the knife in the sink.	The person washes the knife in the sink.	The person washes the knife in the sink.														
2546	2610	dry	towel	knife									The person washes the knife in the sink.				The person washes the knife in the sink.						
2616	2702	put in	hand	knife	,drawer	He put away knife	The person returns the knife to the drawer.	The person returns the knife to the drawer.	The person returns the knife to the drawer.				The person returns the knife to the drawer.	The knife is washed, dried and put away.	The person washes the knife in the sink and returns it to the drawer.	She cleaned knife	The person returns the knife to the drawer.	He puts the knife back in the drawer.	The man washes the knife and places it back in the drawer	The person wipes off, rinses and dries the knife and then puts it back in the drawer.	The person washes and puts away the knife.		The knife is washed and put away.
2749	2805	gather	hand	garbage	counter,cutting board																		
2812	2994	throw in garbage	cutting board,hand	garbage			The person scoops the crumbs onto the cutting board and sweeps them into the trash.	The person sweeps the crumbs onto the cutting board and then into the wastebin.	The person scoops crumbs onto the cutting board and disposes of them in the trash.						The person scoops crumbs onto the cutting board and disposes them into the trash.			He puts the cutting board back in the cupboard.			The person throws away the bread crumbs.		
