231	438	take out	hand	cutting board	counter,drawer								She took out cutting board		Takes out a cutting board.				She took out cutting board		She took out cutting board	Get a cutting board ready.	The person takes out a cutting board.	She took out cutting board	
438	485	close	leg		drawer		A woman enters the kitchen, removes a cutting board from the drawer and places it on the counter.	The person gets out a cutting board.	She walked to the drawer and took out a cutting board.		She gets a cutting board.			A woman enters the kitchen removes a cutting board from the drawer and places it on the counter.											
545	782	take out	hand	pineapple	cupboard,cutting board		She retrieves a pineapple from the cupboard and places it on the cutting board.	The person gets out a pineapple.	she went to the pantry, took out a pineapple, and brought it to the table.			Take out a cutting board and a pineapple.	She took out pineapple		Takes out a pineapple from the cabinet.	A woman enters the kitchen, removes a cutting board from the drawer, a pineapple from the pantry and sets them both on the counter.		The person places a cutting board and a pineapple on the counter.	She took out pineapple		She took out pineapple		The person gets a pineapple from the pantry.	She took out pineapple	
827	1085	take out	hand	knife	,drawer			The person gets out a knife.		Get out your cutting board, knife and pineapple.	She gets a pineapple and a knife.		She took out knife		Takes out a knife from the drawer.				She took out knife	She opens a drawer to get out a cutting board, takes a pineapple out of the cabinet, and gets a knife out of a drawer.	She took out knife		The person takes a large knife from the drawer.	She took out knife	She gets out the pineapple and utensils. 
1085	1203	remove label	knife	pineapple					She took out a knife, cut off the tag, and threw it away.								The person removes the fruit label.		She cut off tag		She cut off tag	Get your pineapple, knife, and cut off the tag on pineapple.		She cut tag off pineapple	
1242	1343	throw in garbage	hand	label			Using the knife, she cuts the grocery tag off of the pineapple and throws the tag in the trash.					Take out a large knife and cut off and discard the pineapple tag.		She removes a knife from the drawer, cuts the tag off of the pineapple and throws the tag in the trash.		She removes a knife from the drawer, cuts the tag off of the pineapple and throws the tag into the trash.			She threw out tag	She cuts the pineapple's tag off and throws it in the trash can.			The person cuts the tag from the pineapple and places it into the trash.	She threw away tag	
1556	1749	cut	knife	pineapple	cutting board	Person cuts top of pineapple off.							She cut off top of pineapple						She cut off top of pineapple		She cut off top of pineapple			She cut off pineapple top	She cuts the tops off the pineapple. 
1785	1875	throw in garbage	hand	pineapple		Person throws away top of pineapple.	She cuts the top off of the pineapple and throws it in the trash.		She cut of the top of the pineapple and threw it away.							She cuts the top and the bottom off of the pineapple and throws them in the trash.	The person chops off and discard the top of the pineapple.		She threw out top of pineapple	She uses the knife to cut the leaves off the top and throws them in the trash can, leaving the drawer with the trash can in it open.		Slice off the top leafy bit of the pineapple and discard.	The person cuts the fronds off the top of the pineapple and places it into the garbage.		
1975	2141	cut	knife	pineapple	cutting board	Person cuts off the bottom of pineapple.. Person throws away bottom of pineapple.				Cut the top and bottom of the pineapple off horizontally.	She cuts off the top and the bottom of the pineapple.		She cut off bottom of pineapple		Cuts off the ends of the pineapple.			The person uses a carving knife to remove the top and bottom from the pineapple.	She cut off bottom of pineapple					She cut off bottom of pineapple	
2196	2235	throw in garbage	hand	pineapple		Person puts pineapple upside down.	She cuts the bottom of off the pineapple and throws it in the trash.	The person cuts off the price tag, top and bottom of the pineapple and throws them away.	She cut off the bottom of the pineapple and threw that away.	Discard the top and bottom pieces.		Cut off and discard the top and bottom of the pineapple.		She cuts the top and the bottom off of the pineapple and throws them in the trash.			The person chops off and discard the bottom of the pineapple.		She threw out bottom of pineapple		She threw away bottom of pineapple	Slice off the hard bottom of the pineapple and discard.			
2303	2622	cut	knife	pineapple	cutting board	Person slices down middle cutting pineapple in half.	She sets the pineapple upright on its end and cuts it in two down the center.	The person cuts the pineapple in half.	She cut the pineapple in half.	Cut pineapple in half down the middle, length-wise.	She cuts the pineapple in half.		She cut pineapple in half	She sets the pineapple upright on its end and cuts it into two halves.	Slices the pineapple in half.	She sets the pineapple up on its end and cuts into two halves down the center.	The person slices the pineapple in half.	The person slices the pineapple in half axially.	She cut pineapple in half	She cuts the bottom off the pineapple, throwing it in the trash, and then cuts the remaining portion of the pineapple in half, from top to bottom.	She cut pineapple in half	Slice pineapple halfway vertically.	The person cuts the pineapple into halves.	She cut pineapple in half	She cuts the pineapple in half.
2682	2951	take out	hand	knife	counter,drawer	Person puts half of pineapple on it's side, rind side up. 		The person gets out another knife.				Slice the pineapple in half lengthwise and take out a small knife.	She took out second knife						She took out knife		She took out second knife	Find a pearing knife to cut the hard skin off of the sides of the pineapple.	The person gets a small knife from the drawer.	She took out small knife	
3340	3376	move	hand	pineapple	counter,cutting board															She opens the drawer and gets out another knife and then lays one half of the pineapple face up on the counter and the other one face down on the cutting board.					
