93	298	take out	hand	carrot	fridge	He took out carrot	The person gets out a carrot.	The person gets out a carrot.	The person gets out a carrot.	Asian man grabs a carrot from the fridge.	He gets a carrot from the fridge.	He grabs a carrot.	The person procures a carrot from the fridge.		He takes out a carrot			The person removes a carrot from the refridgerator.	The person opens the fridge and removes a carrot.	He removes a carrot from the refrigerator.		Take a carrot out of the refrigerator.  	The person takes a carrot out of the refrigerator.
348	478	take out	hand	cutting board	counter,drawer	He took out cutting board	The person gets out a cutting board.	The person gets out a cutting board.		He grabs a cutting board from the drawer.	He gets a cutting board from the cupboard.		The person takes out a cutting board from the drawer.		He takes out a cutting board								The person takes a chopping board out of the drawer.
478	530	close	hand		drawer				The person gets out a cutting board.													Take a cutting board out and place it on the counter.	
549	661	take out	hand	knife	cutting board,drawer	He took out knife	The person gets out a knife.	The person gets out a knife.	The person gets out a knife.	He grabs a knife from another drawer.	He gets a knife from the drawer.	He gets a cutting board and knife.	The person takes out a knife from the drawer.	The person gets a carrot from the refrigerator and a cutting board and knife to begin preparation.	He takes out a knife	The person retrieves a carrot, a cutting board and a chef's knife.	The man retrieves a Carrot, a cutting board, and a knife.	The person takes out a large knife and a cutting board.	The person gets a cutting board and a knife out of drawers.	He places a carving board and carving knife on the counter. 	A man enters the kitchen, retrieves a carrot from the refrigerator, a knife and a cutting board from the drawer and places them all on the counter.	Select a knife for cutting the carrot.	The person takes a knife out of the drawer.
743	911	wash	hand	carrot		He washed carrot	The person rinses the carrot.	The person rinses the carrot.	The person rinses the carrot.	He rinses the carrot from the faucet.	He rinses the carrot.	He rinses the carrot. 	The person washes the carrot in the sink.	The person washes the carrot.	He washes carrot	The person washes the carrot.	The man washes the carrot.	The person washes the carrot.	The person washes the carrot.	He then washes the carrot off. 	The man washes the carrot.	Wash the carrot in the kitchen sink.	The person washes the carrot.
982	1090	cut	knife	carrot	cutting board	He cut off ends of carrots 	The person cuts off the ends of the carrot.	The person cuts off the ends of the carrot.	The person cuts the ends off of the carrot.	He cuts off the two edges.	He chops the ends off the carrot.				He cuts off ends	The person cuts the ends from the carrot.		The person cuts the tip off of the carrot.	The person slices a few pieces off of the carrot's tip.			Slice off both ends of the carrot with the knife.	The person cuts off both ends of the carrot.
1164	1257	open	hand		drawer															He cuts the top and bottom off the carrot and throws them away. 			
1679	1718	close	hand		drawer					He searches for something in the drawer, failed attempt, he throws away the edges in trash.													The person searches through a drawer.
1746	1799	throw in garbage	hand	carrot			The person searches for the trash can, then throws the ends of the carrot away.	The person searches for a trash can, then throws the ends of the carrot away.	The person looks for the trash can, then throws away the ends of the carrot.			He cuts the ends from the carrot and discards them.	The person cuts the ends off the carrot and throws them into the wastebin.	The person carefully cuts a thin slice of carrot from each end and discards.			The man cuts off the ends of the carrot, and disposes of them.	The person throws the carrot tip away.	The person throws away the tip pieces.		He cuts the ends off of the carrot and throws them away.	Throw away the ends of carrot that have been cut off.	The person discards the ends of the carrot.
1854	2011	wash	hand	carrot						He rinses the carrot again.		He rinses the carrot again.								He rinses off the carrot a second time. 			
2011	2045	shake	hand	carrot		He washed carrot	The person rinses the carrot again.	The person rinses the carrot again.	The person rinses the carrot again.	He starts chopping the carrot in small pieces.			The person again washes the carrot in the sink.	The person washes the carrot a second time.		The person washes the carrot again.	The man washes the carrot again.	The person rinses the carrot again.	The person rewashes the carrot.		He washes the carrot.	Rewash the carrot in the kitchen sink.	The person washes the carrot again.
2083	2924	slice	knife	carrot	cutting board																		
2924	2959	scratch off	hand	carrot	cutting board,knife																		
3000	3696	slice	knife	carrot	cutting board	He diced carrots				He finished chopping the carrots in small pieces. 	He chops the carrot into small slices.	He chops the carrot.		Using a sharp knife, the person carefully cuts across the carrot creating thin, round slices.		The person cuts the carrot into thin lateral slices using the chef's knife.			The person slices the carrot into round pieces.		He slices the entire length of the carrot crosswise.	Use the knife to slice the carrot into thin disks no more than 1/4 inch thick.	
3702	3775	scratch off	hand	carrot	cutting board,knife		The person chops up the carrot.	The person chops up the carrot.	The person chops up the carrot.	He looks up and says something.			The person chops the carrot on the cutting board.	The person presents the finished sliced carrot.	He cuts carrot into pieces		The man cuts the carrot into small circular pieces.	The person chops the carrot into thin slices.		He carves the carrot into equal pieces until finished. 			The person cuts the carrot into small slices.
