204	640	take out	hand	egg	counter,fridge		She retrieves two eggs.		The woman begins by selecting two eggs from the fridge. 	She gets some eggs.			the person gets two eggs out of the fridge.			She took out eggs	She took out eggs	She took out eggs	She gets two eggs from the refrigerator and places them on the counter.		The person takes two eggs from the fridge.
714	874	take out	hand	bowl	counter,drawer						She gets two eggs and a bowl.					She took out bowl	She took out bowl				
880	919	close	hand		drawer								the person gets out a bowl.			She put egg in bowl		She took out bowl			The person takes a bowl from the drawer.
938	1133	take out	hand	wire whisk	counter,drawer		She gets out a bowl and a whisk. 	Take two eggs, a small mixing bowl and a whisk.			She gets a whisk.		the person gets out a whisk.		The person gets out two eggs, a bowl and a whisk.	She took out beater	She took out beater	She took out beater	She gets a metal bowl from the drawer and places the egg in the bowl and gets out a whisk.	The person gets two eggs, a bowl and a whisk.	The person takes an egg beater from a drawer.
1178	1231	wash	hand	bowl																	
1231	1278	shake	hand	bowl												She washed bowl	She washed bowl	She washed bowl			The person rinses the bowl with water from the faucet.
1303	1344	move	hand	egg	,sink							the person gets a wisk and a metal bowl									
1355	1393	shake	hand	bowl																	
1414	1456	dry	towel	bowl									the person rinses out and dries the bowl.								
1519	1595	wash	hand	egg												She washed egg		She washed egg			
1601	1641	shake	hand	egg																The person rinses the bowl and any debris off of the eggs.	
1667	1765	open egg	hand	egg	bowl											She cracked egg	She cracked egg into bowl	She cracked first egg			
1783	1869	wash	hand	hand												She washed egg shell					
1869	1892	dry	sponge	hand																	
1921	1985	throw in garbage	hand	eggshell												She threw out egg shell		She threw away egg shell			The person cracks one egg into the bowl and disposes of its shell into the trash.
1995	2098	open egg	hand	egg	bowl									Person cracks eggs into bowl.		She cracked second egg	She cracked second egg in bowl	She cracked 2nd egg			
2127	2163	throw in garbage	hand	eggshell			She cracks the eggs into the bowl. 	Gently crack the eggs on a hard surface and empty them into the bowl, discard of the shells.	Next, she cracks the eggs into a metal bowl and discards the shells. 	She cracks the eggs into a bowl.	She break the eggs into the bowl. 		the person cracks two eggs into the bowl and throws away the shells.		The person cracks the eggs into the bowl and throws away the shells.	She threw out shell		She threw away egg shell		The person cracks the eggs and drops the contents into a bowl, then discards the shells.	The person cracks the second egg into the bowl and disposes of its shell into the trash.
2187	2255	wash	hand	hand		gather eggs & untensils, rinse eggs, crack into bowl, wash hands						the person cracks both Eggs into the bowl				She washed hands	She washed hands				
2280	2332	wash	hand	wire whisk												She washed beater		She washed beater	She washes the bowl and an egg out, cracks the egg into the bowl, throwing the shell away, washes her hands, cracks the egg and puts it in the bowl, and washes the whisk.		
2336	2375	shake	hand	wire whisk											The person rinses her hands and the whisk.						The person rinses her hands and the egg beater under the faucet.
2453	2481	take out	hand	spice shaker	spice holder																
2488	2501	screw	hand	spice shaker																	
