s37-d21_1_1	Man gets cucumber from the refrigerator and places it on the counter.	s37-d21	201	445	cucumber	468
s37-d21_1_2	Man gets a knife, then a cutting board and plate and places them on the counter.	s37-d21	454	1367	cucumber	1383
s37-d21_1_3	The man unwraps the cucumber.	s37-d21	1394	2192	cucumber	2255
s37-d21_1_4	He thoroughly washes the cucumber and places it on the cutting board.	s37-d21	2256	2505	cucumber	2549
s37-d21_1_5	He cuts the cucumber in half and removes the end.	s37-d21	2572	2709	cucumber	2725
s37-d21_1_6	He removes a peeler from a drawer and peels one of the cucumber halfs.	s37-d21	2737	3931	cucumber	4013
s37-d21_1_7	He then cuts the peeled half lengthwise in half again and chops it into fine slices.	s37-d21	4163	7975	cucumber	7983
s37-d21_1_8	He places the slices on the plate and arranges in a single layer.	s37-d21	8063	8572	cucumber	8579
s37-d21_1_9	The man gets salt, pepper, and another type of seasoning from the kitchen cabinets.	s37-d21	8706	10509	cucumber	10545
s37-d21_1_10	He then sprinkles the slices with the seasoning.	s37-d21	10509	11043	cucumber	11089
s37-d21_2_1	The person gets out a cucumber in plastic wrap.	s37-d21	201	445	cucumber	445
s37-d21_2_2	The person gets out a knife.	s37-d21	454	703	cucumber	675
s37-d21_2_3	The person gets out a cutting board.	s37-d21	726	897	cucumber	891
s37-d21_2_4	The person gets out a plate.	s37-d21	904	1367	cucumber	1349
s37-d21_2_5	The person unwraps the cucumber.	s37-d21	1394	2192	cucumber	2213
s37-d21_2_6	The person rinses the cucumber.	s37-d21	2256	2505	cucumber	2557
s37-d21_2_7	The person cuts the cucumber in half.	s37-d21	2572	2642	cucumber	2649
s37-d21_2_8	The person gets out a vegetable peeler.	s37-d21	2662	2984	cucumber	2999
s37-d21_2_9	The person peels one half of the cucumber.	s37-d21	3064	3931	cucumber	3955
s37-d21_2_10	The person chops up the peeled cucumber half and puts the pieces on the plate.	s37-d21	4163	8456	cucumber	8493
s37-d21_2_11	The person adds some kind of spice to the cucumber.	s37-d21	8456	10865	cucumber	10963
s37-d21_3_1	He took out cucumber	s37-d21	201	445	cucumber	353
s37-d21_3_2	He took out knife	s37-d21	454	703	cucumber	663
s37-d21_3_3	He took out cutting board	s37-d21	726	897	cucumber	919
s37-d21_3_4	He took out plate	s37-d21	904	1367	cucumber	1341
s37-d21_3_5	He washed cucumber	s37-d21	1394	2505	cucumber	2555
s37-d21_3_6	He cut cucumber in half	s37-d21	2572	2642	cucumber	2665
s37-d21_3_7	He cut off end of the cucumber	s37-d21	2662	2709	cucumber	2763
s37-d21_3_8	He peeled cucumber	s37-d21	2737	3931	cucumber	4003
s37-d21_3_9	He chopped up cucumber	s37-d21	4163	5969	cucumber	5983
s37-d21_4_1	He gets out a cucumber.	s37-d21	201	445	cucumber	447
s37-d21_4_2	He gets a knife and cutting board.	s37-d21	454	897	cucumber	903
s37-d21_4_3	He unwraps the cucumber.	s37-d21	904	2192	cucumber	2285
s37-d21_4_4	He rinses the cucumber.	s37-d21	2256	2505	cucumber	2557
s37-d21_4_5	He peels half the cucumber and then chops it.	s37-d21	5970	8456	cucumber	8463
s37-d21_4_6	He seasons the cucumber and put the spices away.	s37-d21	8456	10865	cucumber	10947
s37-d21_5_1	He gets a cucumber.	s37-d21	201	445	cucumber	461
s37-d21_5_2	He gets a knife and cutting board.	s37-d21	454	964	cucumber	943
s37-d21_5_3	He gets a plate.	s37-d21	1029	1367	cucumber	1377
s37-d21_5_4	He removes the wrapping from the cucumber.	s37-d21	1394	2192	cucumber	2261
s37-d21_5_5	He rinses the cucumber.	s37-d21	2256	2505	cucumber	2557
s37-d21_5_6	He chops and peels the first half of the cucumber.	s37-d21	2572	8572	cucumber	8699
s37-d21_5_7	He seasons the cucumbers.	s37-d21	10903	11043	cucumber	10983
s37-d21_6_1	He grabs a cucumber.	s37-d21	201	445	cucumber	303
s37-d21_6_2	He gets a knife and a cutting board.	s37-d21	454	897	cucumber	903
s37-d21_6_3	He takes the plastic off the cucumber and discards it.	s37-d21	904	2334	cucumber	2329
s37-d21_6_4	He rinses the cucumber.	s37-d21	2361	2505	cucumber	2563
s37-d21_6_5	He peels half the cucumber and chops it.	s37-d21	2572	7907	cucumber	7929
s37-d21_6_6	He puts the cucumber on the plate.	s37-d21	7907	8456	cucumber	8511
s37-d21_6_7	He seasons the cucumber and puts the spices away.	s37-d21	10903	11043	cucumber	10993
s37-d21_7_1	Take the cucumber out of the refrigerator	201	445
s37-d21_7_2	Choose a good, sharp knife	201	445
s37-d21_7_3	Take out a cutting board	s37-d21	454	703	cucumber	769
s37-d21_7_4	Take out a dish for cut cucumber	726	1367
s37-d21_7_5	Take off the wrapper	726	1367
s37-d21_7_6	Wash the cucumber thoroughly	s37-d21	1394	2334	cucumber	2361
s37-d21_7_7	Cut the cucumber in half	s37-d21	2361	2505	cucumber	2555
s37-d21_7_8	Use a peeler to take off outer skin	s37-d21	2572	2709	cucumber	2771
s37-d21_7_9	Once skin peeled off cut down the middle	s37-d21	2737	3931	cucumber	4115
s37-d21_7_10	Now being to cut pieces off each half	s37-d21	4163	4253	cucumber	4303
