s32-d52_1_1	The woman retrieves a kiwi from the refrigerator.	s32-d52	277	437	kiwi fruit	500
s32-d52_1_2	The woman washes the kiwi in the sink with water.	s32-d52	496	1167	kiwi fruit	1189
s32-d52_1_3	The woman retrieves a knife from the drawer and rinses it in the sink.	s32-d52	1171	1551	kiwi fruit	1557
s32-d52_1_4	The woman cuts off the ends of the kiwi with the knife.	s32-d52	1594	1840	kiwi fruit	1844
s32-d52_1_5	The woman uses a peeler and peels the skin from the kiwi until all the skin is removed.	s32-d52	1913	3117	kiwi fruit	3139
s32-d52_1_6	The woman washes her hands, than thinly slices the kiwi into slices with the knife.	s32-d52	3172	3789	kiwi fruit	3856
s32-d52_1_7	The woman washes her hands, than retrieves a plate from the cabinet for the kiwi.	s32-d52	3877	4341	kiwi fruit	4397
s32-d52_3_1	The person gets a kiwi fruit out of the fridge.	s32-d52	277	437	kiwi fruit	495
s32-d52_3_2	The person gets out a small cutting board and a potato peeler.	s32-d52	496	1008	kiwi fruit	1051
s32-d52_3_3	The person washes off the kiwi fruit.	s32-d52	1052	1208	kiwi fruit	1205
s32-d52_3_4	The person gets out a knife.	s32-d52	1226	1466	kiwi fruit	1489
s32-d52_3_5	The person washes the knife and the peeler.	s32-d52	1506	1666	kiwi fruit	1693
s32-d52_3_6	The person cuts off both ends of the kiwi fruit.	s32-d52	1720	1840	kiwi fruit	1903
s32-d52_3_7	The person uses the peeler to peel off all the remaining skin on the kiwi.	s32-d52	1913	3117	kiwi fruit	3161
s32-d52_3_8	The person washes her hands.	s32-d52	3172	3266	kiwi fruit	3307
s32-d52_3_9	The person slices the kiwi into quarter inch discs.	s32-d52	3449	3789	kiwi fruit	3869
s32-d52_3_10	The person washes and dries her hands.	s32-d52	3877	4015	kiwi fruit	4007
s32-d52_3_11	The person gets a plate and puts the kiwi slices on it.	s32-d52	4036	4341	kiwi fruit	4393
s32-d52_3_12	The person throws away the kiwi skin.	s32-d52	4506	4564	kiwi fruit	4585
s32-d52_3_13	The person rinses off the cutting board, the knife and potato peeler and dries her hands.	s32-d52	4580	5240	kiwi fruit	5379
s32-d52_4_1	She took out kiwi	s32-d52	277	437	kiwi fruit	449
s32-d52_4_2	She took out peeler	s32-d52	496	691	kiwi fruit	695
s32-d52_4_3	She took out cutting board	s32-d52	699	1008	kiwi fruit	1017
s32-d52_4_4	She washed kiwi	s32-d52	1052	1208	kiwi fruit	1195
s32-d52_4_5	She took out knife	s32-d52	1226	1466	kiwi fruit	1487
s32-d52_4_6	She washed knife	s32-d52	1506	1551	kiwi fruit	1565
s32-d52_4_7	She washed peeler	s32-d52	1594	1666	kiwi fruit	1663
s32-d52_4_8	She sliced kiwi	s32-d52	1720	1840	kiwi fruit	1955
s32-d52_4_9	She peeled kiwi	s32-d52	1913	3117	kiwi fruit	3137
s32-d52_5_1	The person gets out a kiwi.	s32-d52	277	437	kiwi fruit	499
s32-d52_5_2	The person gets out a vegetable peeler.	s32-d52	496	691	kiwi fruit	707
s32-d52_5_3	The person gets out a wooden plate.	s32-d52	699	1008	kiwi fruit	1011
s32-d52_5_4	The person rinses the kiwi.	s32-d52	1052	1208	kiwi fruit	1225
s32-d52_5_5	The person gets out a knife.	s32-d52	1226	1466	kiwi fruit	1441
s32-d52_5_6	The person rinses the knife and vegetable peeler.	s32-d52	1506	1666	kiwi fruit	1693
s32-d52_5_7	The person cuts off the ends of the kiwi.	s32-d52	1720	1840	kiwi fruit	1853
s32-d52_5_8	The person peels the kiwi.	s32-d52	1913	3117	kiwi fruit	3155
s32-d52_5_9	The person slices up the kiwi.	s32-d52	3172	3789	kiwi fruit	3895
s32-d52_5_10	The person gets out a plate.	s32-d52	3877	4174	kiwi fruit	4227
s32-d52_5_11	The person puts the kiwi slices on the plate.	s32-d52	4276	4341	kiwi fruit	4395
s32-d52_5_12	The person throws away the ends and peel of the kiwi.	s32-d52	4506	4564	kiwi fruit	4563
s32-d52_5_13	The person rinses the wooden plate, knife and peeler.	s32-d52	4580	5123	kiwi fruit	5167
s32-d52_6_1	the person gets a peeler and a cutting board	277	1208
s32-d52_6_2	the person washes the Kiwi	277	1208
s32-d52_6_3	the person gets a sharp knife	s32-d52	1226	1840	kiwi fruit	2143
s32-d52_6_4	the person uses the peeler to peel the skin off of the Kiwi	s32-d52	3172	3266	kiwi fruit	3413
s32-d52_6_5	the person slices the Kiwi	s32-d52	3449	4015	kiwi fruit	4007
s32-d52_6_6	the person gets a plate a puts the Kiwi slices on it	s32-d52	4506	4649	kiwi fruit	4701
s32-d52_7_1	The woman removes a kiwi fruit from the refrigerator and places it in the sink.	s32-d52	277	437	kiwi fruit	549
s32-d52_7_2	She removes a peeler and cutting board from the drawer and places them on the counter.	s32-d52	496	1008	kiwi fruit	1037
s32-d52_7_3	She rinses the kiwi fruit and places it on the cutting board.	s32-d52	1052	1208	kiwi fruit	1235
s32-d52_7_4	She removes a knife from the drawer.	s32-d52	1226	1666	kiwi fruit	1703
s32-d52_7_5	She uses the knife to cut off both ends of the kiwi fruit.	s32-d52	1720	1840	kiwi fruit	1883
s32-d52_7_6	She uses the peeler to peel all of the skin off of the kiwi fruit.	s32-d52	1913	3117	kiwi fruit	3147
s32-d52_7_7	She rinses her hands in the sink.	s32-d52	1913	3266	kiwi fruit	3283
s32-d52_7_8	She uses the knife to cut the kiwi fruit into slices.	s32-d52	3449	3789	kiwi fruit	3875
s32-d52_7_9	She removes a plate from the cabinet.	s32-d52	3877	4174	kiwi fruit	4285
s32-d52_7_10	She moves the kiwi fruit from the cutting board to the plate.	s32-d52	4276	4341	kiwi fruit	4431
s32-d52_7_11	She places all of the kiwi peelings in the recycling bin.	s32-d52	4036	4564	kiwi fruit	4573
s32-d52_7_12	She rinses all of the utensils and cutting board.	s32-d52	5191	5240	kiwi fruit	5339
s32-d52_8_1	She took out kiwi	s32-d52	277	437	kiwi fruit	415
s32-d52_8_2	She took out peeler	s32-d52	496	691	kiwi fruit	711
s32-d52_8_3	She took out cutting board	s32-d52	699	1008	kiwi fruit	1039
s32-d52_8_4	She washed kiwi	s32-d52	1052	1208	kiwi fruit	1207
s32-d52_8_5	She took out knife	s32-d52	1226	1466	kiwi fruit	1503
s32-d52_8_6	She cut kiwi	s32-d52	1506	1840	kiwi fruit	1951
s32-d52_8_7	She peeled kiwi	s32-d52	1913	3117	kiwi fruit	3199
s32-d52_8_8	She washed kiwi	s32-d52	3172	3266	kiwi fruit	3287
