s27-d70_1_1	He took out orange	s27-d70	251	837	orange	786
s27-d70_1_2	He took out cutting board	s27-d70	847	1138	orange	1169
s27-d70_1_3	He took out knife	s27-d70	1138	1389	orange	1384
s27-d70_1_4	He cut orange in half	s27-d70	1389	1581	orange	1594
s27-d70_1_5	He took out juicer	s27-d70	1682	2141	orange	2094
s27-d70_1_6	He twisted orange on juicer	s27-d70	2192	4835	orange	4855
s27-d70_1_7	Removed orange from top of juicer	s27-d70	5292	6182	orange	6089
s27-d70_1_8	He took out cup	s27-d70	6255	6516	orange	6453
s27-d70_1_9	He poured juice into cup	s27-d70	6518	6947	orange	6967
s27-d70_1_10	He added sugar to cup	s27-d70	7100	7749	orange	7791
s27-d70_2_1	The person procures an orange from the fridge.	s27-d70	251	837	orange	825
s27-d70_2_2	The person takes out a cutting board from the drawer.	s27-d70	847	1200	orange	1173
s27-d70_2_3	The person takes out a knife from the drawer.	s27-d70	1200	1389	orange	1381
s27-d70_2_4	The person cuts the orange in half.	s27-d70	1389	1581	orange	1627
s27-d70_2_5	The person takes out a juice strainer from the drawer.	s27-d70	1682	2141	orange	2131
s27-d70_2_6	The person grinds each half into the juice strainer with his palm.	s27-d70	2192	4835	orange	4861
s27-d70_2_7	The person takes out a spoon from the drawer.	s27-d70	5292	5422	orange	5377
s27-d70_2_8	The person throws the peels into the wastebin and uses the spoon to scoop out the pulp.	s27-d70	5596	6182	orange	6101
s27-d70_2_9	The person takes a glass from the cupboard.	s27-d70	6255	6516	orange	6437
s27-d70_2_10	The person pours the juice from the strainer into the glass.	s27-d70	6518	6947	orange	6959
s27-d70_2_11	The person takes a package of sugar from the pantry.	s27-d70	7100	7366	orange	7295
s27-d70_2_12	The person takes out a spoon from the drawer, scoops some sugar into the glass, stirs it with the juice, and returns the package to the pantry.	s27-d70	7805	8080	orange	8093
s27-d70_3_1	The person takes an orange from the fridge.	s27-d70	251	837	orange	791
s27-d70_3_2	The person takes out a cutting board from the drawer.	s27-d70	847	1138	orange	1137
s27-d70_3_3	The person takes out a knife from the drawer.	s27-d70	1138	1389	orange	1377
