s28-d51_1_1	The man takes the beans from the refrigerator.	s28-d51	207	1164	beans	1189
s28-d51_1_2	The man washes the beans.	s28-d51	1164	1812	beans	1829
s28-d51_1_3	The man chops the ends off the beans.	s28-d51	1870	2762	beans	2881
s28-d51_1_4	The man slices the broad beans.	s28-d51	2860	3803	beans	3875
s28-d51_1_5	The man takes out a pan and adds oil to the pan.	s28-d51	3989	5239	beans	5261
s28-d51_1_6	The man adds the broad beans to the pan.	s28-d51	5259	7558	beans	7619
s28-d51_1_7	The man straighten up while he waits for the beans to cook.	s28-d51	7566	11601	beans	11689
s28-d51_1_8	The man seasons the broad beans.	s28-d51	11627	12835	beans	12827
s28-d51_1_9	The man continues to stir the beans as they cook.	s28-d51	12841	16174	beans	16167
s28-d51_1_10	The man places the beans onto a plate.	s28-d51	16264	19520	beans	19647
s28-d51_2_1	The person takes out a cutting board from the drawer.	s28-d51	207	317	beans	325
s28-d51_2_2	The person takes out a knife from the drawer.	s28-d51	342	449	beans	455
s28-d51_2_3	The person takes a package of broad beans from the fridge.	s28-d51	478	887	beans	831
s28-d51_2_4	The person takes out a half dozen broad beans and returns the package to the fridge.	s28-d51	887	1341	beans	1329
s28-d51_2_5	The person rinses the broad beans in the sink.	s28-d51	1439	1812	beans	1791
s28-d51_2_6	The person chops the top and bottoms from the broad beans.	s28-d51	1870	2762	beans	2797
s28-d51_2_7	The person chops the broad beans and discards the top and bottoms into the trash.	s28-d51	2860	4146	beans	4125
s28-d51_2_8	The person takes a pan from the cabinet, places it on the stove, and turns it on.	s28-d51	4273	4529	beans	4533
s28-d51_2_9	The person takes a bottle of oil from the pantry, adds a bit to the pan, and then returns the bottle to the pantry.	s28-d51	4561	5186	beans	5193
s28-d51_2_10	The person takes several condiments from the counter and one from the pantry.	s28-d51	5186	6895	beans	6919
s28-d51_2_11	The person takes a wooden spatula from the drawer and sweeps the chopped beans from the cutting board into the oil frying pan.	s28-d51	6900	7558	beans	7571
s28-d51_2_12	The person adds one condiment to the frying pan and then returns its package to the pantry.	s28-d51	7566	10253	beans	10311
s28-d51_2_13	The person returns the cutting board to the drawer.	s28-d51	10316	11601	beans	11617
s28-d51_2_14	The person takes out a fork from the drawer and then procures a plate from the cabinet.	s28-d51	11627	14288	beans	14231
