s32-d69_3_1	gather eggs & untensils, rinse eggs, crack into bowl, wash hands	s32-d69	204	2255	egg	2252
s32-d69_3_2	salt and pepper eggs, whisk thoroughly, add butter to pan, allow time to melt	s32-d69	2280	5907	egg	5878
s32-d69_3_3	after adding eggs in pan, allow some time to firm up, then gently flip eggs over to firm up on other side	s32-d69	5922	9074	egg	9104
s32-d69_3_4	add prepared condiments, gently flip 1/2 firm egg mixture over condiments, test for firmness, flip over again, allow to brown slowly	s32-d69	9101	11283	egg	11252
s32-d69_3_5	gently slide completed egg omelette onto plate	s32-d69	11297	11785	egg	11832
s32-d69_4_1	She retrieves two eggs.	s32-d69	204	640	egg	640
s32-d69_4_2	She gets out a bowl and a whisk.	s32-d69	714	1133	egg	1144
s32-d69_4_3	She cracks the eggs into the bowl.	s32-d69	1178	2163	egg	2164
s32-d69_4_4	She salts the eggs.	s32-d69	2187	2600	egg	2608
s32-d69_4_5	She peppers the eggs.	s32-d69	2600	2820	egg	2824
s32-d69_4_6	She whisks the eggs.	s32-d69	2827	3528	egg	3558
s32-d69_4_7	She heats up the pan and puts butter in it.	s32-d69	3621	5716	egg	5738
s32-d69_4_8	Once the butter was melted, she adds the eggs to the pan.	s32-d69	5742	7747	egg	7774
s32-d69_4_9	She stops cooking the eggs and puts them on a plate.	s32-d69	7770	11785	egg	11726
s32-d69_4_10	She straightens up.	s32-d69	11838	12320	egg	12344
s32-d69_5_1	Take two eggs, a small mixing bowl and a whisk.	s32-d69	204	1133	egg	1150
s32-d69_5_2	Gently crack the eggs on a hard surface and empty them into the bowl, discard of the shells.	s32-d69	1178	2163	egg	2186
s32-d69_5_3	Add two dashes of salt to the eggs.	s32-d69	2187	2600	egg	2610
s32-d69_5_4	Then add one dash of pepper.	s32-d69	2600	2820	egg	2812
s32-d69_5_5	Mix the eggs till you have a light yellow color throughout.	s32-d69	2827	3528	egg	3546
s32-d69_5_6	Place a cooking pan on the stove and turn on the heat.	s32-d69	3621	3928	egg	3970
s32-d69_5_7	Cut a small piece of butter and place it in the pan.	s32-d69	4018	5308	egg	5392
s32-d69_5_8	Melt the butter, insuring that it fully covers the entire pan.	s32-d69	5329	6093	egg	6134
s32-d69_5_9	Place the mixed eggs into the pan to cook.	s32-d69	6113	7747	egg	7792
s32-d69_5_10	After about one minute flip the eggs.	s32-d69	7770	8844	egg	8892
s32-d69_5_11	Add your ingredients you would like inside the eggs.	s32-d69	8851	9594	egg	9620
s32-d69_5_12	Fold half of the eggs over on top of the filling.	s32-d69	9618	9857	egg	9892
s32-d69_5_13	Let stand for approximately two more minutes, flipping at least once during this time.	s32-d69	10486	11530	egg	11658
s32-d69_5_14	Remove from pan and place on plate to serve.	s32-d69	11838	12092	egg	12084
s32-d69_6_1	The woman begins by selecting two eggs from the fridge.	s32-d69	204	640	egg	778
s32-d69_6_2	Next, she cracks the eggs into a metal bowl and discards the shells.	s32-d69	714	2163	egg	2214
s32-d69_6_3	She then uses a whisk to beat/whisk the eggs.	s32-d69	2187	3528	egg	3688
