250	763	take out	hand	egg	counter,fridge	s34-d69_1_1	s34-d69_2_1	s34-d69_3_1	s34-d69_4_1		s34-d69_6_1	s34-d69_8_1	s34-d69_9_1	s34-d69_10_1	s34-d69_11_1	s34-d69_12_1		s34-d69_14_1	s34-d69_15_1	s34-d69_16_1	s34-d69_18_1	s34-d69_19_1	s34-d69_20_1
859	1047	take out	hand	pot	,drawer				s34-d69_4_2		s34-d69_6_2	s34-d69_8_2						s34-d69_14_2	s34-d69_15_2			s34-d69_19_2	
1083	1363	wash	hand	pot		s34-d69_1_2	s34-d69_2_2	s34-d69_3_2	s34-d69_4_3			s34-d69_8_3				s34-d69_12_2		s34-d69_14_3	s34-d69_15_3	s34-d69_16_2	s34-d69_18_2	s34-d69_19_3	
1493	1581	turn on	hand	stove											s34-d69_11_2								
1581	1632	change temperature	hand	stove		s34-d69_1_3	s34-d69_2_3		s34-d69_4_4. s34-d69_4_5	s34-d69_5_1	s34-d69_6_3	s34-d69_8_4. s34-d69_8_5	s34-d69_9_2	s34-d69_10_2		s34-d69_12_3	s34-d69_13_1	s34-d69_14_4. s34-d69_14_5	s34-d69_15_4	s34-d69_16_3		s34-d69_19_4. s34-d69_19_5	s34-d69_20_2
1876	2058	take out	hand	wrapping paper	counter,fridge	s34-d69_1_4			s34-d69_4_6			s34-d69_8_6							s34-d69_15_5		s34-d69_18_3	s34-d69_19_6	
2058	2219	remove from package	hand	butter	wrapping paper			s34-d69_3_3								s34-d69_12_4			s34-d69_15_6			s34-d69_19_7	
2334	2573	put in	hand	egg	counter,fridge		s34-d69_2_4		s34-d69_4_7			s34-d69_8_7		s34-d69_10_3	s34-d69_11_3	s34-d69_12_5	s34-d69_13_2	s34-d69_14_6				s34-d69_19_8	s34-d69_20_3
2706	2779	open	hand		cupboard																		
2802	2905	take out	hand	teaspoon	,drawer				s34-d69_4_8	s34-d69_5_2		s34-d69_8_8						s34-d69_14_7	s34-d69_15_7			s34-d69_19_9	
2963	3169	add	teaspoon	butter	pot,wrapping paper				s34-d69_4_9			s34-d69_8_9						s34-d69_14_8					
3186	3314	add	teaspoon	butter	pot,wrapping paper	s34-d69_1_5		s34-d69_3_4			s34-d69_6_4		s34-d69_9_3							s34-d69_16_4	s34-d69_18_4	s34-d69_19_10	
3340	3384	change temperature	hand	stove			s34-d69_2_5		s34-d69_4_10	s34-d69_5_3						s34-d69_12_6	s34-d69_13_3					s34-d69_19_11	s34-d69_20_4
3443	3514	take out	hand	spatula	,drawer		s34-d69_2_6	s34-d69_3_5	s34-d69_4_11							s34-d69_12_7		s34-d69_14_9	s34-d69_15_8			s34-d69_19_12	
3599	3798	open egg	hand	egg	pot			s34-d69_3_6							s34-d69_11_4			s34-d69_14_10	s34-d69_15_9			s34-d69_19_13. s34-d69_19_14	
3806	4122	stir	spatula	butter,egg	pot													s34-d69_14_11	s34-d69_15_10				
4122	4175	move	hand	pot	counter,stove		s34-d69_2_7										s34-d69_13_4		s34-d69_15_11			s34-d69_19_15	
4188	4347	open egg	hand	egg	pot			s34-d69_3_7			s34-d69_6_5			s34-d69_10_4				s34-d69_14_12	s34-d69_15_12	s34-d69_16_5	s34-d69_18_5		
4424	4473	move	hand	pot	counter,stove					s34-d69_5_4									s34-d69_15_13				
4473	4540	stir	spatula	butter,egg	pot																		
4540	4576	change temperature	hand	stove		s34-d69_1_6							s34-d69_9_4										
4576	5099	stir	spatula	butter,egg	pot									s34-d69_10_5	s34-d69_11_5	s34-d69_12_8							s34-d69_20_5
5149	5185	take out	hand	spice shaker	,spice holder												s34-d69_13_5						
5196	5226	screw	hand	spice shaker																			
5237	5399	spice	spice shaker	salt	pot																		
5415	5440	screw	hand	spice shaker			s34-d69_2_8																
5443	5487	put in	hand	spice shaker	,spice holder																		
5487	5539	take out	hand	spice shaker	,spice holder																		
5539	5565	screw	hand	spice shaker																			
5584	5691	spice	spice shaker	spice	pot						s34-d69_6_6		s34-d69_9_5		s34-d69_11_6					s34-d69_16_6			
5699	5733	screw	hand	spice shaker			s34-d69_2_9							s34-d69_10_6									
5733	5773	put in	hand	spice shaker	,spice holder					s34-d69_5_5											s34-d69_18_6		s34-d69_20_6
5777	5858	take out	hand	bottle	,fridge												s34-d69_13_6						
5858	5903	remove lid	hand	lid	plastic bottle																		
5907	6003	add	hand	ketchup	plastic bottle,pot																		
6003	6033	put lid	hand	lid	plastic bottle	s34-d69_1_7	s34-d69_2_10						s34-d69_9_6	s34-d69_10_7									
6051	6158	put in	hand	bottle	,fridge			s34-d69_3_8								s34-d69_12_9	s34-d69_13_7				s34-d69_18_7		
6178	6211	change temperature	hand	stove											s34-d69_11_7								
6224	6267	change temperature	hand	stove																			
6270	7981	stir	spatula	butter,egg,ketchup	pot										s34-d69_11_8								
7981	8063	change temperature	hand	stove			s34-d69_2_11			s34-d69_5_6	s34-d69_6_7									s34-d69_16_7			
8070	8127	move	hand	pot	counter,stove	s34-d69_1_8		s34-d69_3_9					s34-d69_9_7	s34-d69_10_8			s34-d69_13_8			s34-d69_16_8	s34-d69_18_8		
8199	8452	clean	towel	stove		s34-d69_1_9	s34-d69_2_12										s34-d69_13_9						s34-d69_20_7
8467	8785	stir	spatula	egg	pot											s34-d69_12_10							
8813	8886	open	hand		drawer		s34-d69_2_13			s34-d69_5_7													
8919	9048	take out	hand	plate	,cupboard			s34-d69_3_10			s34-d69_6_8												
9075	9148	wash	hand	plate													s34-d69_13_10				s34-d69_18_9		
9210	9368	move	spatula	egg	plate,pot																		
9607	9692	move	spatula	egg	plate,pot																		
9760	9799	move	spatula	egg	plate,pot																		
9831	10001	scratch off	hand	egg	plate,spatula																		
10125	10177	move	spatula	egg	plate,pot										s34-d69_11_9					s34-d69_16_9			
10204	10280	scratch off	hand	egg	plate,spatula						s34-d69_6_9		s34-d69_9_8	s34-d69_10_9		s34-d69_12_11					s34-d69_18_10		s34-d69_20_8
10294	10350	move	hand	pot	counter,sink	s34-d69_1_10											s34-d69_13_11						
10350	10394	wash	hand	hand				s34-d69_3_11															
10394	10502	wash	hand	spatula				s34-d69_3_12															
10564	10636	put in	hand	spatula	,drawer			s34-d69_3_13		s34-d69_5_8						s34-d69_12_12					s34-d69_18_11		s34-d69_20_9
10688	10725	take out	hand	spice shaker	,spice holder																		
10725	10768	screw	hand	spice shaker																			
10797	11042	spice	spice shaker	spice	plate																		
11042	11071	shake	hand	spice shaker																			
11081	11121	spice	spice shaker	spice	plate	s34-d69_1_11					s34-d69_6_10												
11127	11155	screw	hand	spice shaker																			
11167	11207	put in	hand	spice shaker	,spice holder									s34-d69_10_10		s34-d69_12_13	s34-d69_13_12						
11211	11341	take out	hand	fork	,drawer								s34-d69_9_9		s34-d69_11_10								
11361	11558	stir	fork	egg,spice	plate	s34-d69_1_12		s34-d69_3_14		s34-d69_5_9						s34-d69_12_14					s34-d69_18_12		s34-d69_20_10
11582	11643	pour	pot	water	sink									s34-d69_10_11									
11643	11819	move	hand	pot	counter,sink																s34-d69_18_13		s34-d69_20_11
11838	11962	clean	towel	counter							s34-d69_6_11												
11983	12048	throw in garbage	hand	eggshell										s34-d69_10_12									s34-d69_20_12
12054	12121	wash	hand	hand																	s34-d69_18_14		
12153	12235	clean	towel	counter																			
12280	12435	put in	hand	wrapping paper	,fridge			s34-d69_3_15			s34-d69_6_12			s34-d69_10_13							s34-d69_18_15		
12597	12633	wash	hand	hand																			
12633	12662	shake	hand	hand																			
12725	12799	clean	towel	stove		s34-d69_1_13	s34-d69_2_14			s34-d69_5_10			s34-d69_9_10			s34-d69_12_15	s34-d69_13_13			s34-d69_16_10			s34-d69_20_13
