244	674	take out	hand	carrot	counter,fridge	s26-d23_1_1	s26-d23_2_1		s26-d23_4_1	s26-d23_5_1	s26-d23_6_1	s26-d23_7_1	s26-d23_8_1		s26-d23_10_1. s26-d23_10_2. s26-d23_10_3	s26-d23_11_1		s26-d23_13_1	s26-d23_14_1	s26-d23_15_1	s26-d23_16_1	s26-d23_17_1	s26-d23_19_1	s26-d23_20_1
703	822	take out	hand	peeler	,drawer																			
840	909	take out	hand	peeler	counter,drawer	s26-d23_1_2		s26-d23_3_1	s26-d23_4_2				s26-d23_8_2						s26-d23_14_2	s26-d23_15_2				s26-d23_20_2
918	964	take out	hand	knife	counter,drawer	s26-d23_1_3	s26-d23_2_2		s26-d23_4_3			s26-d23_7_2				s26-d23_11_2	s26-d23_12_1		s26-d23_14_3					
964	999	close	hand		drawer					s26-d23_5_2	s26-d23_6_2		s26-d23_8_3		s26-d23_10_4					s26-d23_15_3	s26-d23_16_2			
999	1119	take out	hand	cutting board	counter,drawer	s26-d23_1_4	s26-d23_2_3	s26-d23_3_2	s26-d23_4_4	s26-d23_5_3	s26-d23_6_3	s26-d23_7_3	s26-d23_8_4		s26-d23_10_5	s26-d23_11_3	s26-d23_12_2	s26-d23_13_2	s26-d23_14_4	s26-d23_15_4	s26-d23_16_3	s26-d23_17_2	s26-d23_19_2	s26-d23_20_3
1183	1291	wash	hand	carrot		s26-d23_1_5			s26-d23_4_5										s26-d23_14_5					
1291	1339	shake	hand	carrot			s26-d23_2_4			s26-d23_5_4	s26-d23_6_4	s26-d23_7_4	s26-d23_8_5	s26-d23_9_1. s26-d23_9_2. s26-d23_9_3. s26-d23_9_4. s26-d23_9_5	s26-d23_10_6	s26-d23_11_4	s26-d23_12_3	s26-d23_13_3		s26-d23_15_5	s26-d23_16_4	s26-d23_17_3	s26-d23_19_3	s26-d23_20_4
1382	1404	cut	knife	carrot	cutting board	s26-d23_1_6		s26-d23_3_3	s26-d23_4_6			s26-d23_7_5	s26-d23_8_6	s26-d23_9_6		s26-d23_11_5	s26-d23_12_4	s26-d23_13_4	s26-d23_14_6	s26-d23_15_6	s26-d23_16_5	s26-d23_17_4	s26-d23_19_4	
1491	2164	peel	peeler	carrot		s26-d23_1_7	s26-d23_2_5	s26-d23_3_4	s26-d23_4_7	s26-d23_5_5	s26-d23_6_5	s26-d23_7_6	s26-d23_8_7		s26-d23_10_7			s26-d23_13_5		s26-d23_15_7	s26-d23_16_6	s26-d23_17_5	s26-d23_19_5	s26-d23_20_5
2226	2309	cut	knife	carrot	cutting board				s26-d23_4_8								s26-d23_12_5	s26-d23_13_6				s26-d23_17_6	s26-d23_19_6	
2338	2388	move	hand	peeler	counter,cutting board			s26-d23_3_5											s26-d23_14_7					
2407	2712	slice	knife	carrot	cutting board				s26-d23_4_9				s26-d23_8_8		s26-d23_10_8					s26-d23_15_8		s26-d23_17_7		
2728	2756	scratch off	hand	carrot	cutting board,knife	s26-d23_1_8	s26-d23_2_6	s26-d23_3_6		s26-d23_5_6	s26-d23_6_6. s26-d23_6_7	s26-d23_7_7		s26-d23_9_7		s26-d23_11_6	s26-d23_12_6	s26-d23_13_7	s26-d23_14_8		s26-d23_16_7		s26-d23_19_7	s26-d23_20_6
