230	552	take out	hand	plastic bag	counter,fridge	s27-d29_1_1	s27-d29_2_1	s27-d29_3_1	s27-d29_4_1	s27-d29_5_1	s27-d29_6_1	s27-d29_8_1	s27-d29_10_1		s27-d29_12_1. s27-d29_12_2			s27-d29_15_1	s27-d29_16_1		s27-d29_18_1	s27-d29_19_1	
562	678	take out	hand	cutting board	counter,drawer	s27-d29_1_2		s27-d29_3_2	s27-d29_4_2									s27-d29_15_2	s27-d29_16_2		s27-d29_18_2	s27-d29_19_2	
678	737	close	hand		drawer							s27-d29_8_2											
753	832	take out	hand	knife	cutting board,drawer					s27-d29_5_2	s27-d29_6_2				s27-d29_12_3. s27-d29_12_4	s27-d29_13_1		s27-d29_15_3	s27-d29_16_3		s27-d29_18_3	s27-d29_19_3	s27-d29_20_1
832	884	close	hand		drawer	s27-d29_1_3	s27-d29_2_2	s27-d29_3_3	s27-d29_4_3			s27-d29_8_3		s27-d29_11_1	s27-d29_12_5		s27-d29_14_1						
979	1307	remove from package	hand	parsley	plastic bag	s27-d29_1_4		s27-d29_3_4		s27-d29_5_3					s27-d29_12_6					s27-d29_17_1			
1321	1501	wash	hand	parsley		s27-d29_1_5																	
1501	1526	wring out	hand	parsley														s27-d29_15_4				s27-d29_19_4	
1526	1604	shake	hand	parsley			s27-d29_2_3	s27-d29_3_5	s27-d29_4_4	s27-d29_5_4	s27-d29_6_3	s27-d29_8_4	s27-d29_10_2	s27-d29_11_2			s27-d29_14_2		s27-d29_16_4	s27-d29_17_2			s27-d29_20_2
1694	1835	rip off	hand	chive	flower pot																		
1982	2039	rip off	hand	chive	flower pot	s27-d29_1_6. s27-d29_1_7						s27-d29_8_5											
2178	2321	wash	hand	chive				s27-d29_3_6	s27-d29_4_5	s27-d29_5_5	s27-d29_6_4	s27-d29_8_6	s27-d29_10_3			s27-d29_13_2			s27-d29_16_5	s27-d29_17_3	s27-d29_18_4	s27-d29_19_5	
2371	2476	cut	knife	parsley	cutting board	s27-d29_1_8	s27-d29_2_4					s27-d29_8_7		s27-d29_11_3	s27-d29_12_7	s27-d29_13_3	s27-d29_14_3	s27-d29_15_5	s27-d29_16_6	s27-d29_17_4			
2538	3568	chop	knife	parsley	cutting board					s27-d29_5_6		s27-d29_8_8				s27-d29_13_4. s27-d29_13_5	s27-d29_14_4					s27-d29_19_6	
3696	3760	cut	knife	chive	cutting board								s27-d29_10_4	s27-d29_11_4		s27-d29_13_6							
3822	4670	chop	knife	chive	cutting board	s27-d29_1_9							s27-d29_10_5			s27-d29_13_7	s27-d29_14_5					s27-d29_19_7	
4717	5100	chop	knife	chive,parsley	cutting board					s27-d29_5_7											s27-d29_18_5		
5108	5189	scratch off	hand	parsley	cutting board,knife	s27-d29_1_10	s27-d29_2_5	s27-d29_3_7	s27-d29_4_6		s27-d29_6_5		s27-d29_10_6			s27-d29_13_8		s27-d29_15_6	s27-d29_16_7	s27-d29_17_5			s27-d29_20_3
5356	5497	wash	hand	hand				s27-d29_3_8	s27-d29_4_7						s27-d29_12_8			s27-d29_15_7				s27-d29_19_8	
5529	5686	dry	towel	hand		s27-d29_1_11				s27-d29_5_8					s27-d29_12_9				s27-d29_16_8	s27-d29_17_6			
5753	5823	open	hand		cupboard		s27-d29_2_6																
5837	6109	take out	hand	bowl	counter,cupboard	s27-d29_1_12		s27-d29_3_9	s27-d29_4_8					s27-d29_11_5	s27-d29_12_10			s27-d29_15_8	s27-d29_16_9		s27-d29_18_6	s27-d29_19_9	s27-d29_20_4
6174	6916	add	knife	chive,parsley	bowl,cutting board	s27-d29_1_13	s27-d29_2_7	s27-d29_3_10	s27-d29_4_9	s27-d29_5_9	s27-d29_6_6					s27-d29_13_9	s27-d29_14_6	s27-d29_15_9	s27-d29_16_10	s27-d29_17_7	s27-d29_18_7	s27-d29_19_10	s27-d29_20_5
7156	7269	throw in garbage	hand	chive,parsley				s27-d29_3_11	s27-d29_4_10	s27-d29_5_10					s27-d29_12_11	s27-d29_13_10			s27-d29_16_11				
7303	7455	package	hand	bundle	plastic bag									s27-d29_11_6	s27-d29_12_12								
7455	7812	put in	hand	plastic bag	counter,fridge			s27-d29_3_12	s27-d29_4_11		s27-d29_6_7								s27-d29_16_12				
7823	7935	throw in garbage	hand	chive		s27-d29_1_14	s27-d29_2_8			s27-d29_5_11			s27-d29_10_7							s27-d29_17_8	s27-d29_18_8		s27-d29_20_6
