205	486	take out	hand	pomegranate	counter,fridge	s34-d41_1_1	s34-d41_3_1								s34-d41_12_1	s34-d41_13_1	s34-d41_14_1	s34-d41_15_1	s34-d41_16_1. s34-d41_16_2	s34-d41_17_1	s34-d41_19_1	
543	700	take out	hand	cutting board	counter,drawer	s34-d41_1_2					s34-d41_8_1	s34-d41_9_1	s34-d41_10_1						s34-d41_16_3			s34-d41_20_1
708	745	close	hand		drawer			s34-d41_4_1							s34-d41_12_2		s34-d41_14_2			s34-d41_17_2		
750	979	take out	hand	knife	counter,drawer	s34-d41_1_3	s34-d41_3_2	s34-d41_4_2			s34-d41_8_2	s34-d41_9_2			s34-d41_12_3						s34-d41_19_2	
1030	1101	close	hand		drawer		s34-d41_3_3	s34-d41_4_3	s34-d41_5_1	s34-d41_6_1	s34-d41_8_3	s34-d41_9_3	s34-d41_10_2	s34-d41_11_1		s34-d41_13_2	s34-d41_14_3	s34-d41_15_2	s34-d41_16_4	s34-d41_17_3	s34-d41_19_3	s34-d41_20_2
1171	1530	take out	hand	bowl	drawer	s34-d41_1_4									s34-d41_12_4		s34-d41_14_4		s34-d41_16_5. s34-d41_16_6	s34-d41_17_4		
1553	1645	wash	hand	bowl							s34-d41_8_4	s34-d41_9_4	s34-d41_10_3	s34-d41_11_2		s34-d41_13_3		s34-d41_15_3				
1651	1920	wash	hand	pomegranate	bowl																	
1928	1969	shake	hand	pomegranate		s34-d41_1_5	s34-d41_3_4	s34-d41_4_4	s34-d41_5_2	s34-d41_6_2	s34-d41_8_5		s34-d41_10_4	s34-d41_11_3	s34-d41_12_5	s34-d41_13_4		s34-d41_15_4		s34-d41_17_5	s34-d41_19_4	s34-d41_20_3
2038	2366	cut	knife	pomegranate	cutting board										s34-d41_12_6			s34-d41_15_5		s34-d41_17_6		
2375	2479	cut	knife	pomegranate	cutting board	s34-d41_1_6	s34-d41_3_5	s34-d41_4_5. s34-d41_4_6	s34-d41_5_3	s34-d41_6_3. s34-d41_6_4		s34-d41_9_5. s34-d41_9_6	s34-d41_10_5	s34-d41_11_4	s34-d41_12_7	s34-d41_13_5				s34-d41_17_7	s34-d41_19_5	s34-d41_20_4
2512	3191	take apart	hand	arils,peel	bowl																	
3197	3227	take apart	hand	peel																		
3248	3823	take apart	hand	arils,peel	bowl																	
3897	3935	move	hand	peel	bowl,cutting board																	
3970	4000	move	hand	arils	bowl,cutting board																	
4004	4335	take apart	hand	arils,peel	bowl																	
4342	4452	move	hand	peel	bowl,cutting board																	
4458	5005	take apart	hand	arils,peel	bowl																	
5013	5062	move	hand	peel	bowl,cutting board							s34-d41_9_7										
5068	5293	take apart	hand	arils,peel	bowl									s34-d41_11_5							s34-d41_19_6	
5299	5329	move	hand	peel	bowl,cutting board														s34-d41_16_7			
5336	5738	take apart	hand	arils,peel	bowl	s34-d41_1_7											s34-d41_14_5					
5786	5843	take apart	hand	pomegranate					s34-d41_5_4								s34-d41_14_6					
5887	6039	take apart	hand	arils,peel	bowl												s34-d41_14_7					
6059	6093	move	hand	peel	bowl,cutting board																	
6113	6229	take apart	hand	arils,peel	bowl												s34-d41_14_8					
6242	6382	move	hand	peel	bowl,cutting board												s34-d41_14_9. s34-d41_14_10		s34-d41_16_8. s34-d41_16_9			
6408	7204	take apart	hand	arils,peel	bowl												s34-d41_14_11. s34-d41_14_12		s34-d41_16_10			
7285	7661	take apart	hand	arils,peel	bowl																	
7749	7813	take apart	hand	arils,peel	bowl																	
7822	7868	move	hand	peel	bowl,cutting board						s34-d41_8_6						s34-d41_14_13					s34-d41_20_5
7882	8457	take apart	hand	arils,peel	bowl																	
8469	8508	move	hand	peel	bowl,cutting board																	
8520	8814	take apart	hand	arils,peel	bowl																	
8828	8885	take apart	hand	pomegranate																		
8892	10345	take apart	hand	arils,peel	bowl	s34-d41_1_8	s34-d41_3_6								s34-d41_12_8			s34-d41_15_6				s34-d41_20_6
10357	11057	move	hand	peel	bowl,cutting board													s34-d41_15_7		s34-d41_17_8	s34-d41_19_7	
11076	11176	wash	hand	hand																		
11187	11301	dry	sponge	hand				s34-d41_4_7	s34-d41_5_5	s34-d41_6_5			s34-d41_10_6			s34-d41_13_6		s34-d41_15_8		s34-d41_17_9		
11344	11375	take out	hand	spice shaker	spice holder		s34-d41_3_7	s34-d41_4_8													s34-d41_19_8	
11382	11412	screw	hand	spice shaker																		s34-d41_20_7
11442	11583	spice	spice shaker	salt	bowl													s34-d41_15_9				
11592	11635	screw	hand	spice shaker																		
11641	11680	put in	hand	spice shaker	,spice holder							s34-d41_9_8										
11735	11902	take out	hand	spice shaker	spice holder		s34-d41_3_8		s34-d41_5_6	s34-d41_6_6											s34-d41_19_9	s34-d41_20_8
11909	11950	screw	hand	spice shaker																		
11950	12025	spice	spice shaker	spice	bowl													s34-d41_15_10				
12032	12087	screw	hand	spice shaker																		
12091	12114	put in	hand	spice shaker	,spice holder																	
12119	12140	take out	hand	spice shaker	spice holder																	
12147	12175	screw	hand	spice shaker																		
12179	12301	spice	spice shaker	spice	bowl		s34-d41_3_9							s34-d41_11_6				s34-d41_15_11			s34-d41_19_10	
12308	12364	screw	hand	spice shaker																		
12366	12397	put in	hand	spice shaker	,spice holder															s34-d41_17_10		
12424	12560	take out	hand	spoon	drawer		s34-d41_3_10	s34-d41_4_9		s34-d41_6_7			s34-d41_10_7	s34-d41_11_7		s34-d41_13_7					s34-d41_19_11	s34-d41_20_9
12567	12973	mix	spoon	arils,spice	bowl							s34-d41_9_9						s34-d41_15_12		s34-d41_17_11		
13023	13181	wash	hand	knife			s34-d41_3_11	s34-d41_4_10	s34-d41_5_7				s34-d41_10_8			s34-d41_13_8					s34-d41_19_12	s34-d41_20_10
13188	13275	dry	sponge	knife						s34-d41_6_8				s34-d41_11_8								
13298	13393	put in	hand	knife	,drawer													s34-d41_15_13		s34-d41_17_12		
13405	13468	move	hand	peel	counter,cutting board		s34-d41_3_12. s34-d41_3_13	s34-d41_4_11		s34-d41_6_9											s34-d41_19_13	
13586	13742	throw in garbage	cutting board,hand	peel								s34-d41_9_10						s34-d41_15_14		s34-d41_17_13		
13761	13955	wash	hand	cutting board			s34-d41_3_14	s34-d41_4_12		s34-d41_6_10												
13967	14101	dry	hand	cutting board																		
14292	14584	clean	detergent,sponge	cutting board																		
14601	14775	wash	hand	sponge																		
14784	14838	clean	cleaning brush	cutting board																		
14854	14991	wash	hand	cutting board																		
15072	15223	dry	towel	cutting board																	s34-d41_19_14	
15252	15345	put in	hand	cutting board	,drawer		s34-d41_3_15	s34-d41_4_13	s34-d41_5_8	s34-d41_6_11			s34-d41_10_9			s34-d41_13_9		s34-d41_15_15		s34-d41_17_14		s34-d41_20_11
