257	354	open	hand		drawer															s36-d42_16_1			
354	490	take out	hand	cutting board	counter,drawer					s36-d42_5_1						s36-d42_12_1		s36-d42_14_1	s36-d42_15_1	s36-d42_16_2. s36-d42_16_3		s36-d42_19_1	
633	679	take out	hand	bowl	counter,drawer					s36-d42_5_2						s36-d42_12_2						s36-d42_19_2	
711	788	close	hand		drawer				s36-d42_4_1												s36-d42_18_1		
788	1031	take out	hand	knife	cutting board,drawer		s36-d42_2_1	s36-d42_3_1	s36-d42_4_2	s36-d42_5_3	s36-d42_6_1	s36-d42_7_1	s36-d42_8_1	s36-d42_10_1		s36-d42_12_3	s36-d42_13_1	s36-d42_14_2		s36-d42_16_4	s36-d42_18_2	s36-d42_19_3	s36-d42_20_1
1047	1329	take out	hand	broccoli	,fridge										s36-d42_11_1				s36-d42_15_2				
1542	1609	put in	hand	broccoli	,fridge																		
1609	1842	take out	hand	plastic bag	,fridge			s36-d42_3_2		s36-d42_5_4	s36-d42_6_2		s36-d42_8_2	s36-d42_10_2		s36-d42_12_4	s36-d42_13_2			s36-d42_16_5		s36-d42_19_4	s36-d42_20_2
1848	2188	remove from package	hand	broccoli	plastic bag	s36-d42_1_1	s36-d42_2_2	s36-d42_3_3						s36-d42_10_3	s36-d42_11_2			s36-d42_14_3	s36-d42_15_3. s36-d42_15_4	s36-d42_16_6. s36-d42_16_7			
2249	2375	throw in garbage	hand	plastic bag					s36-d42_4_3												s36-d42_18_3		s36-d42_20_3
2488	2552	move	hand	broccoli	bowl,cutting board													s36-d42_14_4	s36-d42_15_5				
2578	2847	cut	knife	broccoli	cutting board																		
2859	2898	take apart	hand	broccoli	cutting board																		
2919	3082	cut	knife	broccoli	cutting board													s36-d42_14_5	s36-d42_15_6				
3120	3570	cut	knife	broccoli	cutting board													s36-d42_14_6	s36-d42_15_7				
3575	3908	cut	knife	broccoli	bowl	s36-d42_1_2	s36-d42_2_3	s36-d42_3_4	s36-d42_4_4	s36-d42_5_5	s36-d42_6_3	s36-d42_7_2		s36-d42_10_4		s36-d42_12_5	s36-d42_13_3	s36-d42_14_7	s36-d42_15_8. s36-d42_15_9		s36-d42_18_4	s36-d42_19_5	
4008	4177	throw in garbage	hand	broccoli		s36-d42_1_3			s36-d42_4_5	s36-d42_5_6	s36-d42_6_4		s36-d42_8_3	s36-d42_10_5	s36-d42_11_3	s36-d42_12_6			s36-d42_15_10			s36-d42_19_6	
4185	4241	wash	hand	hand						s36-d42_5_7		s36-d42_7_3				s36-d42_12_7					s36-d42_18_5	s36-d42_19_7	
4330	4358	fill	faucet	water	,bowl					s36-d42_5_8													
4365	4385	add	hand	broccoli	bowl,cutting board																	s36-d42_19_8	
4390	4411	add	hand	broccoli	bowl,cutting board																		
4411	4449	add	hand	broccoli	bowl,cutting board																		
4466	4482	add	hand	broccoli	bowl,cutting board																		
4482	4507	add	hand	broccoli	bowl,cutting board																		
4516	4557	add	hand	broccoli	bowl,cutting board																		
4576	4599	add	hand	broccoli	bowl,cutting board																		
4599	4661	add	hand	broccoli	bowl,cutting board	s36-d42_1_4		s36-d42_3_5		s36-d42_5_9				s36-d42_10_6		s36-d42_12_8	s36-d42_13_4					s36-d42_19_9	s36-d42_20_4
4737	4911	change temperature	faucet	water	bowl	s36-d42_1_5	s36-d42_2_4	s36-d42_3_6	s36-d42_4_6	s36-d42_5_10	s36-d42_6_5	s36-d42_7_4	s36-d42_8_4	s36-d42_10_7		s36-d42_12_9					s36-d42_18_6	s36-d42_19_10	s36-d42_20_5
5004	5156	take out	hand	lid,pot	,drawer			s36-d42_3_7							s36-d42_11_4	s36-d42_12_10			s36-d42_15_11			s36-d42_19_11	
5223	5346	wash	hand	pot																			
5375	5547	fill	faucet	water	,pot	s36-d42_1_6		s36-d42_3_8						s36-d42_10_8		s36-d42_12_11						s36-d42_19_12	
5707	5763	turn on	hand	stove																			
5763	5943	change temperature	hand	stove		s36-d42_1_7	s36-d42_2_5	s36-d42_3_9	s36-d42_4_7		s36-d42_6_6	s36-d42_7_5	s36-d42_8_5	s36-d42_10_9		s36-d42_12_12	s36-d42_13_5	s36-d42_14_8			s36-d42_18_7	s36-d42_19_13	s36-d42_20_6
6121	6145	add	hand	broccoli	bowl,pot																		
6165	6194	add	hand	broccoli	bowl,pot										s36-d42_11_5								
6198	6246	add	hand	broccoli	bowl,pot																		
6258	6325	add	hand	broccoli	bowl,pot																		
6329	6403	add	hand	broccoli	bowl,pot																		
6406	6462	add	hand	broccoli	bowl,pot																		
6489	6515	add	hand	broccoli	bowl,pot	s36-d42_1_8	s36-d42_2_6	s36-d42_3_10	s36-d42_4_8		s36-d42_6_7	s36-d42_7_6	s36-d42_8_6	s36-d42_10_10		s36-d42_12_13	s36-d42_13_6						
6616	6660	pour	bowl	water	sink																		
6671	6787	wash	hand	bowl																	s36-d42_18_8		
6888	6937	wash	hand	knife																			
6959	7047	put in	hand	knife	,drawer											s36-d42_12_14							
7057	7149	fill	faucet	water	,bowl																		
7186	7305	pour	bowl	water	pot	s36-d42_1_9	s36-d42_2_7		s36-d42_4_9		s36-d42_6_8		s36-d42_8_7	s36-d42_10_11			s36-d42_13_7						
7404	7461	take out	hand	spice shaker	,spice holder																		
7471	7544	screw	hand	spice shaker															s36-d42_15_12				
7555	7769	spice	spice shaker	salt	pot	s36-d42_1_10		s36-d42_3_11			s36-d42_6_9		s36-d42_8_8	s36-d42_10_12			s36-d42_13_8						s36-d42_20_7
7775	7850	screw	hand	spice shaker			s36-d42_2_8																
7860	7900	put in	hand	spice shaker	,spice holder							s36-d42_7_7						s36-d42_14_9			s36-d42_18_9		
7960	8041	put lid	hand	lid	pot	s36-d42_1_11	s36-d42_2_9		s36-d42_4_10						s36-d42_11_6				s36-d42_15_13				s36-d42_20_8
8214	8381	wash	hand	cutting board																			
8381	8460	shake	hand	cutting board																			
8473	8518	open	hand		drawer																		
8531	8602	put in	hand	cutting board	,drawer				s36-d42_4_11												s36-d42_18_10		s36-d42_20_9
