249	419	take out	hand	cutting board	counter,drawer					s29-d31_5_1					s29-d31_11_1	s29-d31_12_1	s29-d31_13_1		s29-d31_15_1	
424	469	close	hand		drawer		s29-d31_2_1	s29-d31_3_1			s29-d31_6_1		s29-d31_9_1					s29-d31_14_1		
481	657	take out	hand	knife	counter,drawer	s29-d31_1_1			s29-d31_4_1						s29-d31_11_2					
658	693	close	hand		drawer		s29-d31_2_2	s29-d31_3_2		s29-d31_5_2	s29-d31_6_2	s29-d31_7_1	s29-d31_9_2	s29-d31_10_1		s29-d31_12_2	s29-d31_13_2	s29-d31_14_2	s29-d31_15_2	s29-d31_20_1
729	1008	take out	hand	garlic	,drawer		s29-d31_2_3		s29-d31_4_2	s29-d31_5_3		s29-d31_7_2			s29-d31_11_3			s29-d31_14_3	s29-d31_15_3	s29-d31_20_2
1038	1153	take apart	hand	garlic		s29-d31_1_2	s29-d31_2_4	s29-d31_3_3	s29-d31_4_3		s29-d31_6_3	s29-d31_7_3	s29-d31_9_3		s29-d31_11_4	s29-d31_12_3	s29-d31_13_3. s29-d31_13_4	s29-d31_14_4	s29-d31_15_4	
1221	1274	cut	knife	garlic	cutting board															
1290	1315	scratch off	hand	garlic	counter,knife	s29-d31_1_3				s29-d31_5_4	s29-d31_6_4	s29-d31_7_4	s29-d31_9_4	s29-d31_10_2. s29-d31_10_3		s29-d31_12_4				
1488	2189	slice	knife	garlic	cutting board	s29-d31_1_4										s29-d31_12_5				
2189	2240	gather	knife	garlic	cutting board							s29-d31_7_5	s29-d31_9_5	s29-d31_10_4						s29-d31_20_3
2240	2693	chop	knife	garlic	cutting board	s29-d31_1_5							s29-d31_9_6							
2693	2735	scratch off	hand	garlic	cutting board,knife		s29-d31_2_5	s29-d31_3_4	s29-d31_4_4	s29-d31_5_5	s29-d31_6_5	s29-d31_7_6	s29-d31_9_7	s29-d31_10_5	s29-d31_11_5	s29-d31_12_6	s29-d31_13_5	s29-d31_14_5	s29-d31_15_5	s29-d31_20_4
2991	3060	throw in garbage	hand	garbage		s29-d31_1_6	s29-d31_2_6. s29-d31_2_7	s29-d31_3_5	s29-d31_4_5		s29-d31_6_6	s29-d31_7_7	s29-d31_9_8		s29-d31_11_6	s29-d31_12_7	s29-d31_13_6	s29-d31_14_6	s29-d31_15_6	s29-d31_20_5
