192	341	take out	hand	squeezer	counter,drawer			s36-d70_3_1			s36-d70_8_1		s36-d70_11_1	s36-d70_12_1	s36-d70_13_1	s36-d70_14_1	s36-d70_15_1	s36-d70_16_1	s36-d70_17_1	s36-d70_18_1	s36-d70_19_1	
371	614	take out	hand	orange	,fridge						s36-d70_8_2		s36-d70_11_2		s36-d70_13_2	s36-d70_14_2				s36-d70_18_2	s36-d70_19_2	
640	723	throw in garbage	hand	net bag			s36-d70_2_1			s36-d70_7_1				s36-d70_12_2			s36-d70_15_2	s36-d70_16_2	s36-d70_17_2			
750	998	take out	hand	cutting board	counter,drawer						s36-d70_8_3				s36-d70_13_3	s36-d70_14_3	s36-d70_15_3	s36-d70_16_3	s36-d70_17_3	s36-d70_18_3	s36-d70_19_3	
998	1144	take out	hand	knife	,drawer	s36-d70_1_1	s36-d70_2_2	s36-d70_3_2	s36-d70_5_1	s36-d70_7_2	s36-d70_8_4		s36-d70_11_3	s36-d70_12_3	s36-d70_13_4	s36-d70_14_4	s36-d70_15_4	s36-d70_16_4	s36-d70_17_4	s36-d70_18_4	s36-d70_19_4	s36-d70_20_1
1236	1314	cut	knife	orange	cutting board	s36-d70_1_2	s36-d70_2_3	s36-d70_3_3		s36-d70_7_3	s36-d70_8_5		s36-d70_11_4	s36-d70_12_4	s36-d70_13_5	s36-d70_14_5	s36-d70_15_5	s36-d70_16_5	s36-d70_17_5	s36-d70_18_5	s36-d70_19_5	s36-d70_20_2
1491	1531	remove lid	hand	lid	squeezer																	
1544	1569	shake	hand	squeezer					s36-d70_5_2													
1569	1602	put lid	hand	lid	squeezer																	
1652	2664	squeeze	squeezer	orange	squeezer				s36-d70_5_3													s36-d70_20_3
2764	3532	squeeze	squeezer	orange	squeezer																	
3559	3759	squeeze	squeezer	orange	squeezer																	
3759	3839	squeeze	hand	orange	squeezer	s36-d70_1_3	s36-d70_2_4	s36-d70_3_4	s36-d70_5_4	s36-d70_7_4	s36-d70_8_6		s36-d70_11_5	s36-d70_12_5	s36-d70_13_6	s36-d70_14_6	s36-d70_15_6	s36-d70_16_6	s36-d70_17_6	s36-d70_18_6	s36-d70_19_6	s36-d70_20_4
3956	4255	take out	hand	glass	counter,cupboard				s36-d70_5_5		s36-d70_8_7		s36-d70_11_6	s36-d70_12_6	s36-d70_13_7	s36-d70_14_7	s36-d70_15_7	s36-d70_16_7	s36-d70_17_7	s36-d70_18_7	s36-d70_19_7	s36-d70_20_5
4361	4490	throw in garbage	hand	peel			s36-d70_2_5	s36-d70_3_5	s36-d70_5_6	s36-d70_7_5	s36-d70_8_8			s36-d70_12_7	s36-d70_13_8	s36-d70_14_8	s36-d70_15_8	s36-d70_16_8	s36-d70_17_8	s36-d70_18_8	s36-d70_19_8	s36-d70_20_6
4498	4550	wash	hand	hand							s36-d70_8_9					s36-d70_14_9	s36-d70_15_9			s36-d70_18_9		
4588	4636	wash	hand	glass							s36-d70_8_10				s36-d70_13_9		s36-d70_15_10	s36-d70_16_9	s36-d70_17_9	s36-d70_18_10	s36-d70_19_9	s36-d70_20_7
4694	4735	remove lid	hand	lid	squeezer											s36-d70_14_10						
4735	5045	scratch off	hand	orange	lid																	
5045	5173	shake	hand	lid		s36-d70_1_4																
5271	5425	pour	squeezer	orange	glass	s36-d70_1_5	s36-d70_2_6	s36-d70_3_6	s36-d70_5_7	s36-d70_7_6		s36-d70_10_1. s36-d70_10_2. s36-d70_10_3. s36-d70_10_4. s36-d70_10_5	s36-d70_11_7	s36-d70_12_8	s36-d70_13_10	s36-d70_14_11	s36-d70_15_11	s36-d70_16_10	s36-d70_17_10	s36-d70_18_11	s36-d70_19_10	s36-d70_20_8
5495	5813	throw in garbage	hand,lid	orange											s36-d70_13_11		s36-d70_15_12	s36-d70_16_11	s36-d70_17_11	s36-d70_18_12		
5827	6105	wash	hand	lid																		
6124	6307	wash	hand	squeezer																		s36-d70_20_9
6334	6374	open	hand		drawer																	
6380	6516	put in	hand	squeezer	,drawer													s36-d70_16_12	s36-d70_17_12			
6557	6688	wash	hand	cutting board																		
6728	6800	wash	hand	knife																		s36-d70_20_10
6836	6901	put in	hand	cutting board	,drawer	s36-d70_1_6		s36-d70_3_7														
6901	6972	put in	hand	knife	,drawer		s36-d70_2_7		s36-d70_5_8	s36-d70_7_7				s36-d70_12_9	s36-d70_13_12		s36-d70_15_13	s36-d70_16_13	s36-d70_17_13	s36-d70_18_13		
