186	473	take out	hand	pineapple	counter,fridge	s37-d46_1_1	s37-d46_2_1	s37-d46_3_1	s37-d46_4_1	s37-d46_5_1	s37-d46_6_1	s37-d46_7_1	s37-d46_8_1	s37-d46_9_1	s37-d46_10_1	s37-d46_11_1	s37-d46_12_1. s37-d46_12_2		s37-d46_14_1	s37-d46_15_1. s37-d46_15_2. s37-d46_15_3		s37-d46_17_1	s37-d46_18_1	s37-d46_19_1	s37-d46_20_1
508	635	take out	hand	cutting board	counter,drawer		s37-d46_2_2		s37-d46_4_2	s37-d46_5_2					s37-d46_10_2				s37-d46_14_2	s37-d46_15_4					
689	805	take out	hand	knife	cutting board,drawer	s37-d46_1_2	s37-d46_2_3		s37-d46_4_3	s37-d46_5_3				s37-d46_9_2	s37-d46_10_3										
811	864	close	hand		drawer											s37-d46_11_2									
876	1154	take out	hand	plastic box	counter,drawer		s37-d46_2_4	s37-d46_3_2	s37-d46_4_4	s37-d46_5_4	s37-d46_6_2				s37-d46_10_4		s37-d46_12_3						s37-d46_18_2		
1272	1356	close	hand		drawer							s37-d46_7_2		s37-d46_9_3		s37-d46_11_3					s37-d46_16_1			s37-d46_19_2	s37-d46_20_2
1389	1447	open	hand		drawer	s37-d46_1_3														s37-d46_15_5		s37-d46_17_2			
1725	1787	open	hand		drawer																				
1792	1850	close	hand		drawer																				
1862	1917	move	hand	pineapple	counter,cutting board								s37-d46_8_2												
1939	2044	cut	knife	pineapple	cutting board	s37-d46_1_4			s37-d46_4_5			s37-d46_7_3	s37-d46_8_3		s37-d46_10_5		s37-d46_12_4			s37-d46_15_6	s37-d46_16_2. s37-d46_16_3	s37-d46_17_3	s37-d46_18_3	s37-d46_19_3	s37-d46_20_3
2096	3018	peel	knife	pineapple	cutting board	s37-d46_1_5											s37-d46_12_5		s37-d46_14_3	s37-d46_15_7	s37-d46_16_4				
3053	3218	cut	knife	pineapple	cutting board							s37-d46_7_4									s37-d46_16_5			s37-d46_19_4	
3273	3319	peel	knife	pineapple	cutting board																				
3324	3356	scratch off	hand	peel	cutting board,knife																				
3407	3472	peel	knife	pineapple	cutting board																				
3478	3509	scratch off	hand	peel	cutting board,knife																				
3524	3601	peel	knife	pineapple	cutting board				s37-d46_4_6																
3608	3667	scratch off	hand	peel	cutting board,knife																				
3711	3811	peel	knife	pineapple	cutting board																				
3833	3901	peel	knife	pineapple	cutting board																				
3913	3937	scratch off	hand	peel	cutting board,knife																				
3990	4147	peel	knife	pineapple	cutting board										s37-d46_10_6										
4186	4219	peel	knife	pineapple	cutting board																				
4225	4249	scratch off	hand	peel	cutting board,knife																				
4281	4334	peel	knife	pineapple	cutting board																				
4340	4364	scratch off	hand	peel	cutting board,knife	s37-d46_1_6	s37-d46_2_5			s37-d46_5_5	s37-d46_6_3		s37-d46_8_4							s37-d46_15_8	s37-d46_16_6		s37-d46_18_4		s37-d46_20_4
4462	4627	move	hand	peel,pineapple	cutting board,hand													s37-d46_13_1. s37-d46_13_2. s37-d46_13_3. s37-d46_13_4. s37-d46_13_5. s37-d46_13_6. s37-d46_13_7. s37-d46_13_8. s37-d46_13_9				s37-d46_17_4		s37-d46_19_5	
4664	4769	throw in garbage	hand	peel,pineapple				s37-d46_3_3							s37-d46_10_7			s37-d46_13_10. s37-d46_13_11		s37-d46_15_9			s37-d46_18_5		
4796	4829	move	hand	pineapple	cutting board																				s37-d46_20_5
4835	4885	gather	hand	peel	cutting board																				
4895	4927	move	hand	peel	cutting board,hand																				
4944	4991	move	hand	peel	cutting board,hand																				
4999	5088	move	hand	peel	cutting board,hand																				
5104	5193	throw in garbage	hand	peel		s37-d46_1_7	s37-d46_2_6		s37-d46_4_7	s37-d46_5_6		s37-d46_7_5	s37-d46_8_5	s37-d46_9_4	s37-d46_10_8	s37-d46_11_4		s37-d46_13_12			s37-d46_16_7		s37-d46_18_6		s37-d46_20_6
5258	5358	slice	knife	pineapple	cutting board																				
5358	5384	move	hand	pineapple	cutting board													s37-d46_13_13			s37-d46_16_8				
5396	5482	slice	knife	pineapple	cutting board																				
5482	5517	move	hand	pineapple	cutting board																	s37-d46_17_5			
5532	5622	slice	knife	pineapple	cutting board																				
5622	5647	move	hand	pineapple	cutting board																				
