243	342	take out	hand	squeezer	counter,drawer		s21-d40_2_1		s21-d40_5_1	s21-d40_6_1	s21-d40_7_1		s21-d40_9_1	s21-d40_10_1	s21-d40_12_1			s21-d40_15_1		s21-d40_17_1		s21-d40_19_1	s21-d40_20_1
342	388	close	hand		drawer	s21-d40_1_1						s21-d40_8_1							s21-d40_16_1		s21-d40_18_1		
456	729	take out	hand	lime	fridge	s21-d40_1_2	s21-d40_2_2			s21-d40_6_2	s21-d40_7_2	s21-d40_8_2	s21-d40_9_2	s21-d40_10_2	s21-d40_12_2	s21-d40_13_1		s21-d40_15_2		s21-d40_17_2	s21-d40_18_2	s21-d40_19_2	s21-d40_20_2
735	861	take out	hand	knife	drawer	s21-d40_1_3	s21-d40_2_3			s21-d40_6_3	s21-d40_7_3	s21-d40_8_3	s21-d40_9_3		s21-d40_12_3			s21-d40_15_3		s21-d40_17_3		s21-d40_19_3	
872	946	take out	hand	cutting board	counter,drawer	s21-d40_1_4		s21-d40_3_1	s21-d40_5_2	s21-d40_6_4	s21-d40_7_4	s21-d40_8_4	s21-d40_9_4	s21-d40_10_3				s21-d40_15_4	s21-d40_16_2	s21-d40_17_4	s21-d40_18_3	s21-d40_19_4	s21-d40_20_3
957	1023	cut	knife	lime	cutting board	s21-d40_1_5	s21-d40_2_4	s21-d40_3_2	s21-d40_5_3	s21-d40_6_5	s21-d40_7_5	s21-d40_8_5	s21-d40_9_5	s21-d40_10_4	s21-d40_12_4	s21-d40_13_2	s21-d40_14_1	s21-d40_15_5	s21-d40_16_3	s21-d40_17_5	s21-d40_18_4	s21-d40_19_5	s21-d40_20_4
1059	1541	squeeze	squeezer	lime	squeezer		s21-d40_2_5. s21-d40_2_6	s21-d40_3_3	s21-d40_5_4							s21-d40_13_3	s21-d40_14_2		s21-d40_16_4				s21-d40_20_5
1587	2574	squeeze	squeezer	lime	squeezer			s21-d40_3_4	s21-d40_5_5							s21-d40_13_4	s21-d40_14_3		s21-d40_16_5				s21-d40_20_6
2606	2735	squeeze	squeezer	lime	squeezer																		
2735	2793	squeeze	hand	lime	squeezer																		
2795	2905	squeeze	hand	lime	squeezer	s21-d40_1_6	s21-d40_2_7		s21-d40_5_6	s21-d40_6_6	s21-d40_7_6	s21-d40_8_6	s21-d40_9_6	s21-d40_10_5	s21-d40_12_5			s21-d40_15_6		s21-d40_17_6	s21-d40_18_5	s21-d40_19_6	s21-d40_20_7
3027	3124	wash	hand	hand				s21-d40_3_5	s21-d40_5_7	s21-d40_6_7	s21-d40_7_7	s21-d40_8_7	s21-d40_9_7		s21-d40_12_6	s21-d40_13_5	s21-d40_14_4. s21-d40_14_5	s21-d40_15_7		s21-d40_17_7	s21-d40_18_6	s21-d40_19_7	s21-d40_20_8
