221	494	take out	hand	orange	fridge	s15-d70_1_1	s15-d70_2_1	s15-d70_3_1	s15-d70_4_1			s15-d70_7_1	s15-d70_8_1		s15-d70_10_1	s15-d70_11_1	s15-d70_12_1	s15-d70_14_1	s15-d70_15_1	s15-d70_17_1	s15-d70_18_1	s15-d70_19_1	s15-d70_20_1
597	697	wash	hand	orange		s15-d70_1_2		s15-d70_3_2											s15-d70_15_2				
697	767	shake	hand	orange			s15-d70_2_2		s15-d70_4_2	s15-d70_5_1	s15-d70_6_1	s15-d70_7_2	s15-d70_8_2	s15-d70_9_1	s15-d70_10_2	s15-d70_11_2	s15-d70_12_2	s15-d70_14_2		s15-d70_17_2		s15-d70_19_2	s15-d70_20_2
851	1032	take out	hand	squeezer	counter,drawer	s15-d70_1_3													s15-d70_15_3				
1036	1073	close	hand,leg		drawer		s15-d70_2_3		s15-d70_4_3							s15-d70_11_3	s15-d70_12_3	s15-d70_14_3		s15-d70_17_3		s15-d70_19_3	s15-d70_20_3
1119	1176	open	hand		drawer								s15-d70_8_3		s15-d70_10_3								
1191	1293	take out	hand	knife	drawer		s15-d70_2_4		s15-d70_4_4				s15-d70_8_4						s15-d70_15_4	s15-d70_17_4			s15-d70_20_4
1307	1428	take out	hand	cutting board	counter,drawer	s15-d70_1_4	s15-d70_2_5		s15-d70_4_5				s15-d70_8_5				s15-d70_12_4	s15-d70_14_4	s15-d70_15_5	s15-d70_17_5		s15-d70_19_4	
1438	1454	move	hand	orange	counter,cutting board			s15-d70_3_3		s15-d70_5_2		s15-d70_7_3			s15-d70_10_4	s15-d70_11_4							s15-d70_20_5
1471	1591	cut	knife	orange	cutting board	s15-d70_1_5	s15-d70_2_6	s15-d70_3_4	s15-d70_4_6			s15-d70_7_4	s15-d70_8_6	s15-d70_9_2. s15-d70_9_3	s15-d70_10_5. s15-d70_10_6	s15-d70_11_5	s15-d70_12_5	s15-d70_14_5	s15-d70_15_6	s15-d70_17_6	s15-d70_18_2	s15-d70_19_5	s15-d70_20_6
1694	1772	squeeze	squeezer	orange	squeezer																		
1817	1950	cut	knife	orange	cutting board	s15-d70_1_6				s15-d70_5_3	s15-d70_6_2				s15-d70_10_7						s15-d70_18_3		
2013	2554	squeeze	squeezer	orange	squeezer																		
2589	2919	squeeze	squeezer	orange	squeezer										s15-d70_10_8								
2977	3245	squeeze	squeezer	orange	squeezer																		
3267	3431	squeeze	squeezer	orange	squeezer	s15-d70_1_7			s15-d70_4_7	s15-d70_5_4		s15-d70_7_5		s15-d70_9_4						s15-d70_17_7			
3521	3677	cut	knife	orange	cutting board	s15-d70_1_8									s15-d70_10_9								
3772	4226	squeeze	squeezer	orange	squeezer																		
4237	4655	squeeze	squeezer	orange	squeezer																		
4692	4890	squeeze	squeezer	orange	squeezer																		
4906	5042	squeeze	squeezer	orange	squeezer	s15-d70_1_9							s15-d70_8_7		s15-d70_10_10					s15-d70_17_8			
5123	5447	squeeze	squeezer	orange	squeezer	s15-d70_1_10. s15-d70_1_11	s15-d70_2_7	s15-d70_3_5	s15-d70_4_8		s15-d70_6_3	s15-d70_7_6		s15-d70_9_5	s15-d70_10_11		s15-d70_12_6		s15-d70_15_7			s15-d70_19_6	
