232	333	take out	hand	cutting board	counter,drawer	s23-d45_1_1		s23-d45_3_1		s23-d45_5_1	s23-d45_6_1		s23-d45_8_1			s23-d45_11_1	s23-d45_12_1	s23-d45_13_1		s23-d45_15_1				
347	422	take out	hand	knife	cutting board,drawer	s23-d45_1_2	s23-d45_2_1			s23-d45_5_2	s23-d45_6_2	s23-d45_7_1	s23-d45_8_2	s23-d45_9_1	s23-d45_10_1	s23-d45_11_2	s23-d45_12_2	s23-d45_13_2		s23-d45_15_2		s23-d45_18_1		s23-d45_20_1
477	643	take out	hand	plate	counter,cupboard	s23-d45_1_3		s23-d45_3_2		s23-d45_5_3	s23-d45_6_3		s23-d45_8_3	s23-d45_9_2	s23-d45_10_2	s23-d45_11_3	s23-d45_12_3	s23-d45_13_3		s23-d45_15_3	s23-d45_17_1		s23-d45_19_1	s23-d45_20_2
690	876	take out	hand	plastic bag	,fridge	s23-d45_1_4				s23-d45_5_4		s23-d45_7_2	s23-d45_8_4					s23-d45_13_4						
896	1074	remove from package	hand	pepper	plastic bag																			
1083	1175	throw in garbage	hand	plastic bag							s23-d45_6_4				s23-d45_10_3	s23-d45_11_4		s23-d45_13_5	s23-d45_14_1	s23-d45_15_4				
1201	1245	move	hand	plate	counter		s23-d45_2_2	s23-d45_3_3	s23-d45_4_1	s23-d45_5_5				s23-d45_9_3			s23-d45_12_4				s23-d45_17_2		s23-d45_19_2	s23-d45_20_3
1268	1306	cut	knife	pepper	cutting board	s23-d45_1_5			s23-d45_4_2	s23-d45_5_6	s23-d45_6_5	s23-d45_7_3	s23-d45_8_5				s23-d45_12_5					s23-d45_18_2		
1356	1401	take apart	hand	pepper																				
1401	1508	take apart	hand	pepper,seed																				
1518	1558	take apart	hand	pepper										s23-d45_9_4										
1558	1698	take apart	hand	pepper,seed		s23-d45_1_6		s23-d45_3_4	s23-d45_4_3										s23-d45_14_2				s23-d45_19_3	s23-d45_20_4
1718	1806	throw in garbage	hand	pepper,seed											s23-d45_10_4	s23-d45_11_5								
1823	1861	take apart	hand	pepper,seed																				
1861	1907	take apart	hand	pepper,seed									s23-d45_8_6											
1917	1956	throw in garbage	hand	seed						s23-d45_5_7	s23-d45_6_6	s23-d45_7_4		s23-d45_9_5			s23-d45_12_6	s23-d45_13_6		s23-d45_15_5	s23-d45_17_3	s23-d45_18_3		
2044	2298	wash	hand	pepper		s23-d45_1_7			s23-d45_4_4				s23-d45_8_7				s23-d45_12_7		s23-d45_14_3	s23-d45_15_6				
2299	2335	shake	hand	pepper			s23-d45_2_3	s23-d45_3_5		s23-d45_5_8	s23-d45_6_7	s23-d45_7_5			s23-d45_10_5	s23-d45_11_6		s23-d45_13_7			s23-d45_17_4	s23-d45_18_4	s23-d45_19_4	s23-d45_20_5
2398	2538	slice	knife	pepper	cutting board									s23-d45_9_6										
2547	2772	slice	knife	pepper	cutting board				s23-d45_4_5	s23-d45_5_9	s23-d45_6_8			s23-d45_9_7			s23-d45_12_8					s23-d45_18_5		
2867	3096	chop	knife	pepper	cutting board																			
3209	3496	chop	knife	pepper	cutting board																			
3523	3792	chop	knife	pepper	cutting board						s23-d45_6_9	s23-d45_7_6	s23-d45_8_8			s23-d45_11_7	s23-d45_12_9	s23-d45_13_8						
3807	3856	scratch off	hand	pepper	cutting board,knife	s23-d45_1_8	s23-d45_2_4			s23-d45_5_10					s23-d45_10_6				s23-d45_14_4			s23-d45_18_6		
3895	3978	move	hand,knife	pepper	cutting board,plate																			
3985	4070	move	hand,knife	pepper	cutting board,plate									s23-d45_9_8										
4091	4125	move	hand	pepper	cutting board,plate	s23-d45_1_9	s23-d45_2_5	s23-d45_3_6	s23-d45_4_6	s23-d45_5_11	s23-d45_6_10	s23-d45_7_7	s23-d45_8_9		s23-d45_10_7	s23-d45_11_8	s23-d45_12_10	s23-d45_13_9	s23-d45_14_5	s23-d45_15_7	s23-d45_17_5	s23-d45_18_7	s23-d45_19_5	s23-d45_20_6
