11	265	take out	hand	knife	counter,drawer			s21-d29_3_1	s21-d29_4_1			s21-d29_7_1	s21-d29_8_1		s21-d29_10_1	s21-d29_12_1		s21-d29_14_1			s21-d29_18_1
265	318	close	hand		drawer	s21-d29_1_1	s21-d29_2_1			s21-d29_5_1	s21-d29_6_1			s21-d29_9_1			s21-d29_13_1		s21-d29_16_1		
318	496	take out	hand	cutting board	counter,drawer	s21-d29_1_2	s21-d29_2_2	s21-d29_3_2	s21-d29_4_2	s21-d29_5_2	s21-d29_6_2	s21-d29_7_2	s21-d29_8_2	s21-d29_9_2	s21-d29_10_2	s21-d29_12_2	s21-d29_13_2	s21-d29_14_2	s21-d29_16_2	s21-d29_17_1	s21-d29_18_2
551	695	rip off	hand	chive	flower pot		s21-d29_2_3. s21-d29_2_4		s21-d29_4_3	s21-d29_5_3	s21-d29_6_3				s21-d29_10_3			s21-d29_14_3		s21-d29_17_2	s21-d29_18_3
720	813	wash	hand	chive					s21-d29_4_4	s21-d29_5_4				s21-d29_9_3	s21-d29_10_4	s21-d29_12_3				s21-d29_17_3	
813	867	shake	hand	chive		s21-d29_1_3	s21-d29_2_5				s21-d29_6_4							s21-d29_14_4		s21-d29_17_4	
867	908	move	hand	chive	,cutting board			s21-d29_3_3					s21-d29_8_3				s21-d29_13_3		s21-d29_16_3	s21-d29_17_5	s21-d29_18_4
926	1055	purge	hand	chive	cutting board		s21-d29_2_6			s21-d29_5_5	s21-d29_6_5	s21-d29_7_3					s21-d29_13_4. s21-d29_13_5		s21-d29_16_4	s21-d29_17_6	s21-d29_18_5
1078	1381	chop	knife	chive	cutting board															s21-d29_17_7	
1381	1422	scratch off	hand	chive	cutting board,knife	s21-d29_1_4	s21-d29_2_7	s21-d29_3_4	s21-d29_4_5	s21-d29_5_6	s21-d29_6_6	s21-d29_7_4	s21-d29_8_4	s21-d29_9_4	s21-d29_10_5	s21-d29_12_4	s21-d29_13_6	s21-d29_14_5	s21-d29_16_5	s21-d29_17_8	s21-d29_18_6
1502	1572	throw in garbage	hand	garbage		s21-d29_1_5	s21-d29_2_8		s21-d29_4_6	s21-d29_5_7	s21-d29_6_7			s21-d29_9_5	s21-d29_10_6					s21-d29_17_9	
1575	1764	put in	hand	flower pot	counter,fridge	s21-d29_1_6		s21-d29_3_5	s21-d29_4_7	s21-d29_5_8	s21-d29_6_8. s21-d29_6_9	s21-d29_7_5	s21-d29_8_5	s21-d29_9_6	s21-d29_10_7	s21-d29_12_5		s21-d29_14_6	s21-d29_16_6	s21-d29_17_10	s21-d29_18_7
