286	853	take out	hand	pomegranate	,fridge						s35-d41_6_1	s35-d41_7_1			s35-d41_10_1		s35-d41_12_1	s35-d41_13_1	s35-d41_14_1. s35-d41_14_2. s35-d41_14_3	s35-d41_15_1. s35-d41_15_2	s35-d41_16_1. s35-d41_16_2. s35-d41_16_3	s35-d41_17_1. s35-d41_17_2. s35-d41_17_3			s35-d41_20_1. s35-d41_20_2
904	1336	take out	hand	bowl,plate	counter,cupboard		s35-d41_2_1		s35-d41_4_1	s35-d41_5_1		s35-d41_7_2				s35-d41_11_1	s35-d41_12_2								s35-d41_20_3
1360	1413	close	hand		cupboard			s35-d41_3_1					s35-d41_8_1	s35-d41_9_1							s35-d41_16_4		s35-d41_18_1	s35-d41_19_1	
1476	1582	fill	faucet	water	,bowl														s35-d41_14_4	s35-d41_15_3	s35-d41_16_5	s35-d41_17_4			s35-d41_20_4
1599	1765	wash	hand	pomegranate	bowl																s35-d41_16_6				
1771	1924	pour	bowl	water	sink				s35-d41_4_2			s35-d41_7_3			s35-d41_10_2		s35-d41_12_3				s35-d41_16_7				
1943	1974	pour	bowl	water	sink		s35-d41_2_2	s35-d41_3_2		s35-d41_5_2	s35-d41_6_2			s35-d41_9_2		s35-d41_11_2		s35-d41_13_2			s35-d41_16_8		s35-d41_18_2	s35-d41_19_2	s35-d41_20_5
2419	2578	take out	hand	cutting board	counter,drawer																		s35-d41_18_3		s35-d41_20_6
2603	2652	close	hand		drawer				s35-d41_4_3																
2667	2916	take out	hand	knife	cutting board,drawer				s35-d41_4_4		s35-d41_6_3	s35-d41_7_4	s35-d41_8_2	s35-d41_9_3		s35-d41_11_3							s35-d41_18_4	s35-d41_19_3	s35-d41_20_7
3016	3082	pour	bowl	water	sink																				
3146	3194	move	hand	plate	counter																				
3210	3279	move	hand	pomegranate	bowl,cutting board			s35-d41_3_3									s35-d41_12_4		s35-d41_14_5	s35-d41_15_4		s35-d41_17_5			
3313	3499	cut	knife	pomegranate	cutting board					s35-d41_5_3				s35-d41_9_4		s35-d41_11_4							s35-d41_18_5		
3607	3634	move	hand	pomegranate	counter,cutting board		s35-d41_2_3																	s35-d41_19_4	
3705	3865	cut	knife	pomegranate	cutting board																				
3865	3946	add	hand	pomegranate	bowl,cutting board					s35-d41_5_4			s35-d41_8_3												
3952	4144	cut	knife	pomegranate	bowl																				
4229	4265	take apart	hand	pomegranate					s35-d41_4_5									s35-d41_13_3					s35-d41_18_6		
4282	4652	shake	hand	pomegranate				s35-d41_3_4																	s35-d41_20_8. s35-d41_20_9
4655	4731	move	hand	pomegranate	,plate											s35-d41_11_5									
4754	4797	move	hand	pomegranate	cutting board,plate																				
4818	4926	cut	knife	pomegranate	cutting board								s35-d41_8_4												
4947	4987	take apart	hand	pomegranate																					
4987	5042	shake	hand	pomegranate																					
5043	5088	move	hand	pomegranate	,plate																				s35-d41_20_10
5101	5135	move	hand	pomegranate	cutting board,plate																				
5141	5234	cut	knife	pomegranate	cutting board																				
5246	5289	take apart	hand	pomegranate					s35-d41_4_6														s35-d41_18_7		
5289	5444	shake	hand	pomegranate																					
5444	5489	move	hand	pomegranate	,plate		s35-d41_2_4				s35-d41_6_4							s35-d41_13_4						s35-d41_19_5	
5507	5549	move	hand	pomegranate	counter,cutting board									s35-d41_9_5											
5611	5652	move	hand	pomegranate	cutting board,plate																				
5726	5825	cut	knife	pomegranate	cutting board								s35-d41_8_5												
5893	5907	shake	hand	pomegranate																					
5907	5954	move	hand	pomegranate	,plate																				
5994	6031	move	hand	pomegranate	cutting board,plate																				
6075	6158	cut	knife	pomegranate	cutting board																				
6180	6223	take apart	hand	pomegranate								s35-d41_7_5													
6235	6290	shake	hand	pomegranate																					
6290	6333	move	hand	pomegranate	,plate										s35-d41_10_3										
6386	6423	move	hand	cutting board	counter																				
6437	6472	move	hand	plate	counter																				
6472	6507	move	hand	bowl	counter									s35-d41_9_6		s35-d41_11_6							s35-d41_18_8		
6643	6700	tap	knife	pomegranate						s35-d41_5_5															
6702	6905	take apart	knife	arils,pomegranate	,bowl			s35-d41_3_5																	
