198	293	take out	hand	cutting board	counter,drawer				s23-d46_4_1			s23-d46_7_1	s23-d46_8_1				s23-d46_13_1		s23-d46_15_1				s23-d46_20_1
313	387	take out	hand	knife	cutting board,drawer	s23-d46_1_1	s23-d46_2_1		s23-d46_4_2. s23-d46_4_3	s23-d46_5_1	s23-d46_6_1	s23-d46_7_2	s23-d46_8_2	s23-d46_9_1	s23-d46_10_1	s23-d46_11_1	s23-d46_13_2	s23-d46_14_1	s23-d46_15_2		s23-d46_17_1	s23-d46_19_1	s23-d46_20_2
440	589	take out	hand	plate	counter,cupboard		s23-d46_2_2	s23-d46_3_1		s23-d46_5_2	s23-d46_6_2	s23-d46_7_3	s23-d46_8_3				s23-d46_13_3	s23-d46_14_2		s23-d46_16_1	s23-d46_17_2	s23-d46_19_2	s23-d46_20_3
653	851	take out	hand	pineapple	cupboard,cutting board	s23-d46_1_2	s23-d46_2_3		s23-d46_4_4	s23-d46_5_3	s23-d46_6_3	s23-d46_7_4	s23-d46_8_4	s23-d46_9_2	s23-d46_10_2	s23-d46_11_2	s23-d46_13_4	s23-d46_14_3	s23-d46_15_3	s23-d46_16_2	s23-d46_17_3	s23-d46_19_3	s23-d46_20_4
940	1020	cut	knife	pineapple	cutting board	s23-d46_1_3		s23-d46_3_2	s23-d46_4_5			s23-d46_7_5	s23-d46_8_5				s23-d46_13_5	s23-d46_14_4			s23-d46_17_4		
1041	1078	move	hand	pineapple	counter,cutting board					s23-d46_5_4									s23-d46_15_4	s23-d46_16_3			s23-d46_20_5
1186	1327	cut	knife	pineapple	cutting board	s23-d46_1_4	s23-d46_2_4	s23-d46_3_3	s23-d46_4_6			s23-d46_7_6	s23-d46_8_6			s23-d46_11_3	s23-d46_13_6			s23-d46_16_4			
1430	1566	cut	knife	pineapple	cutting board					s23-d46_5_5								s23-d46_14_5		s23-d46_16_5			
1784	1799	move	hand	pineapple	counter,cutting board																		
1799	1834	move	hand	pineapple	counter,cutting board																s23-d46_17_5		
1860	2122	cut	knife	pineapple	cutting board					s23-d46_5_6											s23-d46_17_6		
2220	2264	clean	hand	pineapple	counter,knife																		
2331	2739	peel	knife	pineapple	cutting board														s23-d46_15_5		s23-d46_17_7		
2739	2767	scratch off	hand	pineapple	counter,knife	s23-d46_1_5			s23-d46_4_7											s23-d46_16_6			
2919	3202	cut	knife	pineapple	cutting board																		
3202	3295	move	hand	pineapple	cutting board,plate					s23-d46_5_7											s23-d46_17_8	s23-d46_19_4	
3332	3371	move	hand	pineapple	counter,cutting board																		
3371	3464	cut	knife	pineapple	cutting board																		
3529	3765	peel	knife	pineapple	cutting board																		
3791	3816	move	hand	pineapple	cutting board,plate	s23-d46_1_6			s23-d46_4_8														
3828	3851	move	hand	pineapple	counter,cutting board																s23-d46_17_9	s23-d46_19_5	
3877	3968	cut	knife	pineapple	cutting board																		
4002	4100	cut	knife	pineapple	cutting board																		
4146	4470	peel	knife	pineapple	cutting board				s23-d46_4_9														
4474	4516	move	hand	pineapple	,plate																	s23-d46_19_6	
4560	4695	cut	knife	pineapple	cutting board																		
4716	5220	peel	knife	pineapple	cutting board				s23-d46_4_10														
5229	5254	move	hand	pineapple	cutting board,plate			s23-d46_3_4			s23-d46_6_4									s23-d46_16_7			
5304	5442	cut	knife	pineapple	cutting board																		
5442	5514	move	hand	pineapple	cutting board,plate	s23-d46_1_7				s23-d46_5_8						s23-d46_11_4		s23-d46_14_6				s23-d46_19_7	
