201	334	take out	hand	knife	counter,drawer				s34-d28_5_1				s34-d28_11_1	s34-d28_12_1		s34-d28_14_1	s34-d28_15_1				
428	487	close	hand		drawer	s34-d28_1_1	s34-d28_2_1			s34-d28_6_1					s34-d28_13_1					s34-d28_18_1	
501	609	take out	hand	cutting board	counter,drawer		s34-d28_2_2		s34-d28_5_2				s34-d28_11_2		s34-d28_13_2	s34-d28_14_2	s34-d28_15_2				
753	835	take out	hand	bowl	counter,drawer				s34-d28_5_3		s34-d28_8_1		s34-d28_11_3		s34-d28_13_3	s34-d28_14_3	s34-d28_15_3				s34-d28_19_1
880	954	close	hand		drawer	s34-d28_1_2	s34-d28_2_3	s34-d28_3_1		s34-d28_6_2	s34-d28_8_2			s34-d28_12_2				s34-d28_16_1		s34-d28_18_2	
1007	1473	take out	hand	orange	fridge	s34-d28_1_3	s34-d28_2_4	s34-d28_3_2	s34-d28_5_4	s34-d28_6_3		s34-d28_10_1	s34-d28_11_4	s34-d28_12_3	s34-d28_13_4	s34-d28_14_4	s34-d28_15_4	s34-d28_16_2		s34-d28_18_3	s34-d28_19_2
1537	2613	peel	hand	orange				s34-d28_3_3	s34-d28_5_5	s34-d28_6_4	s34-d28_8_3					s34-d28_14_5	s34-d28_15_5	s34-d28_16_3		s34-d28_18_4	s34-d28_19_3
2669	2850	cut	knife	orange	cutting board																
2906	2980	cut	knife	orange	cutting board	s34-d28_1_4	s34-d28_2_5					s34-d28_10_2	s34-d28_11_5		s34-d28_13_5			s34-d28_16_4		s34-d28_18_5	
3122	3179	throw in garbage	hand	peel																	
3301	3341	throw in garbage	hand	peel												s34-d28_14_6	s34-d28_15_6				s34-d28_19_4
3412	3506	throw in garbage	hand	peel		s34-d28_1_5	s34-d28_2_6	s34-d28_3_4			s34-d28_8_4		s34-d28_11_6	s34-d28_12_4				s34-d28_16_5			
3570	3657	take apart	hand	orange																s34-d28_18_6	
3699	3749	take apart	hand	orange																	
3777	3810	take apart	hand	orange																s34-d28_18_7	
3830	3864	take apart	hand	orange			s34-d28_2_7		s34-d28_5_6		s34-d28_8_5			s34-d28_12_5		s34-d28_14_7	s34-d28_15_7		s34-d28_17_1		
3941	3995	throw in garbage	hand	orange		s34-d28_1_6						s34-d28_10_3	s34-d28_11_7			s34-d28_14_8		s34-d28_16_6			s34-d28_19_5
4099	4267	slice	hand	orange	cutting board																
4280	4545	chop	hand	orange	cutting board																
4551	4609	take apart	hand	orange																	
4650	4691	take apart	hand	orange																	
4731	4814	chop	knife	orange	cutting board																
4825	4857	take apart	hand	orange																	
4888	4934	chop	knife	orange	cutting board																
4979	5078	chop	knife	orange	cutting board																
5113	5179	take apart	hand	orange																	
5221	5375	chop	knife	orange	cutting board																
5450	5534	take apart	hand	orange																	
5549	5635	take apart	hand	orange																	
5662	5762	take apart	hand	orange																	
5791	5904	chop	knife	orange	cutting board																
5925	6027	chop	knife	orange	cutting board														s34-d28_17_2. s34-d28_17_3. s34-d28_17_4. s34-d28_17_5. s34-d28_17_6. s34-d28_17_7. s34-d28_17_8		
6042	6098	take apart	hand	orange																	
6126	6247	chop	knife	orange	cutting board															s34-d28_18_8	
6305	6453	take apart	hand	orange																	
6477	6643	chop	knife	orange	cutting board																
6676	6848	chop	knife	orange	cutting board	s34-d28_1_7	s34-d28_2_8		s34-d28_5_7	s34-d28_6_5		s34-d28_10_4		s34-d28_12_6		s34-d28_14_9	s34-d28_15_8	s34-d28_16_7			
6893	7195	add	knife	orange	bowl,cutting board	s34-d28_1_8	s34-d28_2_9	s34-d28_3_5	s34-d28_5_8		s34-d28_8_6				s34-d28_13_6	s34-d28_14_10	s34-d28_15_9	s34-d28_16_8		s34-d28_18_9	s34-d28_19_6
7217	7306	shake	hand	bowl										s34-d28_12_7							
7359	7553	take out	hand	paper bag	counter,cupboard												s34-d28_15_10				
7583	7737	take out	hand	teaspoon	drawer									s34-d28_12_8							
7832	7911	strew	teaspoon	sugar	bowl																
7967	8021	strew	teaspoon	sugar	bowl		s34-d28_2_10	s34-d28_3_6	s34-d28_5_9		s34-d28_8_7			s34-d28_12_9	s34-d28_13_7		s34-d28_15_11			s34-d28_18_10	
8050	8202	put in	hand	paper bag	counter,cupboard	s34-d28_1_9				s34-d28_6_6		s34-d28_10_5						s34-d28_16_9			s34-d28_19_7
8234	8412	take out	hand	paper box	fridge																
8430	8539	pour	paper box	milk	bowl			s34-d28_3_7	s34-d28_5_10		s34-d28_8_8			s34-d28_12_10	s34-d28_13_8		s34-d28_15_12			s34-d28_18_11	
8574	8679	put in	hand	paper box	,fridge	s34-d28_1_10												s34-d28_16_10			s34-d28_19_8
8705	8767	shake	hand	bowl																	
8793	9187	stir	teaspoon	milk,orange	bowl	s34-d28_1_11			s34-d28_5_11		s34-d28_8_9			s34-d28_12_11	s34-d28_13_9		s34-d28_15_13	s34-d28_16_11		s34-d28_18_12	s34-d28_19_9
9226	9325	take out	hand	bottle	fridge																
9332	9390	screw	hand	bottle																	
9481	9506	pour	bottle	cream	bowl																
9510	9601	add	teaspoon	cream	bowl,plastic bottle																
9603	9670	add	teaspoon	cream	bowl,plastic bottle																
9670	9833	pour	bottle	cream	bowl				s34-d28_5_12		s34-d28_8_10			s34-d28_12_12	s34-d28_13_10						
9901	9956	screw	hand	bottle				s34-d28_3_8													
9970	10091	put in	hand	bottle	,fridge	s34-d28_1_12	s34-d28_2_11			s34-d28_6_7		s34-d28_10_6						s34-d28_16_12			s34-d28_19_10
10149	10211	clean	sponge	counter					s34-d28_5_13												
10266	10325	wash	hand	sponge																	
10337	10393	wash	hand	hand																	
10417	10479	stir	teaspoon	cream,milk,orange	bowl													s34-d28_16_13			
10503	10653	wash	hand	teaspoon										s34-d28_12_13							
10708	10848	dry	sponge	teaspoon																	
10862	10949	put in	hand	teaspoon	,drawer																
11002	11076	wash	hand	knife																	
11082	11099	move	hand	sponge	,faucet																
11099	11135	dry	sponge	knife																	
11135	11153	move	hand	sponge	,faucet																
11190	11253	put in	hand	knife	,drawer																
11284	11376	wash	hand	cutting board																	
11378	11390	move	hand	sponge	,faucet																
11390	11546	dry	sponge	cutting board																	
11546	11568	move	hand	sponge	,faucet							s34-d28_10_7									
11605	11750	put in	hand	cutting board	,drawer	s34-d28_1_13	s34-d28_2_12	s34-d28_3_9		s34-d28_6_8	s34-d28_8_11			s34-d28_12_14				s34-d28_16_14			s34-d28_19_11
