251	837	take out	hand	orange	counter,fridge	s27-d70_1_1	s27-d70_2_1	s27-d70_3_1	s27-d70_4_1	s27-d70_5_1	s27-d70_6_1	s27-d70_7_1	s27-d70_8_1	s27-d70_9_1	s27-d70_10_1	s27-d70_11_1	s27-d70_12_1	s27-d70_13_1	s27-d70_14_1		s27-d70_16_1	s27-d70_18_1	s27-d70_19_1
847	1138	take out	hand	cutting board	counter,drawer	s27-d70_1_2		s27-d70_3_2	s27-d70_4_2								s27-d70_12_2	s27-d70_13_2	s27-d70_14_2				s27-d70_19_2
1138	1200	close	hand		drawer		s27-d70_2_2																
1200	1389	take out	hand	knife	drawer	s27-d70_1_3	s27-d70_2_3	s27-d70_3_3	s27-d70_4_3			s27-d70_7_2			s27-d70_10_2		s27-d70_12_3	s27-d70_13_3	s27-d70_14_3		s27-d70_16_2		
1389	1420	move	hand	orange	counter,cutting board					s27-d70_5_2	s27-d70_6_2		s27-d70_8_2	s27-d70_9_2		s27-d70_11_2				s27-d70_15_1			
1517	1581	cut	knife	orange	cutting board	s27-d70_1_4	s27-d70_2_4	s27-d70_3_4	s27-d70_4_4	s27-d70_5_3	s27-d70_6_3	s27-d70_7_3	s27-d70_8_3	s27-d70_9_3	s27-d70_10_3	s27-d70_11_3	s27-d70_12_4	s27-d70_13_4	s27-d70_14_4	s27-d70_15_2	s27-d70_16_3	s27-d70_18_2	
1682	1749	open	hand		drawer																		
1764	2141	take out	hand	squeezer	counter,drawer	s27-d70_1_5	s27-d70_2_5	s27-d70_3_5	s27-d70_4_5	s27-d70_5_4		s27-d70_7_4	s27-d70_8_4				s27-d70_12_5	s27-d70_13_5	s27-d70_14_5		s27-d70_16_4. s27-d70_16_5		s27-d70_19_3
2192	3538	squeeze	squeezer	orange	squeezer			s27-d70_3_6		s27-d70_5_5				s27-d70_9_4		s27-d70_11_4		s27-d70_13_6				s27-d70_18_3	
3720	4835	squeeze	squeezer	orange	squeezer	s27-d70_1_6	s27-d70_2_6	s27-d70_3_7	s27-d70_4_6	s27-d70_5_6	s27-d70_6_4	s27-d70_7_5	s27-d70_8_5	s27-d70_9_5	s27-d70_10_4	s27-d70_11_5	s27-d70_12_6	s27-d70_13_7	s27-d70_14_6	s27-d70_15_3	s27-d70_16_6	s27-d70_18_4	s27-d70_19_4
5292	5422	take out	hand	teaspoon	drawer		s27-d70_2_7	s27-d70_3_8	s27-d70_4_7								s27-d70_12_7	s27-d70_13_8	s27-d70_14_7				
5596	5687	throw in garbage	hand	peel					s27-d70_4_8	s27-d70_5_7			s27-d70_8_6				s27-d70_12_8		s27-d70_14_8	s27-d70_15_4			s27-d70_19_5
5768	6182	throw in garbage	teaspoon	garbage		s27-d70_1_7	s27-d70_2_8	s27-d70_3_9		s27-d70_5_8				s27-d70_9_6		s27-d70_11_6	s27-d70_12_9	s27-d70_13_9		s27-d70_15_5	s27-d70_16_7	s27-d70_18_5	
6255	6516	take out	hand	glass	counter,cupboard	s27-d70_1_8	s27-d70_2_9		s27-d70_4_9	s27-d70_5_9							s27-d70_12_10	s27-d70_13_10	s27-d70_14_9				s27-d70_19_6
6518	6556	move	hand	teaspoon	cutting board,squeezer			s27-d70_3_10												s27-d70_15_6			
6639	6814	pour	squeezer	orange	glass				s27-d70_4_10			s27-d70_7_6	s27-d70_8_7		s27-d70_10_5								s27-d70_19_7
6892	6947	pour	squeezer	orange	glass	s27-d70_1_9	s27-d70_2_10	s27-d70_3_11		s27-d70_5_10	s27-d70_6_5			s27-d70_9_7		s27-d70_11_7	s27-d70_12_11	s27-d70_13_11	s27-d70_14_10	s27-d70_15_7	s27-d70_16_8		
7100	7366	take out	hand	paper bag	,cupboard		s27-d70_2_11			s27-d70_5_11								s27-d70_13_12					
7307	7412	open	hand	paper bag				s27-d70_3_12															
7431	7516	take out	hand	teaspoon	drawer												s27-d70_12_12	s27-d70_13_13					
7532	7644	add	teaspoon	sugar	glass,paper bag																		
7659	7749	stir	teaspoon	orange	glass	s27-d70_1_10		s27-d70_3_13		s27-d70_5_12		s27-d70_7_7	s27-d70_8_8		s27-d70_10_6		s27-d70_12_13	s27-d70_13_14			s27-d70_16_9		
7805	7891	close	hand	paper bag												s27-d70_11_8							
7894	8080	put in	hand	sugar	counter,cupboard		s27-d70_2_12	s27-d70_3_14		s27-d70_5_13. s27-d70_5_14	s27-d70_6_6			s27-d70_9_8			s27-d70_12_14	s27-d70_13_15		s27-d70_15_8		s27-d70_18_6	
