204	487	take out	hand	peeler	counter,drawer				s33-d54_4_1				s33-d54_9_1	s33-d54_10_1	s33-d54_11_1	s33-d54_12_1		s33-d54_14_1		s33-d54_16_1		s33-d54_20_1
522	753	take out	hand	mango	fridge		s33-d54_2_1. s33-d54_2_2		s33-d54_4_2				s33-d54_9_2		s33-d54_11_2	s33-d54_12_2	s33-d54_13_1	s33-d54_14_2		s33-d54_16_2		s33-d54_20_2
770	1076	take out	hand	plate	counter,cupboard			s33-d54_3_1	s33-d54_4_3		s33-d54_6_1		s33-d54_9_3	s33-d54_10_2	s33-d54_11_3			s33-d54_14_3	s33-d54_15_1	s33-d54_16_3		s33-d54_20_3
1113	1157	close	hand		cupboard	s33-d54_1_1. s33-d54_1_2	s33-d54_2_3					s33-d54_8_1			s33-d54_11_4	s33-d54_12_3	s33-d54_13_2				s33-d54_18_1	s33-d54_20_4
1385	1548	take out	hand	knife	drawer		s33-d54_2_4		s33-d54_4_4	s33-d54_5_1		s33-d54_8_2	s33-d54_9_4		s33-d54_11_5	s33-d54_12_4	s33-d54_13_3	s33-d54_14_4		s33-d54_16_4	s33-d54_18_2	s33-d54_20_5
1573	2763	peel	knife	mango																		
2832	3613	peel	knife	mango		s33-d54_1_3	s33-d54_2_5	s33-d54_3_2	s33-d54_4_5	s33-d54_5_2	s33-d54_6_2	s33-d54_8_3	s33-d54_9_5	s33-d54_10_3	s33-d54_11_6	s33-d54_12_5	s33-d54_13_4	s33-d54_14_5	s33-d54_15_2	s33-d54_16_5	s33-d54_18_3	
3658	4146	cut	knife	mango	plate																	s33-d54_20_6
4196	4577	cut	knife	mango	plate																	
4577	4729	cut	knife	mango	plate													s33-d54_14_6				
4729	5581	cut	knife	mango	plate	s33-d54_1_4	s33-d54_2_6	s33-d54_3_3	s33-d54_4_6	s33-d54_5_3	s33-d54_6_3	s33-d54_8_4	s33-d54_9_6		s33-d54_11_7	s33-d54_12_6			s33-d54_15_3	s33-d54_16_6		s33-d54_20_7
5631	5897	take out	hand	plate	counter,cupboard				s33-d54_4_7	s33-d54_5_4	s33-d54_6_4		s33-d54_9_7		s33-d54_11_8		s33-d54_13_5			s33-d54_16_7		s33-d54_20_8
5919	5943	move	hand	mango	plate		s33-d54_2_7	s33-d54_3_4														
5947	6068	chop	knife	mango	plate																s33-d54_18_4	
6089	6117	move	hand	mango	plate																	
6122	6246	chop	knife	mango	plate																	
6261	6293	move	hand	mango	plate																	
6305	6317	chop	knife	mango	plate																	
6337	6366	move	hand	mango	plate																	
6376	6446	chop	knife	mango	plate																	
6459	6489	move	hand	mango	plate																	
6516	6535	move	hand	mango	plate																	
6539	6579	move	hand	mango	plate																	
6584	6731	chop	knife	mango	plate																	
6751	6799	chop	knife	mango	plate																	
6806	6835	move	hand	mango	plate																	
6843	6958	chop	knife	mango	plate																	
6977	7014	move	hand	mango	plate																	
7020	7087	chop	knife	mango	plate																	
7093	7114	move	hand	mango	plate																	
7119	7260	chop	knife	mango	plate																	
7265	7297	move	hand	mango	plate																	
7302	7375	chop	knife	mango	plate																	
7386	7406	move	hand	mango	plate																	
7412	7436	chop	knife	mango	plate																	
7441	7465	move	hand	mango	plate																	
7471	7549	chop	knife	mango	plate																	
7558	7591	move	hand	mango	plate																	
7601	7666	chop	knife	mango	plate	s33-d54_1_5	s33-d54_2_8		s33-d54_4_8	s33-d54_5_5		s33-d54_8_5	s33-d54_9_8				s33-d54_13_6		s33-d54_15_4			s33-d54_20_9
7725	7912	cut	knife	mango	,plate																	
7955	8105	cut	knife	mango	plate												s33-d54_13_7					
8132	9528	cut	knife	mango	,plate	s33-d54_1_6	s33-d54_2_9			s33-d54_5_6		s33-d54_8_6	s33-d54_9_9									
9586	9726	move	knife	mango	plate			s33-d54_3_5		s33-d54_5_7	s33-d54_6_5		s33-d54_9_10	s33-d54_10_4	s33-d54_11_9	s33-d54_12_7			s33-d54_15_5	s33-d54_16_8	s33-d54_18_5	s33-d54_20_10
9736	9817	move	hand	knife,plate	,sink							s33-d54_8_7					s33-d54_13_8					
9867	10016	wash	hand	plate																		
10035	10113	wash	hand	knife																		
10133	10170	wash	hand	hand						s33-d54_5_8			s33-d54_9_11		s33-d54_11_10							s33-d54_20_11
10201	10251	move	hand	peeler	plate,sink							s33-d54_8_8							s33-d54_15_6			
10284	10504	throw in garbage	hand,plate	peel,stone						s33-d54_5_9			s33-d54_9_12		s33-d54_11_11							s33-d54_20_12
10516	10610	wash	hand	plate																		
10631	10677	wash	hand	peeler		s33-d54_1_7							s33-d54_9_13									
10698	10736	wash	hand	hand							s33-d54_6_6	s33-d54_8_9										
10743	10765	shake	hand	hand																		s33-d54_20_13
10765	10777	move	hand	sponge	,faucet										s33-d54_11_12							
10777	10823	dry	sponge	hand																		
10823	10844	move	hand	sponge	,faucet		s33-d54_2_10	s33-d54_3_6		s33-d54_5_10		s33-d54_8_10	s33-d54_9_14	s33-d54_10_5					s33-d54_15_7	s33-d54_16_9	s33-d54_18_6	
