264	404	take out	hand	cutting board	counter,drawer	s13-d54_1_1		s13-d54_3_1		s13-d54_5_1			s13-d54_8_1			s13-d54_12_1		s13-d54_14_1	s13-d54_15_1				s13-d54_19_1	
404	486	close	hand		drawer				s13-d54_4_1												s13-d54_17_1			s13-d54_20_1
489	513	move	hand	cutting board	counter		s13-d54_2_1				s13-d54_6_1				s13-d54_11_1									
553	955	take out	hand	bowl,plate	counter,cupboard	s13-d54_1_2		s13-d54_3_2	s13-d54_4_2	s13-d54_5_2	s13-d54_6_2	s13-d54_7_1	s13-d54_8_2		s13-d54_11_2	s13-d54_12_2	s13-d54_13_1	s13-d54_14_2	s13-d54_15_2		s13-d54_17_2		s13-d54_19_2	s13-d54_20_2
982	1549	take out	hand	mango	fridge					s13-d54_5_3			s13-d54_8_3			s13-d54_12_3		s13-d54_14_3			s13-d54_17_3		s13-d54_19_3	
1569	1600	remove label	hand	mango				s13-d54_3_3																
1630	1737	throw in garbage	hand	label		s13-d54_1_3											s13-d54_13_2				s13-d54_17_4			
1754	1815	move	hand	mango	,cutting board		s13-d54_2_2		s13-d54_4_3		s13-d54_6_3	s13-d54_7_2			s13-d54_11_3									s13-d54_20_3
1841	1970	take out	hand	knife	drawer							s13-d54_7_3							s13-d54_15_3					
1970	2056	put in	hand	knife	,drawer															s13-d54_16_1				
2056	2248	take out	hand	peeler	cutting board,drawer	s13-d54_1_4	s13-d54_2_3	s13-d54_3_4		s13-d54_5_4			s13-d54_8_4	s13-d54_10_1		s13-d54_12_4	s13-d54_13_3	s13-d54_14_4			s13-d54_17_5	s13-d54_18_1	s13-d54_19_4	s13-d54_20_4
2309	2377	move	hand	bowl,plate	counter														s13-d54_15_4	s13-d54_16_2				
2430	3349	peel	peeler	mango														s13-d54_14_5						
3364	3428	move	hand	mango	cutting board,plate	s13-d54_1_5		s13-d54_3_5	s13-d54_4_4	s13-d54_5_5	s13-d54_6_4	s13-d54_7_4	s13-d54_8_5	s13-d54_10_2		s13-d54_12_5	s13-d54_13_4				s13-d54_17_6	s13-d54_18_2	s13-d54_19_5	
3439	3554	take out	hand	knife	cutting board,drawer					s13-d54_5_6									s13-d54_15_5					
3554	3574	close	hand		drawer	s13-d54_1_6		s13-d54_3_6					s13-d54_8_6			s13-d54_12_6		s13-d54_14_6			s13-d54_17_7		s13-d54_19_6	s13-d54_20_5
3590	3683	wash	hand	hand				s13-d54_3_7					s13-d54_8_7		s13-d54_11_4	s13-d54_12_7							s13-d54_19_7	
3698	3804	dry	towel	hand						s13-d54_5_7								s13-d54_14_7			s13-d54_17_8			s13-d54_20_6
3868	3917	cut	knife	mango	cutting board																			
3923	3955	scratch off	hand	mango	bowl,knife																		s13-d54_19_8	
4005	4159	cut	knife	mango	cutting board		s13-d54_2_4			s13-d54_5_8				s13-d54_10_3					s13-d54_15_6. s13-d54_15_7		s13-d54_17_9	s13-d54_18_3		
4189	4685	cut	knife	mango	cutting board									s13-d54_10_4	s13-d54_11_5				s13-d54_15_8	s13-d54_16_3		s13-d54_18_4		
4685	6096	cut	knife	mango	cutting board																			
6096	6168	add	hand,knife	stone	bowl,cutting board					s13-d54_5_9	s13-d54_6_5		s13-d54_8_8		s13-d54_11_6						s13-d54_17_10	s13-d54_18_5		s13-d54_20_7
6217	6281	cut	knife	mango	cutting board																			
6302	6406	cut	knife	mango	cutting board									s13-d54_10_5										
6457	6533	cut	knife	mango	cutting board															s13-d54_16_4				
6569	6695	cut	knife	mango	cutting board																			
6696	6748	add	hand,knife	mango	bowl,cutting board														s13-d54_15_9					
6758	6837	add	hand,knife	mango	bowl,cutting board											s13-d54_12_8								
6857	6909	cut	knife	mango	cutting board																			
6941	7080	cut	knife	mango	cutting board				s13-d54_4_5	s13-d54_5_10											s13-d54_17_11		s13-d54_19_9	
7177	7245	move	hand	plate	counter	s13-d54_1_7	s13-d54_2_5								s13-d54_11_7			s13-d54_14_8	s13-d54_15_10			s13-d54_18_6		s13-d54_20_8
7334	7399	move	hand,knife	mango	cutting board,plate									s13-d54_10_6						s13-d54_16_5				
7431	7516	move	hand,knife	mango	cutting board,plate																			
7580	7633	move	hand,knife	mango	cutting board,plate																			
7650	7690	move	hand,knife	mango	cutting board,plate																			
7821	7864	move	hand,knife	mango	cutting board,plate																			
7918	7976	move	hand,knife	mango	cutting board,plate										s13-d54_11_8									
8002	8033	move	hand,knife	mango	cutting board,plate					s13-d54_5_11	s13-d54_6_6					s13-d54_12_9						s13-d54_18_7		
8097	8124	move	hand	plate	counter	s13-d54_1_8	s13-d54_2_6	s13-d54_3_8	s13-d54_4_6	s13-d54_5_12		s13-d54_7_5		s13-d54_10_7			s13-d54_13_5	s13-d54_14_9			s13-d54_17_12		s13-d54_19_10	s13-d54_20_9
