219	354	take out	hand	cutting board	counter,drawer	s13-d48_1_1			s13-d48_4_1		s13-d48_7_1	s13-d48_8_1		s13-d48_10_1	s13-d48_12_1				s13-d48_17_1	s13-d48_19_1	
396	443	close	hand		drawer			s13-d48_3_1													s13-d48_20_1
443	784	take out	hand	knife	cutting board,drawer	s13-d48_1_2	s13-d48_2_1		s13-d48_4_2		s13-d48_7_2			s13-d48_10_2	s13-d48_12_2	s13-d48_13_1				s13-d48_19_2	s13-d48_20_2
784	833	close	hand		drawer			s13-d48_3_2				s13-d48_8_2	s13-d48_9_1				s13-d48_15_1	s13-d48_16_1	s13-d48_17_2		
891	1169	take out	hand	chilli	,cupboard			s13-d48_3_3			s13-d48_7_3			s13-d48_10_3	s13-d48_12_3				s13-d48_17_3	s13-d48_19_3	s13-d48_20_3
1201	1241	open	hand		cupboard																
1247	1576	take out	hand	plate	counter,cupboard	s13-d48_1_3	s13-d48_2_2	s13-d48_3_4. s13-d48_3_5	s13-d48_4_3. s13-d48_4_4	s13-d48_5_1	s13-d48_7_4	s13-d48_8_3. s13-d48_8_4	s13-d48_9_2	s13-d48_10_4	s13-d48_12_4	s13-d48_13_2	s13-d48_15_2	s13-d48_16_2	s13-d48_17_4	s13-d48_19_4	s13-d48_20_4
1667	1809	wash	hand	chilli		s13-d48_1_4	s13-d48_2_3						s13-d48_9_3	s13-d48_10_5		s13-d48_13_3			s13-d48_17_5		
1809	1859	move	hand	chilli	,cutting board			s13-d48_3_6		s13-d48_5_2	s13-d48_7_5				s13-d48_12_5					s13-d48_19_5	s13-d48_20_5
1899	2008	dry	towel	hand		s13-d48_1_5		s13-d48_3_7		s13-d48_5_3	s13-d48_7_6	s13-d48_8_5					s13-d48_15_3	s13-d48_16_3	s13-d48_17_6		
2092	2787	slice	knife	chilli	cutting board	s13-d48_1_6	s13-d48_2_4	s13-d48_3_8	s13-d48_4_5	s13-d48_5_4	s13-d48_7_7		s13-d48_9_4	s13-d48_10_6	s13-d48_12_6	s13-d48_13_4	s13-d48_15_4		s13-d48_17_7		
2801	2993	move	hand,knife	chilli	cutting board,plate	s13-d48_1_7		s13-d48_3_9				s13-d48_8_6			s13-d48_12_7			s13-d48_16_4		s13-d48_19_6	
3030	3065	move	hand	plate	counter		s13-d48_2_5	s13-d48_3_10		s13-d48_5_5	s13-d48_7_8. s13-d48_7_9		s13-d48_9_5			s13-d48_13_5	s13-d48_15_5	s13-d48_16_5	s13-d48_17_8	s13-d48_19_7	s13-d48_20_6
