294	456	take out	hand	cutting board	counter,drawer					s23-d42_5_1	s23-d42_6_1	s23-d42_7_1		s23-d42_10_1	s23-d42_12_1		s23-d42_14_1				s23-d42_19_1	
478	502	close	hand		drawer				s23-d42_4_1							s23-d42_13_1		s23-d42_15_1	s23-d42_16_1			
520	624	take out	hand	knife	cutting board,drawer				s23-d42_4_2	s23-d42_5_2			s23-d42_8_1	s23-d42_10_2	s23-d42_12_2			s23-d42_15_2				
624	662	close	hand		drawer						s23-d42_6_2	s23-d42_7_2				s23-d42_13_2	s23-d42_14_2		s23-d42_16_2		s23-d42_19_2	s23-d42_20_1
699	1005	take out	hand	plastic bag	counter,fridge		s23-d42_2_1	s23-d42_3_1. s23-d42_3_2	s23-d42_4_3	s23-d42_5_3	s23-d42_6_3	s23-d42_7_3	s23-d42_8_2	s23-d42_10_3	s23-d42_12_3	s23-d42_13_3	s23-d42_14_3	s23-d42_15_3	s23-d42_16_3	s23-d42_18_1	s23-d42_19_3	s23-d42_20_2
1035	1326	take out	hand	plate	counter,cupboard	s23-d42_1_1			s23-d42_4_4	s23-d42_5_4				s23-d42_10_4	s23-d42_12_4	s23-d42_13_4	s23-d42_14_4	s23-d42_15_4	s23-d42_16_4	s23-d42_18_2	s23-d42_19_4	
1441	1503	cut	knife	plastic bag								s23-d42_7_4										
1515	1655	remove from package	hand	broccoli	plastic bag															s23-d42_18_3		
1671	1734	cut	knife	plastic bag																		
1756	2265	remove from package	hand	broccoli	plastic bag,plate	s23-d42_1_2		s23-d42_3_3		s23-d42_5_5		s23-d42_7_5										
2276	2425	throw in garbage	hand	plastic bag					s23-d42_4_5				s23-d42_8_3		s23-d42_12_5		s23-d42_14_5		s23-d42_16_5	s23-d42_18_4	s23-d42_19_5	s23-d42_20_3
2563	2947	wash	hand	broccoli				s23-d42_3_4			s23-d42_6_4			s23-d42_10_5		s23-d42_13_5		s23-d42_15_5			s23-d42_19_6	
2947	3027	shake	hand	broccoli		s23-d42_1_3	s23-d42_2_2		s23-d42_4_6			s23-d42_7_6	s23-d42_8_4		s23-d42_12_6							s23-d42_20_4
3027	3077	move	hand	broccoli	,cutting board					s23-d42_5_6							s23-d42_14_6		s23-d42_16_6			
3096	3247	cut	knife	broccoli	cutting board	s23-d42_1_4			s23-d42_4_7					s23-d42_10_6				s23-d42_15_6				
3276	3324	move	hand	broccoli	cutting board,plate										s23-d42_12_7							
3358	3450	cut	knife	broccoli	cutting board	s23-d42_1_5		s23-d42_3_5									s23-d42_14_7	s23-d42_15_7			s23-d42_19_7	
3456	3509	cut	knife	broccoli	cutting board															s23-d42_18_5		
3541	3659	cut	knife	broccoli	cutting board	s23-d42_1_6			s23-d42_4_8							s23-d42_13_6			s23-d42_16_7			
3694	3827	take out	hand	plate	cupboard							s23-d42_7_7. s23-d42_7_8		s23-d42_10_7	s23-d42_12_8			s23-d42_15_8				
3848	4031	wash	hand	plate														s23-d42_15_9		s23-d42_18_6		
4043	4077	shake	hand	plate		s23-d42_1_7			s23-d42_4_9					s23-d42_10_8	s23-d42_12_9	s23-d42_13_7	s23-d42_14_8		s23-d42_16_8		s23-d42_19_8	
4163	4295	cut	knife	broccoli	cutting board																	
4299	4324	move	hand	broccoli	cutting board,plate							s23-d42_7_9								s23-d42_18_7		
4343	4783	cut	knife	broccoli	cutting board	s23-d42_1_8																
4792	4818	move	hand	broccoli	cutting board,plate																	
4827	5026	cut	knife	broccoli	cutting board																	
5037	5061	move	hand	broccoli	cutting board,plate																	
5077	5095	move	hand	broccoli	cutting board,plate																	
5133	5174	cut	knife	broccoli	cutting board																	
5178	5194	move	hand	broccoli	cutting board,plate																	
5200	5418	cut	knife	broccoli	cutting board																	
5477	5501	move	hand	broccoli	cutting board,plate																	
5513	5550	cut	knife	broccoli	cutting board																	
5546	5572	move	hand	broccoli	cutting board,plate																	
5589	5647	cut	knife	broccoli	cutting board																	
5639	5667	move	hand	broccoli	cutting board,plate																	
5714	5739	cut	knife	broccoli	cutting board																	
5744	5767	move	hand	broccoli	cutting board,plate			s23-d42_3_6														
5825	6042	cut	knife	broccoli	cutting board																	
6050	6070	move	hand	broccoli	cutting board,plate																	
6075	6109	cut	knife	broccoli	cutting board																	
6122	6140	move	hand	broccoli	cutting board,plate																	
6158	6324	cut	knife	broccoli	cutting board																	
6326	6341	move	hand	broccoli	cutting board,plate																	
6354	6421	move	hand	broccoli	cutting board,plate																	
6425	6554	cut	knife	broccoli	cutting board																	
6554	6583	move	hand	broccoli	cutting board,plate																	
6651	6768	cut	knife	broccoli	cutting board																	
6768	6792	move	hand	broccoli	cutting board,plate																	
6799	6848	move	hand	broccoli	cutting board,plate																	
6883	6910	cut	knife	broccoli	cutting board																	
6934	6956	move	hand	broccoli	cutting board,plate																	
6987	7072	cut	knife	broccoli	cutting board																	
7072	7138	cut	knife	broccoli	cutting board																	
7138	7197	cut	knife	broccoli	cutting board																	
7246	7345	cut	knife	broccoli	cutting board																	
7361	7387	move	hand	broccoli	cutting board,plate																	
7413	7466	cut	knife	broccoli	cutting board																	
7466	7491	move	hand	broccoli	cutting board,plate																	
7497	7587	move	hand	broccoli	cutting board,plate																	
7653	7693	cut	knife	broccoli	cutting board																	
7706	7789	cut	knife	broccoli	cutting board																	
7816	7852	cut	knife	broccoli	cutting board																	
7853	7924	move	hand	broccoli	cutting board,plate																	
7929	7967	move	hand	broccoli	cutting board,plate																	
7970	8054	move	hand	broccoli	cutting board,plate																	
8060	8148	move	hand	broccoli	cutting board,plate							s23-d42_7_10										
8190	8317	cut	knife	broccoli	cutting board																	
8317	8385	cut	knife	broccoli	cutting board																	
8391	8451	cut	knife	broccoli	cutting board																	
8467	8520	cut	knife	broccoli	cutting board																	
8524	8610	cut	knife	broccoli	cutting board																	
8633	8723	cut	knife	broccoli	cutting board																	
8723	8802	cut	knife	broccoli	cutting board	s23-d42_1_9															s23-d42_19_9	
8953	9024	move	hand	broccoli	cutting board,plate									s23-d42_10_9								
9080	9156	move	hand	broccoli	cutting board,plate												s23-d42_14_9					
9176	9279	move	hand	broccoli	cutting board,plate	s23-d42_1_10			s23-d42_4_10						s23-d42_12_10				s23-d42_16_9			
9300	9354	move	hand	plate	counter		s23-d42_2_3			s23-d42_5_7			s23-d42_8_5			s23-d42_13_8				s23-d42_18_8		s23-d42_20_5
9410	9454	move	hand	broccoli	cutting board,plate						s23-d42_6_5											
9489	9563	move	hand,knife	broccoli	cutting board,plate																s23-d42_19_10	
