93	298	take out	hand	carrot	fridge	s25-d23_1_1	s25-d23_3_1	s25-d23_4_1	s25-d23_5_1	s25-d23_6_1	s25-d23_7_1	s25-d23_8_1	s25-d23_9_1		s25-d23_12_1			s25-d23_15_1	s25-d23_16_1	s25-d23_17_1		s25-d23_19_1	s25-d23_20_1
348	478	take out	hand	cutting board	counter,drawer	s25-d23_1_2	s25-d23_3_2	s25-d23_4_2		s25-d23_6_2	s25-d23_7_2		s25-d23_9_2		s25-d23_12_2								s25-d23_20_2
478	530	close	hand		drawer				s25-d23_5_2													s25-d23_19_2	
549	661	take out	hand	knife	cutting board,drawer	s25-d23_1_3	s25-d23_3_3	s25-d23_4_3	s25-d23_5_3	s25-d23_6_3	s25-d23_7_3	s25-d23_8_2	s25-d23_9_3	s25-d23_10_1	s25-d23_12_3	s25-d23_13_1	s25-d23_14_1	s25-d23_15_2	s25-d23_16_2	s25-d23_17_2	s25-d23_18_1	s25-d23_19_3	s25-d23_20_3
743	911	wash	hand	carrot		s25-d23_1_4	s25-d23_3_4	s25-d23_4_4	s25-d23_5_4	s25-d23_6_4	s25-d23_7_4	s25-d23_8_3	s25-d23_9_4	s25-d23_10_2	s25-d23_12_4	s25-d23_13_2	s25-d23_14_2	s25-d23_15_3	s25-d23_16_3	s25-d23_17_3	s25-d23_18_2	s25-d23_19_4	s25-d23_20_4
982	1090	cut	knife	carrot	cutting board	s25-d23_1_5	s25-d23_3_5	s25-d23_4_5	s25-d23_5_5	s25-d23_6_5	s25-d23_7_5				s25-d23_12_5	s25-d23_13_3		s25-d23_15_4	s25-d23_16_4			s25-d23_19_5	s25-d23_20_5
1164	1257	open	hand		drawer															s25-d23_17_4			
1679	1718	close	hand		drawer					s25-d23_6_6													s25-d23_20_6
1746	1799	throw in garbage	hand	carrot			s25-d23_3_6	s25-d23_4_6	s25-d23_5_6			s25-d23_8_4	s25-d23_9_5	s25-d23_10_3			s25-d23_14_3	s25-d23_15_5	s25-d23_16_5		s25-d23_18_3	s25-d23_19_6	s25-d23_20_7
1854	2011	wash	hand	carrot						s25-d23_6_7		s25-d23_8_5								s25-d23_17_5			
2011	2045	shake	hand	carrot		s25-d23_1_6	s25-d23_3_7	s25-d23_4_7	s25-d23_5_7	s25-d23_6_8			s25-d23_9_6	s25-d23_10_4		s25-d23_13_4	s25-d23_14_4	s25-d23_15_6	s25-d23_16_6		s25-d23_18_4	s25-d23_19_7	s25-d23_20_8
2083	2924	slice	knife	carrot	cutting board																		
2924	2959	scratch off	hand	carrot	cutting board,knife																		
3000	3696	slice	knife	carrot	cutting board	s25-d23_1_7				s25-d23_6_9	s25-d23_7_6	s25-d23_8_6		s25-d23_10_5		s25-d23_13_5			s25-d23_16_7		s25-d23_18_5	s25-d23_19_8	
3702	3775	scratch off	hand	carrot	cutting board,knife		s25-d23_3_8	s25-d23_4_8	s25-d23_5_8	s25-d23_6_10			s25-d23_9_7	s25-d23_10_6	s25-d23_12_6		s25-d23_14_5	s25-d23_15_7		s25-d23_17_6			s25-d23_20_9
