187	268	open	hand		drawer																			
283	474	take out	hand	lid,pot	counter,drawer																			
480	561	remove lid	hand	lid	counter,pot	s26-d26_1_1							s26-d26_8_1	s26-d26_9_1				s26-d26_14_1				s26-d26_18_1		
638	1306	fill	faucet	water	pot																			
1399	1450	move	hand	pot	,stove									s26-d26_9_2	s26-d26_10_1									
1455	1577	turn on	hand	stove		s26-d26_1_2. s26-d26_1_3	s26-d26_2_1													s26-d26_16_1				
1589	1668	put lid	hand	lid	counter,pot	s26-d26_1_4. s26-d26_1_5							s26-d26_8_2. s26-d26_8_3	s26-d26_9_3			s26-d26_13_1	s26-d26_14_2					s26-d26_19_1	s26-d26_20_1
1740	1858	take out	hand	cutting board	counter,drawer	s26-d26_1_6	s26-d26_2_2	s26-d26_3_1	s26-d26_4_1	s26-d26_5_1	s26-d26_6_1. s26-d26_6_2	s26-d26_7_1	s26-d26_8_4. s26-d26_8_5			s26-d26_11_1. s26-d26_11_2	s26-d26_13_2		s26-d26_15_1		s26-d26_17_1	s26-d26_18_2. s26-d26_18_3		
1878	2441	take out	hand	cauliflower	cutting board,fridge																			
2447	2562	take out	hand	knife	drawer	s26-d26_1_7					s26-d26_6_3	s26-d26_7_2	s26-d26_8_6	s26-d26_9_4		s26-d26_11_3	s26-d26_13_3							
2570	2630	take apart	hand	leaves	cutting board														s26-d26_15_2			s26-d26_18_4		
2664	2717	cut	knife	leaves	cutting board	s26-d26_1_8	s26-d26_2_3	s26-d26_3_2	s26-d26_4_2	s26-d26_5_2			s26-d26_8_7		s26-d26_10_2					s26-d26_16_2				
2724	2752	cut	knife	leaves	cutting board																			
2822	2891	cut	knife	leaves	cutting board																			
2963	3026	cut	knife	leaves	cutting board		s26-d26_2_4																	
3132	3223	cut	knife	cauliflower	cutting board	s26-d26_1_9							s26-d26_8_8					s26-d26_14_3						
3276	3369	cut	knife	cauliflower	cutting board																		s26-d26_19_2	
3440	3524	cut	knife	cauliflower	cutting board																			
3532	3581	cut	knife	cauliflower	cutting board													s26-d26_14_4				s26-d26_18_5		
3612	3632	take apart	knife	cauliflower	cutting board																			
3731	3789	cut	knife	leaves	cutting board																			
3801	3853	cut	knife	leaves	cutting board																			
3879	3915	take apart	knife	leaves																				
3973	4066	take apart	knife	cauliflower																				
4132	4182	purge	knife	cauliflower	cutting board																			
4193	4214	scratch off	hand	cauliflower	cutting board,knife									s26-d26_9_5							s26-d26_17_2		s26-d26_19_3	
4250	4740	put in	hand	cauliflower	cutting board,fridge																	s26-d26_18_6		s26-d26_20_2
