237	508	take out	hand	plastic paper bag	counter,cupboard	s13-d25_1_1	s13-d25_2_1	s13-d25_3_1	s13-d25_5_1	s13-d25_6_1	s13-d25_7_1	s13-d25_8_1	s13-d25_10_1		s13-d25_12_1	s13-d25_13_1	s13-d25_14_1	s13-d25_15_1	s13-d25_16_1	s13-d25_17_1	s13-d25_18_1	s13-d25_19_1	s13-d25_20_1
578	861	take out	hand	plate	counter,cupboard	s13-d25_1_2	s13-d25_2_2	s13-d25_3_2	s13-d25_5_2	s13-d25_6_2	s13-d25_7_2	s13-d25_8_2	s13-d25_10_2	s13-d25_11_1	s13-d25_12_2	s13-d25_13_2	s13-d25_14_2	s13-d25_15_2	s13-d25_16_2	s13-d25_17_2	s13-d25_18_2	s13-d25_19_2	s13-d25_20_2
904	1330	remove from package	hand	bread	plastic paper bag	s13-d25_1_3	s13-d25_2_3	s13-d25_3_3	s13-d25_5_3	s13-d25_6_3	s13-d25_7_3	s13-d25_8_3	s13-d25_10_3	s13-d25_11_2		s13-d25_13_3	s13-d25_14_3	s13-d25_15_3		s13-d25_17_3	s13-d25_18_3		s13-d25_20_3
1357	1518	take out	hand	knife	drawer	s13-d25_1_4	s13-d25_2_4	s13-d25_3_4	s13-d25_5_4	s13-d25_6_4	s13-d25_7_4	s13-d25_8_4		s13-d25_11_3	s13-d25_12_3	s13-d25_13_4	s13-d25_14_4	s13-d25_15_4	s13-d25_16_3	s13-d25_17_4	s13-d25_18_4	s13-d25_19_3	s13-d25_20_4
1560	1788	slice	knife	bread	plastic paper bag	s13-d25_1_5	s13-d25_2_5		s13-d25_5_5	s13-d25_6_5	s13-d25_7_5		s13-d25_10_4				s13-d25_14_5		s13-d25_16_4	s13-d25_17_5			s13-d25_20_5
1865	1959	take out	hand	cutting board	counter,drawer			s13-d25_3_5	s13-d25_5_6		s13-d25_7_6	s13-d25_8_5			s13-d25_12_4		s13-d25_14_6	s13-d25_15_5		s13-d25_17_6	s13-d25_18_5		
1977	2024	move	hand	bread,plastic paper bag	counter,cutting board	s13-d25_1_6	s13-d25_2_6		s13-d25_5_7	s13-d25_6_6			s13-d25_10_5				s13-d25_14_7		s13-d25_16_5	s13-d25_17_7		s13-d25_19_4	s13-d25_20_6
2071	2206	slice	knife	bread	cutting board														s13-d25_16_6				
2304	2520	slice	knife	bread	cutting board	s13-d25_1_7	s13-d25_2_7	s13-d25_3_6		s13-d25_6_7		s13-d25_8_6	s13-d25_10_6		s13-d25_12_5	s13-d25_13_5		s13-d25_15_6				s13-d25_19_5	
2591	2622	move	hand	bread	cutting board,plate									s13-d25_11_4							s13-d25_18_6		s13-d25_20_7
2646	2672	move	hand	bread	cutting board,plate		s13-d25_2_8		s13-d25_5_8		s13-d25_7_7						s13-d25_14_8			s13-d25_17_8			
2676	2702	move	hand	plate	counter	s13-d25_1_8		s13-d25_3_7		s13-d25_6_8			s13-d25_10_7			s13-d25_13_6		s13-d25_15_7	s13-d25_16_7		s13-d25_18_7	s13-d25_19_6	s13-d25_20_8
2715	2899	package	hand	bread	plastic paper bag	s13-d25_1_9	s13-d25_2_9		s13-d25_5_9	s13-d25_6_9. s13-d25_6_10	s13-d25_7_8		s13-d25_10_8	s13-d25_11_5			s13-d25_14_9	s13-d25_15_8	s13-d25_16_8	s13-d25_17_9	s13-d25_18_8		s13-d25_20_9
