s25-d35_1_1	s25-d35_2_1	s25-d35_3_1				s25-d35_7_1	s25-d35_8_1		s25-d35_10_1				s25-d35_14_1	s25-d35_16_1	s25-d35_17_1	s25-d35_20_1
				s25-d35_5_1	s25-d35_6_1			s25-d35_9_1		s25-d35_11_1	s25-d35_12_1					
s25-d35_1_2	s25-d35_2_2	s25-d35_3_2		s25-d35_5_2			s25-d35_8_2	s25-d35_9_2	s25-d35_10_2	s25-d35_11_2	s25-d35_12_2	s25-d35_13_1	s25-d35_14_2	s25-d35_16_2	s25-d35_17_2	s25-d35_20_2
s25-d35_1_3	s25-d35_2_3	s25-d35_3_3	s25-d35_4_1	s25-d35_5_3	s25-d35_6_2	s25-d35_7_2	s25-d35_8_3	s25-d35_9_3	s25-d35_10_3	s25-d35_11_3	s25-d35_12_3		s25-d35_14_3	s25-d35_16_3	s25-d35_17_3	s25-d35_20_3
																
s25-d35_1_4	s25-d35_2_4	s25-d35_3_4	s25-d35_4_2	s25-d35_5_4. s25-d35_5_5	s25-d35_6_3	s25-d35_7_3	s25-d35_8_4	s25-d35_9_4	s25-d35_10_4	s25-d35_11_4		s25-d35_13_2	s25-d35_14_4	s25-d35_16_4	s25-d35_17_4	s25-d35_20_4
																
	s25-d35_2_5			s25-d35_5_6				s25-d35_9_5								
				s25-d35_5_7							s25-d35_12_4					
																
																
																
								s25-d35_9_6								
								s25-d35_9_7								
			s25-d35_4_3								s25-d35_12_5					
								s25-d35_9_8				s25-d35_13_3				
																
			s25-d35_4_4							s25-d35_11_5				s25-d35_16_5		
																
s25-d35_1_5	s25-d35_2_6				s25-d35_6_4	s25-d35_7_4	s25-d35_8_5	s25-d35_9_9	s25-d35_10_5			s25-d35_13_4	s25-d35_14_5	s25-d35_16_6	s25-d35_17_5	s25-d35_20_5
s25-d35_1_6	s25-d35_2_7. s25-d35_2_8	s25-d35_3_5	s25-d35_4_5	s25-d35_5_8	s25-d35_6_5	s25-d35_7_5	s25-d35_8_6		s25-d35_10_6	s25-d35_11_6. s25-d35_11_7	s25-d35_12_6	s25-d35_13_5	s25-d35_14_6	s25-d35_16_7. s25-d35_16_8	s25-d35_17_6	s25-d35_20_6. s25-d35_20_7
