s35-d40_1_1	s35-d40_2_1	s35-d40_3_1	s35-d40_4_1						s35-d40_11_1	s35-d40_12_1	s35-d40_13_1	s35-d40_14_1	s35-d40_15_1	s35-d40_16_1	s35-d40_17_1		s35-d40_19_1	s35-d40_20_1
								s35-d40_10_1										
														s35-d40_16_2	s35-d40_17_2			
s35-d40_1_2	s35-d40_2_2	s35-d40_3_2			s35-d40_6_1		s35-d40_8_1	s35-d40_10_2	s35-d40_11_2	s35-d40_12_2	s35-d40_13_2	s35-d40_14_2	s35-d40_15_2			s35-d40_18_1	s35-d40_19_2	s35-d40_20_2
s35-d40_1_3		s35-d40_3_3													s35-d40_17_3			
s35-d40_1_4	s35-d40_2_3	s35-d40_3_4							s35-d40_11_3		s35-d40_13_3		s35-d40_15_3		s35-d40_17_4			
	s35-d40_2_4							s35-d40_10_3		s35-d40_12_3								
			s35-d40_4_2			s35-d40_7_1			s35-d40_11_4		s35-d40_13_4				s35-d40_17_5			
s35-d40_1_5		s35-d40_3_5	s35-d40_4_3						s35-d40_11_5		s35-d40_13_5		s35-d40_15_4		s35-d40_17_6			
	s35-d40_2_5									s35-d40_12_4							s35-d40_19_3	
s35-d40_1_6		s35-d40_3_6	s35-d40_4_4						s35-d40_11_6		s35-d40_13_6		s35-d40_15_5		s35-d40_17_7		s35-d40_19_4	
	s35-d40_2_6						s35-d40_8_2	s35-d40_10_4				s35-d40_14_3		s35-d40_16_3				
					s35-d40_6_2	s35-d40_7_2				s35-d40_12_5								
s35-d40_1_7		s35-d40_3_7							s35-d40_11_7	s35-d40_12_6			s35-d40_15_6		s35-d40_17_8			
	s35-d40_2_7			s35-d40_5_1							s35-d40_13_7					s35-d40_18_2		s35-d40_20_3
																		
s35-d40_1_8	s35-d40_2_8	s35-d40_3_8	s35-d40_4_5	s35-d40_5_2			s35-d40_8_3	s35-d40_10_5	s35-d40_11_8	s35-d40_12_7	s35-d40_13_8	s35-d40_14_4	s35-d40_15_7	s35-d40_16_4	s35-d40_17_9	s35-d40_18_3	s35-d40_19_5	s35-d40_20_4
					s35-d40_6_3	s35-d40_7_3									s35-d40_17_10			
																		
																		
																		
	s35-d40_2_9. s35-d40_2_10							s35-d40_10_6		s35-d40_12_8						s35-d40_18_4		
																		
																		
																		
s35-d40_1_9	s35-d40_2_11	s35-d40_3_9	s35-d40_4_6	s35-d40_5_3				s35-d40_10_7	s35-d40_11_9		s35-d40_13_9	s35-d40_14_5	s35-d40_15_8	s35-d40_16_5		s35-d40_18_5	s35-d40_19_6	s35-d40_20_5
										s35-d40_12_9								
						s35-d40_7_4												
s35-d40_1_10		s35-d40_3_10			s35-d40_6_4		s35-d40_8_4		s35-d40_11_10		s35-d40_13_10		s35-d40_15_9					
																		
																		
s35-d40_1_11		s35-d40_3_11																
	s35-d40_2_12									s35-d40_12_10			s35-d40_15_10					
					s35-d40_6_5				s35-d40_11_11		s35-d40_13_11						s35-d40_19_7	
																		
s35-d40_1_12										s35-d40_12_11								
				s35-d40_5_4									s35-d40_15_11					
	s35-d40_2_13								s35-d40_11_12		s35-d40_13_12						s35-d40_19_8	
s35-d40_1_13						s35-d40_7_5		s35-d40_10_8		s35-d40_12_12. s35-d40_12_13								
																		
																		
																		
s35-d40_1_14													s35-d40_15_12					
	s35-d40_2_14		s35-d40_4_7	s35-d40_5_5					s35-d40_11_13	s35-d40_12_14	s35-d40_13_13	s35-d40_14_6				s35-d40_18_6		s35-d40_20_6
s35-d40_1_15							s35-d40_8_5					s35-d40_14_7	s35-d40_15_13				s35-d40_19_9	
								s35-d40_10_9										
																		
																		
			s35-d40_4_8	s35-d40_5_6					s35-d40_11_14	s35-d40_12_15	s35-d40_13_14	s35-d40_14_8	s35-d40_15_14	s35-d40_16_6		s35-d40_18_7	s35-d40_19_10	s35-d40_20_7
							s35-d40_8_6											
																		
																		
					s35-d40_6_6													
																		
																		
								s35-d40_10_10										
																		
																		
				s35-d40_5_7													s35-d40_19_11	s35-d40_20_8
												s35-d40_14_9						
	s35-d40_2_15								s35-d40_11_15		s35-d40_13_15					s35-d40_18_8		
