	s24-d48_4_1		s24-d48_6_1		s24-d48_8_1			s24-d48_11_1			s24-d48_15_1		s24-d48_17_1	s24-d48_18_1	s24-d48_19_1	
s24-d48_1_1													s24-d48_17_2	s24-d48_18_2		
s24-d48_1_2	s24-d48_4_2	s24-d48_5_1	s24-d48_6_2	s24-d48_7_1	s24-d48_8_2	s24-d48_9_1	s24-d48_10_1	s24-d48_11_2	s24-d48_12_1	s24-d48_13_1		s24-d48_16_1	s24-d48_17_3		s24-d48_19_2	s24-d48_20_1
s24-d48_1_3	s24-d48_4_3		s24-d48_6_3		s24-d48_8_3	s24-d48_9_2			s24-d48_12_2	s24-d48_13_2		s24-d48_16_2	s24-d48_17_4	s24-d48_18_3	s24-d48_19_3	
		s24-d48_5_2					s24-d48_10_2									s24-d48_20_2
s24-d48_1_4	s24-d48_4_4	s24-d48_5_3. s24-d48_5_4	s24-d48_6_4	s24-d48_7_2	s24-d48_8_4	s24-d48_9_3	s24-d48_10_3	s24-d48_11_3	s24-d48_12_3	s24-d48_13_3	s24-d48_15_2. s24-d48_15_3	s24-d48_16_3	s24-d48_17_5	s24-d48_18_4	s24-d48_19_4	s24-d48_20_3
				s24-d48_7_3			s24-d48_10_4	s24-d48_11_4		s24-d48_13_4	s24-d48_15_4	s24-d48_16_4		s24-d48_18_5		s24-d48_20_4
	s24-d48_4_5					s24-d48_9_4			s24-d48_12_4				s24-d48_17_6		s24-d48_19_5	
s24-d48_1_5			s24-d48_6_5	s24-d48_7_4	s24-d48_8_5	s24-d48_9_5										s24-d48_20_5
s24-d48_1_6	s24-d48_4_6	s24-d48_5_5. s24-d48_5_6	s24-d48_6_6. s24-d48_6_7	s24-d48_7_5			s24-d48_10_5	s24-d48_11_5	s24-d48_12_5	s24-d48_13_5	s24-d48_15_5	s24-d48_16_5	s24-d48_17_7	s24-d48_18_6	s24-d48_19_6	s24-d48_20_6
