														s36-d42_16_1			
				s36-d42_5_1						s36-d42_12_1		s36-d42_14_1	s36-d42_15_1	s36-d42_16_2. s36-d42_16_3		s36-d42_19_1	
				s36-d42_5_2						s36-d42_12_2						s36-d42_19_2	
			s36-d42_4_1												s36-d42_18_1		
	s36-d42_2_1	s36-d42_3_1	s36-d42_4_2	s36-d42_5_3	s36-d42_6_1	s36-d42_7_1	s36-d42_8_1	s36-d42_10_1		s36-d42_12_3	s36-d42_13_1	s36-d42_14_2		s36-d42_16_4	s36-d42_18_2	s36-d42_19_3	s36-d42_20_1
									s36-d42_11_1				s36-d42_15_2				
																	
		s36-d42_3_2		s36-d42_5_4	s36-d42_6_2		s36-d42_8_2	s36-d42_10_2		s36-d42_12_4	s36-d42_13_2			s36-d42_16_5		s36-d42_19_4	s36-d42_20_2
s36-d42_1_1	s36-d42_2_2	s36-d42_3_3						s36-d42_10_3	s36-d42_11_2			s36-d42_14_3	s36-d42_15_3. s36-d42_15_4	s36-d42_16_6. s36-d42_16_7			
			s36-d42_4_3												s36-d42_18_3		s36-d42_20_3
												s36-d42_14_4	s36-d42_15_5				
																	
																	
												s36-d42_14_5	s36-d42_15_6				
												s36-d42_14_6	s36-d42_15_7				
s36-d42_1_2	s36-d42_2_3	s36-d42_3_4	s36-d42_4_4	s36-d42_5_5	s36-d42_6_3	s36-d42_7_2		s36-d42_10_4		s36-d42_12_5	s36-d42_13_3	s36-d42_14_7	s36-d42_15_8. s36-d42_15_9		s36-d42_18_4	s36-d42_19_5	
s36-d42_1_3			s36-d42_4_5	s36-d42_5_6	s36-d42_6_4		s36-d42_8_3	s36-d42_10_5	s36-d42_11_3	s36-d42_12_6			s36-d42_15_10			s36-d42_19_6	
				s36-d42_5_7		s36-d42_7_3				s36-d42_12_7					s36-d42_18_5	s36-d42_19_7	
				s36-d42_5_8													
																s36-d42_19_8	
																	
																	
																	
																	
																	
																	
s36-d42_1_4		s36-d42_3_5		s36-d42_5_9				s36-d42_10_6		s36-d42_12_8	s36-d42_13_4					s36-d42_19_9	s36-d42_20_4
s36-d42_1_5	s36-d42_2_4	s36-d42_3_6	s36-d42_4_6	s36-d42_5_10	s36-d42_6_5	s36-d42_7_4	s36-d42_8_4	s36-d42_10_7		s36-d42_12_9					s36-d42_18_6	s36-d42_19_10	s36-d42_20_5
		s36-d42_3_7							s36-d42_11_4	s36-d42_12_10			s36-d42_15_11			s36-d42_19_11	
																	
s36-d42_1_6		s36-d42_3_8						s36-d42_10_8		s36-d42_12_11						s36-d42_19_12	
																	
s36-d42_1_7	s36-d42_2_5	s36-d42_3_9	s36-d42_4_7		s36-d42_6_6	s36-d42_7_5	s36-d42_8_5	s36-d42_10_9		s36-d42_12_12	s36-d42_13_5	s36-d42_14_8			s36-d42_18_7	s36-d42_19_13	s36-d42_20_6
																	
									s36-d42_11_5								
																	
																	
																	
																	
s36-d42_1_8	s36-d42_2_6	s36-d42_3_10	s36-d42_4_8		s36-d42_6_7	s36-d42_7_6	s36-d42_8_6	s36-d42_10_10		s36-d42_12_13	s36-d42_13_6						
																	
															s36-d42_18_8		
																	
										s36-d42_12_14							
																	
s36-d42_1_9	s36-d42_2_7		s36-d42_4_9		s36-d42_6_8		s36-d42_8_7	s36-d42_10_11			s36-d42_13_7						
																	
													s36-d42_15_12				
s36-d42_1_10		s36-d42_3_11			s36-d42_6_9		s36-d42_8_8	s36-d42_10_12			s36-d42_13_8						s36-d42_20_7
	s36-d42_2_8																
						s36-d42_7_7						s36-d42_14_9			s36-d42_18_9		
s36-d42_1_11	s36-d42_2_9		s36-d42_4_10						s36-d42_11_6				s36-d42_15_13				s36-d42_20_8
																	
																	
																	
			s36-d42_4_11												s36-d42_18_10		s36-d42_20_9
												s36-d42_14_10	s36-d42_15_14. s36-d42_15_15				
																	
																	
																	
																	s36-d42_20_10
																	
								s36-d42_10_13									
			s36-d42_4_12		s36-d42_6_10	s36-d42_7_8									s36-d42_18_11		
																	
																	
																	
																	
																	
																	
															s36-d42_18_12		
																	
	s36-d42_2_10		s36-d42_4_13				s36-d42_8_9				s36-d42_13_9						s36-d42_20_11
																	
																	
																	
																	
																	
																	
																	
																	
s36-d42_1_12	s36-d42_2_11																
																	
						s36-d42_7_9									s36-d42_18_13		
	s36-d42_2_12	s36-d42_3_12			s36-d42_6_11		s36-d42_8_10	s36-d42_10_14			s36-d42_13_10						s36-d42_20_12
s36-d42_1_13			s36-d42_4_14			s36-d42_7_10											
															s36-d42_18_14		
																	
																	
																	
									s36-d42_11_7								
																	
																	
																	
																	
																	
																	
																	
																	
																	
s36-d42_1_14			s36-d42_4_15		s36-d42_6_12		s36-d42_8_11	s36-d42_10_15	s36-d42_11_8						s36-d42_18_15		s36-d42_20_13
						s36-d42_7_11					s36-d42_13_11						
																	
s36-d42_1_15									s36-d42_11_9		s36-d42_13_12						
		s36-d42_3_13			s36-d42_6_13		s36-d42_8_12										s36-d42_20_14
	s36-d42_2_13																s36-d42_20_15
