	s30-d43_3_1	s30-d43_5_1	s30-d43_6_1	s30-d43_7_1	s30-d43_8_1	s30-d43_9_1			s30-d43_12_1	s30-d43_13_1	s30-d43_14_1. s30-d43_14_2	s30-d43_15_1		s30-d43_18_1		
								s30-d43_11_1								
													s30-d43_17_1			
	s30-d43_3_2			s30-d43_7_2	s30-d43_8_2		s30-d43_10_1		s30-d43_12_2		s30-d43_14_3	s30-d43_15_2	s30-d43_17_2	s30-d43_18_2		
																
		s30-d43_5_2		s30-d43_7_3	s30-d43_8_3	s30-d43_9_2		s30-d43_11_2	s30-d43_12_3		s30-d43_14_4		s30-d43_17_3	s30-d43_18_3	s30-d43_19_1	s30-d43_20_1
																
						s30-d43_9_3			s30-d43_12_4							
	s30-d43_3_3		s30-d43_6_2	s30-d43_7_4	s30-d43_8_4			s30-d43_11_3		s30-d43_13_2	s30-d43_14_5	s30-d43_15_3	s30-d43_17_4	s30-d43_18_4	s30-d43_19_2	s30-d43_20_2
		s30-d43_5_3		s30-d43_7_5	s30-d43_8_5		s30-d43_10_2		s30-d43_12_5		s30-d43_14_6		s30-d43_17_5	s30-d43_18_5		
											s30-d43_14_7					
	s30-d43_3_4	s30-d43_5_4	s30-d43_6_3	s30-d43_7_6	s30-d43_8_6	s30-d43_9_4		s30-d43_11_4	s30-d43_12_6	s30-d43_13_3	s30-d43_14_8	s30-d43_15_4	s30-d43_17_6	s30-d43_18_6	s30-d43_19_3	s30-d43_20_3
				s30-d43_7_7					s30-d43_12_7	s30-d43_13_4	s30-d43_14_9			s30-d43_18_7		
	s30-d43_3_5				s30-d43_8_7	s30-d43_9_5		s30-d43_11_5					s30-d43_17_7			
																
																
		s30-d43_5_5		s30-d43_7_8					s30-d43_12_8			s30-d43_15_5	s30-d43_17_8			
																
				s30-d43_7_9					s30-d43_12_9	s30-d43_13_5		s30-d43_15_6	s30-d43_17_9			
			s30-d43_6_4		s30-d43_8_8		s30-d43_10_3							s30-d43_18_8		
	s30-d43_3_6	s30-d43_5_6				s30-d43_9_6		s30-d43_11_6	s30-d43_12_10						s30-d43_19_4	s30-d43_20_4
																
																
																
																
	s30-d43_3_7	s30-d43_5_7	s30-d43_6_5	s30-d43_7_10	s30-d43_8_9		s30-d43_10_4	s30-d43_11_7	s30-d43_12_11	s30-d43_13_6		s30-d43_15_7		s30-d43_18_9	s30-d43_19_5	
				s30-d43_7_11	s30-d43_8_10	s30-d43_9_7			s30-d43_12_12	s30-d43_13_7				s30-d43_18_10	s30-d43_19_6	s30-d43_20_5
									s30-d43_12_13							
					s30-d43_8_11			s30-d43_11_8								
	s30-d43_3_8	s30-d43_5_8							s30-d43_12_14							
																
									s30-d43_12_15							
																
																
																
																
																
																
		s30-d43_5_9														
	s30-d43_3_9		s30-d43_6_6			s30-d43_9_8	s30-d43_10_5			s30-d43_13_8		s30-d43_15_8		s30-d43_18_11	s30-d43_19_7	s30-d43_20_6
																
					s30-d43_8_12			s30-d43_11_9								
																
	s30-d43_3_10	s30-d43_5_10			s30-d43_8_13		s30-d43_10_6					s30-d43_15_9		s30-d43_18_12		
	s30-d43_3_11	s30-d43_5_11						s30-d43_11_10								s30-d43_20_7
	s30-d43_3_12				s30-d43_8_14		s30-d43_10_7					s30-d43_15_10		s30-d43_18_13		
																s30-d43_20_8
s30-d43_1_1. s30-d43_1_2. s30-d43_1_3. s30-d43_1_4. s30-d43_1_5. s30-d43_1_6. s30-d43_1_7. s30-d43_1_8. s30-d43_1_9. s30-d43_1_10	s30-d43_3_13							s30-d43_11_11							s30-d43_19_8	
																
							s30-d43_10_8									
																
																
																
																
																
																
s30-d43_1_11	s30-d43_3_14	s30-d43_5_12	s30-d43_6_7			s30-d43_9_9		s30-d43_11_12		s30-d43_13_9		s30-d43_15_11		s30-d43_18_14	s30-d43_19_9	s30-d43_20_9
			s30-d43_6_8			s30-d43_9_10				s30-d43_13_10		s30-d43_15_12			s30-d43_19_10	
																
																
s30-d43_1_12																
	s30-d43_3_15		s30-d43_6_9		s30-d43_8_15	s30-d43_9_11	s30-d43_10_9			s30-d43_13_11				s30-d43_18_15		
																
		s30-d43_5_13						s30-d43_11_13							s30-d43_19_11	s30-d43_20_10
