	s28-d51_2_1	s28-d51_3_1	s28-d51_4_1	s28-d51_5_1		s28-d51_7_1			s28-d51_10_1	s28-d51_11_1		s28-d51_13_1				s28-d51_17_1		s28-d51_19_1	s28-d51_20_1
	s28-d51_2_2	s28-d51_3_2	s28-d51_4_2	s28-d51_5_2	s28-d51_6_1	s28-d51_7_2				s28-d51_11_2		s28-d51_13_2	s28-d51_14_1	s28-d51_15_1		s28-d51_17_2		s28-d51_19_2	s28-d51_20_2
	s28-d51_2_3	s28-d51_3_3	s28-d51_4_3	s28-d51_5_3		s28-d51_7_3				s28-d51_11_3	s28-d51_12_1					s28-d51_17_3		s28-d51_19_3	
									s28-d51_10_2										
																			
s28-d51_1_1																s28-d51_17_4	s28-d51_18_1		
	s28-d51_2_4	s28-d51_3_4	s28-d51_4_4		s28-d51_6_2	s28-d51_7_4		s28-d51_9_1		s28-d51_11_4		s28-d51_13_3	s28-d51_14_2	s28-d51_15_2	s28-d51_16_1			s28-d51_19_4	s28-d51_20_3
			s28-d51_4_5	s28-d51_5_4		s28-d51_7_5	s28-d51_8_1				s28-d51_12_2	s28-d51_13_4				s28-d51_17_5		s28-d51_19_5	
s28-d51_1_2	s28-d51_2_5	s28-d51_3_5			s28-d51_6_3			s28-d51_9_2	s28-d51_10_3	s28-d51_11_5			s28-d51_14_3	s28-d51_15_3			s28-d51_18_2		s28-d51_20_4
																			
																			
									s28-d51_10_4										
							s28-d51_8_2												
																			
																			
s28-d51_1_3	s28-d51_2_6	s28-d51_3_6	s28-d51_4_6	s28-d51_5_5						s28-d51_11_6	s28-d51_12_3	s28-d51_13_5			s28-d51_16_2	s28-d51_17_6	s28-d51_18_3	s28-d51_19_6	s28-d51_20_5
					s28-d51_6_4														
																			
								s28-d51_9_3											
					s28-d51_6_5														
s28-d51_1_4			s28-d51_4_7	s28-d51_5_6	s28-d51_6_6	s28-d51_7_6	s28-d51_8_3		s28-d51_10_5	s28-d51_11_7	s28-d51_12_4	s28-d51_13_6		s28-d51_15_4	s28-d51_16_3	s28-d51_17_7	s28-d51_18_4		s28-d51_20_6
	s28-d51_2_7	s28-d51_3_7	s28-d51_4_8		s28-d51_6_7			s28-d51_9_4		s28-d51_11_8		s28-d51_13_7	s28-d51_14_4		s28-d51_16_4	s28-d51_17_8	s28-d51_18_5	s28-d51_19_7	s28-d51_20_7
			s28-d51_4_9						s28-d51_10_6		s28-d51_12_5							s28-d51_19_8	
																			
	s28-d51_2_8	s28-d51_3_8	s28-d51_4_10		s28-d51_6_8					s28-d51_11_9			s28-d51_14_5	s28-d51_15_5				s28-d51_19_9	s28-d51_20_8
																			
			s28-d51_4_11															s28-d51_19_10	
			s28-d51_4_12																
											s28-d51_12_6			s28-d51_15_6				s28-d51_19_11	
							s28-d51_8_4												
	s28-d51_2_9				s28-d51_6_9										s28-d51_16_5				
s28-d51_1_5		s28-d51_3_9	s28-d51_4_13							s28-d51_11_10		s28-d51_13_8	s28-d51_14_6						s28-d51_20_9
																	s28-d51_18_6		
																			
									s28-d51_10_7		s28-d51_12_7				s28-d51_16_6				
																			
																			
	s28-d51_2_10	s28-d51_3_10											s28-d51_14_7	s28-d51_15_7			s28-d51_18_7		s28-d51_20_10
																			
								s28-d51_9_5											
			s28-d51_4_14										s28-d51_14_8	s28-d51_15_8				s28-d51_19_12	
s28-d51_1_6	s28-d51_2_11	s28-d51_3_11	s28-d51_4_15				s28-d51_8_5		s28-d51_10_8		s28-d51_12_8				s28-d51_16_7			s28-d51_19_13	s28-d51_20_11
					s28-d51_6_10		s28-d51_8_6			s28-d51_11_11		s28-d51_13_9					s28-d51_18_8		
														s28-d51_15_9					
													s28-d51_14_9						
																			
																			
									s28-d51_10_9										
							s28-d51_8_7												
															s28-d51_16_8				
																			
	s28-d51_2_12									s28-d51_11_12		s28-d51_13_10							
					s28-d51_6_11														
																			
													s28-d51_14_10	s28-d51_15_10					
																	s28-d51_18_9		
																			
		s28-d51_3_12										s28-d51_13_11							
s28-d51_1_7	s28-d51_2_13	s28-d51_3_13								s28-d51_11_13		s28-d51_13_12	s28-d51_14_11	s28-d51_15_11			s28-d51_18_10		s28-d51_20_12
									s28-d51_10_10										
																			
					s28-d51_6_12														
																			
																			
									s28-d51_10_11										
																			
							s28-d51_8_8								s28-d51_16_9				
s28-d51_1_8																			
																			
		s28-d51_3_14			s28-d51_6_13														
																			
													s28-d51_14_12	s28-d51_15_12			s28-d51_18_11		
																			
																			
	s28-d51_2_14	s28-d51_3_15			s28-d51_6_14					s28-d51_11_14		s28-d51_13_13	s28-d51_14_13	s28-d51_15_13					s28-d51_20_13
																			
																			
									s28-d51_10_12						s28-d51_16_10		s28-d51_18_12		
																			
																			
							s28-d51_8_9												
s28-d51_1_9																			
															s28-d51_16_11				
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
													s28-d51_14_14				s28-d51_18_13		
									s28-d51_10_13		s28-d51_12_9			s28-d51_15_14	s28-d51_16_12				
s28-d51_1_10	s28-d51_2_15				s28-d51_6_15		s28-d51_8_10	s28-d51_9_6		s28-d51_11_15	s28-d51_12_10	s28-d51_13_14	s28-d51_14_15	s28-d51_15_15	s28-d51_16_13		s28-d51_18_14		s28-d51_20_14
