					s33-d45_8_1					s33-d45_13_1			s33-d45_16_1			
s33-d45_3_1		s33-d45_5_1				s33-d45_9_1	s33-d45_10_1	s33-d45_11_1	s33-d45_12_1		s33-d45_14_1	s33-d45_15_1			s33-d45_18_1	s33-d45_20_1
																
s33-d45_3_2	s33-d45_4_1	s33-d45_5_2	s33-d45_6_1		s33-d45_8_2	s33-d45_9_2	s33-d45_10_2	s33-d45_11_2	s33-d45_12_2	s33-d45_13_2	s33-d45_14_2	s33-d45_15_2	s33-d45_16_2	s33-d45_17_1	s33-d45_18_2	s33-d45_20_2
					s33-d45_8_3										s33-d45_18_3	s33-d45_20_3
		s33-d45_5_3				s33-d45_9_3					s33-d45_14_3					
										s33-d45_13_3						
									s33-d45_12_3			s33-d45_15_3				
s33-d45_3_3	s33-d45_4_2	s33-d45_5_4	s33-d45_6_2	s33-d45_7_1	s33-d45_8_4	s33-d45_9_4	s33-d45_10_3	s33-d45_11_3	s33-d45_12_4	s33-d45_13_4	s33-d45_14_4	s33-d45_15_4	s33-d45_16_3	s33-d45_17_2	s33-d45_18_4	s33-d45_20_4
s33-d45_3_4	s33-d45_4_3	s33-d45_5_5		s33-d45_7_2	s33-d45_8_5	s33-d45_9_5	s33-d45_10_4	s33-d45_11_4	s33-d45_12_5		s33-d45_14_5	s33-d45_15_5		s33-d45_17_3	s33-d45_18_5	s33-d45_20_5
		s33-d45_5_6	s33-d45_6_3	s33-d45_7_3	s33-d45_8_6	s33-d45_9_6	s33-d45_10_5	s33-d45_11_5	s33-d45_12_6		s33-d45_14_6	s33-d45_15_6		s33-d45_17_4	s33-d45_18_6	s33-d45_20_6
	s33-d45_4_4															
																
																
												s33-d45_15_7				
s33-d45_3_5		s33-d45_5_7		s33-d45_7_4	s33-d45_8_7	s33-d45_9_7	s33-d45_10_6		s33-d45_12_7		s33-d45_14_7	s33-d45_15_8	s33-d45_16_4		s33-d45_18_7	s33-d45_20_7
			s33-d45_6_4													
																
				s33-d45_7_5												s33-d45_20_8
													s33-d45_16_5			
							s33-d45_10_7									s33-d45_20_9
				s33-d45_7_6												
																
																
																
																
																
																
																
																
																
							s33-d45_10_8									s33-d45_20_10
				s33-d45_7_7	s33-d45_8_8											
											s33-d45_14_8					s33-d45_20_11
									s33-d45_12_8							
																
				s33-d45_7_8			s33-d45_10_9		s33-d45_12_9							s33-d45_20_12
																
				s33-d45_7_9					s33-d45_12_10				s33-d45_16_6			
																
																
		s33-d45_5_8				s33-d45_9_8		s33-d45_11_6						s33-d45_17_5	s33-d45_18_8	
s33-d45_3_6	s33-d45_4_5		s33-d45_6_5				s33-d45_10_10		s33-d45_12_11		s33-d45_14_9	s33-d45_15_9				
				s33-d45_7_10						s33-d45_13_5						
			s33-d45_6_6								s33-d45_14_10					
		s33-d45_5_9												s33-d45_17_6		
						s33-d45_9_9			s33-d45_12_12			s33-d45_15_10	s33-d45_16_7			s33-d45_20_13
								s33-d45_11_7							s33-d45_18_9	
s33-d45_3_7	s33-d45_4_6			s33-d45_7_11			s33-d45_10_11									
