			s23-d46_4_1			s23-d46_7_1	s23-d46_8_1				s23-d46_13_1		s23-d46_15_1				s23-d46_20_1
s23-d46_1_1	s23-d46_2_1		s23-d46_4_2. s23-d46_4_3	s23-d46_5_1	s23-d46_6_1	s23-d46_7_2	s23-d46_8_2	s23-d46_9_1	s23-d46_10_1	s23-d46_11_1	s23-d46_13_2	s23-d46_14_1	s23-d46_15_2		s23-d46_17_1	s23-d46_19_1	s23-d46_20_2
	s23-d46_2_2	s23-d46_3_1		s23-d46_5_2	s23-d46_6_2	s23-d46_7_3	s23-d46_8_3				s23-d46_13_3	s23-d46_14_2		s23-d46_16_1	s23-d46_17_2	s23-d46_19_2	s23-d46_20_3
s23-d46_1_2	s23-d46_2_3		s23-d46_4_4	s23-d46_5_3	s23-d46_6_3	s23-d46_7_4	s23-d46_8_4	s23-d46_9_2	s23-d46_10_2	s23-d46_11_2	s23-d46_13_4	s23-d46_14_3	s23-d46_15_3	s23-d46_16_2	s23-d46_17_3	s23-d46_19_3	s23-d46_20_4
s23-d46_1_3		s23-d46_3_2	s23-d46_4_5			s23-d46_7_5	s23-d46_8_5				s23-d46_13_5	s23-d46_14_4			s23-d46_17_4		
				s23-d46_5_4									s23-d46_15_4	s23-d46_16_3			s23-d46_20_5
s23-d46_1_4	s23-d46_2_4	s23-d46_3_3	s23-d46_4_6			s23-d46_7_6	s23-d46_8_6			s23-d46_11_3	s23-d46_13_6			s23-d46_16_4			
				s23-d46_5_5								s23-d46_14_5		s23-d46_16_5			
																	
															s23-d46_17_5		
				s23-d46_5_6											s23-d46_17_6		
																	
													s23-d46_15_5		s23-d46_17_7		
s23-d46_1_5			s23-d46_4_7											s23-d46_16_6			
																	
				s23-d46_5_7											s23-d46_17_8	s23-d46_19_4	
																	
																	
																	
s23-d46_1_6			s23-d46_4_8														
															s23-d46_17_9	s23-d46_19_5	
																	
																	
			s23-d46_4_9														
																s23-d46_19_6	
																	
			s23-d46_4_10														
		s23-d46_3_4			s23-d46_6_4									s23-d46_16_7			
																	
s23-d46_1_7				s23-d46_5_8						s23-d46_11_4		s23-d46_14_6				s23-d46_19_7	
															s23-d46_17_10		
																	
																	
																	
								s23-d46_9_3									
											s23-d46_13_7					s23-d46_19_8	
	s23-d46_2_5					s23-d46_7_7			s23-d46_10_3								s23-d46_20_6
							s23-d46_8_7									s23-d46_19_9	
s23-d46_1_8				s23-d46_5_9	s23-d46_6_5	s23-d46_7_8	s23-d46_8_8	s23-d46_9_4	s23-d46_10_4		s23-d46_13_8	s23-d46_14_7	s23-d46_15_6. s23-d46_15_7		s23-d46_17_11	s23-d46_19_10	s23-d46_20_7
																	
																	
																	
				s23-d46_5_10											s23-d46_17_12		
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
	s23-d46_2_6	s23-d46_3_5		s23-d46_5_11	s23-d46_6_6	s23-d46_7_9	s23-d46_8_9	s23-d46_9_5	s23-d46_10_5		s23-d46_13_9	s23-d46_14_8	s23-d46_15_8	s23-d46_16_8	s23-d46_17_13	s23-d46_19_11	s23-d46_20_8
																	
																	
																	
																	
																	
																	
																	
																	
s23-d46_1_9	s23-d46_2_7			s23-d46_5_12	s23-d46_6_7	s23-d46_7_10	s23-d46_8_10	s23-d46_9_6	s23-d46_10_6	s23-d46_11_5	s23-d46_13_10	s23-d46_14_9	s23-d46_15_9	s23-d46_16_9	s23-d46_17_14	s23-d46_19_12	s23-d46_20_9
												s23-d46_14_10					
														s23-d46_16_10		s23-d46_19_13	
																	
		s23-d46_3_6			s23-d46_6_8		s23-d46_8_11	s23-d46_9_7	s23-d46_10_7		s23-d46_13_11	s23-d46_14_11			s23-d46_17_15	s23-d46_19_14	s23-d46_20_10
