				s17-d42_6_1		s17-d42_9_1	s17-d42_10_1			s17-d42_13_1	s17-d42_14_1	s17-d42_15_1		s17-d42_17_1		s17-d42_19_1	s17-d42_20_1
		s17-d42_4_1														s17-d42_19_2	
s17-d42_1_1	s17-d42_3_1								s17-d42_12_1		s17-d42_14_2		s17-d42_16_1				
						s17-d42_9_2					s17-d42_14_3	s17-d42_15_2. s17-d42_15_3		s17-d42_17_2	s17-d42_18_1	s17-d42_19_3	s17-d42_20_2
s17-d42_1_2										s17-d42_13_2							s17-d42_20_3
	s17-d42_3_2								s17-d42_12_2					s17-d42_17_3	s17-d42_18_2	s17-d42_19_4	
				s17-d42_6_2	s17-d42_7_1	s17-d42_9_3	s17-d42_10_2	s17-d42_11_1			s17-d42_14_4	s17-d42_15_4	s17-d42_16_2	s17-d42_17_4		s17-d42_19_5	
		s17-d42_4_2	s17-d42_5_1	s17-d42_6_3	s17-d42_7_2	s17-d42_9_4	s17-d42_10_3							s17-d42_17_5		s17-d42_19_6	s17-d42_20_4
																	
																	
																	
								s17-d42_11_2		s17-d42_13_3	s17-d42_14_5	s17-d42_15_5	s17-d42_16_3				
s17-d42_1_3				s17-d42_6_4							s17-d42_14_6		s17-d42_16_4			s17-d42_19_7	
	s17-d42_3_3	s17-d42_4_3	s17-d42_5_2		s17-d42_7_3	s17-d42_9_5	s17-d42_10_4		s17-d42_12_3	s17-d42_13_4				s17-d42_17_6	s17-d42_18_3		s17-d42_20_5
						s17-d42_9_6	s17-d42_10_5	s17-d42_11_3								s17-d42_19_8	s17-d42_20_6
																	
																	
								s17-d42_11_4			s17-d42_14_7	s17-d42_15_6	s17-d42_16_5				
s17-d42_1_4		s17-d42_4_4				s17-d42_9_7			s17-d42_12_4		s17-d42_14_8	s17-d42_15_7	s17-d42_16_6	s17-d42_17_7	s17-d42_18_4	s17-d42_19_9	
	s17-d42_3_4		s17-d42_5_3	s17-d42_6_5	s17-d42_7_4	s17-d42_9_8	s17-d42_10_6			s17-d42_13_5	s17-d42_14_9		s17-d42_16_7			s17-d42_19_10	s17-d42_20_7
											s17-d42_14_10	s17-d42_15_8					
		s17-d42_4_5															
																	
			s17-d42_5_4	s17-d42_6_6	s17-d42_7_5	s17-d42_9_9								s17-d42_17_8		s17-d42_19_11	
																	
																	
																	
																s17-d42_19_12	s17-d42_20_8
					s17-d42_7_6	s17-d42_9_10	s17-d42_10_7			s17-d42_13_6							
																	
											s17-d42_14_11						
													s17-d42_16_8				
								s17-d42_11_5			s17-d42_14_12	s17-d42_15_9					
s17-d42_1_5														s17-d42_17_9		s17-d42_19_13	
				s17-d42_6_7	s17-d42_7_7	s17-d42_9_11				s17-d42_13_7	s17-d42_14_13	s17-d42_15_10. s17-d42_15_11					s17-d42_20_9
																	
											s17-d42_14_14		s17-d42_16_9				
														s17-d42_17_10			
s17-d42_1_6	s17-d42_3_5	s17-d42_4_6		s17-d42_6_8			s17-d42_10_8		s17-d42_12_5						s17-d42_18_5	s17-d42_19_14	s17-d42_20_10
			s17-d42_5_5		s17-d42_7_8	s17-d42_9_12		s17-d42_11_6		s17-d42_13_8	s17-d42_14_15	s17-d42_15_12	s17-d42_16_10. s17-d42_16_11				
																	
																	
																	
																	
																	
s17-d42_1_7														s17-d42_17_11			
								s17-d42_11_7							s17-d42_18_6		
		s17-d42_4_7		s17-d42_6_9	s17-d42_7_9	s17-d42_9_13	s17-d42_10_9	s17-d42_11_8		s17-d42_13_9							s17-d42_20_11
																	
			s17-d42_5_6	s17-d42_6_10			s17-d42_10_10										
																	
																	
																	
																	
									s17-d42_12_6								
	s17-d42_3_6													s17-d42_17_12	s17-d42_18_7		
																	
			s17-d42_5_7	s17-d42_6_11	s17-d42_7_10		s17-d42_10_11			s17-d42_13_10							s17-d42_20_12
				s17-d42_6_12			s17-d42_10_12							s17-d42_17_13			s17-d42_20_13
	s17-d42_3_7		s17-d42_5_8	s17-d42_6_13		s17-d42_9_14	s17-d42_10_13			s17-d42_13_11							s17-d42_20_14
	s17-d42_3_8																
					s17-d42_7_11												
																	
																	
																	
								s17-d42_11_9									
																	
s17-d42_1_8	s17-d42_3_9	s17-d42_4_8	s17-d42_5_9	s17-d42_6_14	s17-d42_7_12	s17-d42_9_15	s17-d42_10_14		s17-d42_12_7	s17-d42_13_12				s17-d42_17_14	s17-d42_18_8		s17-d42_20_15
