s22-d53_1_1					s22-d53_6_1	s22-d53_8_1	s22-d53_10_1		s22-d53_12_1. s22-d53_12_2		s22-d53_16_1		s22-d53_19_1	
	s22-d53_2_1	s22-d53_3_1								s22-d53_13_1		s22-d53_17_1		
			s22-d53_4_1	s22-d53_5_1		s22-d53_8_2		s22-d53_11_1	s22-d53_12_3					s22-d53_20_1
s22-d53_1_2			s22-d53_4_2				s22-d53_10_2		s22-d53_12_4		s22-d53_16_2		s22-d53_19_2	
						s22-d53_8_3	s22-d53_10_3		s22-d53_12_5. s22-d53_12_6	s22-d53_13_2				
s22-d53_1_3			s22-d53_4_3		s22-d53_6_2						s22-d53_16_3	s22-d53_17_2	s22-d53_19_3	
	s22-d53_2_2	s22-d53_3_2		s22-d53_5_2		s22-d53_8_4		s22-d53_11_2						s22-d53_20_2
								s22-d53_11_3	s22-d53_12_7	s22-d53_13_3				s22-d53_20_3
s22-d53_1_4		s22-d53_3_3	s22-d53_4_4	s22-d53_5_3	s22-d53_6_3	s22-d53_8_5	s22-d53_10_4			s22-d53_13_4	s22-d53_16_4	s22-d53_17_3	s22-d53_19_4	
							s22-d53_10_5	s22-d53_11_4	s22-d53_12_8		s22-d53_16_5	s22-d53_17_4		s22-d53_20_4
s22-d53_1_5	s22-d53_2_3	s22-d53_3_4	s22-d53_4_5	s22-d53_5_4	s22-d53_6_4		s22-d53_10_6			s22-d53_13_5			s22-d53_19_5	
s22-d53_1_6						s22-d53_8_6	s22-d53_10_7	s22-d53_11_5	s22-d53_12_9				s22-d53_19_6	
														
			s22-d53_4_6											s22-d53_20_5
s22-d53_1_7			s22-d53_4_7			s22-d53_8_7	s22-d53_10_8							
														
														
														
														
														
s22-d53_1_8		s22-d53_3_5	s22-d53_4_8		s22-d53_6_5		s22-d53_10_9		s22-d53_12_10	s22-d53_13_6	s22-d53_16_6	s22-d53_17_5		
s22-d53_1_9	s22-d53_2_4		s22-d53_4_9	s22-d53_5_5	s22-d53_6_6	s22-d53_8_8		s22-d53_11_6		s22-d53_13_7			s22-d53_19_7	
									s22-d53_12_11					
													s22-d53_19_8	
			s22-d53_4_10			s22-d53_8_9								s22-d53_20_6
										s22-d53_13_8				
														
										s22-d53_13_9				
														
														
														
s22-d53_1_10			s22-d53_4_11					s22-d53_11_7	s22-d53_12_12	s22-d53_13_10		s22-d53_17_6		s22-d53_20_7
	s22-d53_2_5	s22-d53_3_6		s22-d53_5_6	s22-d53_6_7	s22-d53_8_10					s22-d53_16_7		s22-d53_19_9	
