																			
	s36-d23_2_1	s36-d23_3_1	s36-d23_4_1			s36-d23_7_1		s36-d23_9_1					s36-d23_14_1	s36-d23_15_1				s36-d23_19_1	
		s36-d23_3_2	s36-d23_4_2		s36-d23_6_1	s36-d23_7_2	s36-d23_8_1	s36-d23_9_2	s36-d23_10_1		s36-d23_12_1	s36-d23_13_1	s36-d23_14_2	s36-d23_15_2		s36-d23_17_1	s36-d23_18_1	s36-d23_19_2	
		s36-d23_3_3	s36-d23_4_3			s36-d23_7_3				s36-d23_11_1			s36-d23_14_3	s36-d23_15_3				s36-d23_19_3	
	s36-d23_2_2	s36-d23_3_4	s36-d23_4_4		s36-d23_6_2	s36-d23_7_4	s36-d23_8_2	s36-d23_9_3	s36-d23_10_2		s36-d23_12_2	s36-d23_13_2	s36-d23_14_4	s36-d23_15_4	s36-d23_16_1	s36-d23_17_2	s36-d23_18_2	s36-d23_19_4	s36-d23_20_1
						s36-d23_7_5		s36-d23_9_4							s36-d23_16_2	s36-d23_17_3			
	s36-d23_2_3	s36-d23_3_5	s36-d23_4_5				s36-d23_8_3		s36-d23_10_3		s36-d23_12_3	s36-d23_13_3		s36-d23_15_5				s36-d23_19_5	s36-d23_20_2
										s36-d23_11_2									
		s36-d23_3_6	s36-d23_4_6		s36-d23_6_3	s36-d23_7_6								s36-d23_15_6			s36-d23_18_3		
				s36-d23_5_1			s36-d23_8_4	s36-d23_9_5	s36-d23_10_4									s36-d23_19_6	
										s36-d23_11_3									
																			
						s36-d23_7_7								s36-d23_15_7					
													s36-d23_14_5						
																			
																			
								s36-d23_9_6					s36-d23_14_6			s36-d23_17_4		s36-d23_19_7	
		s36-d23_3_7								s36-d23_11_4									
	s36-d23_2_4									s36-d23_11_5			s36-d23_14_7						s36-d23_20_3
													s36-d23_14_8						
																			
																			
																			
																			
													s36-d23_14_9						
		s36-d23_3_8						s36-d23_9_7								s36-d23_17_5		s36-d23_19_8	
	s36-d23_2_5		s36-d23_4_7	s36-d23_5_2	s36-d23_6_4		s36-d23_8_5		s36-d23_10_5		s36-d23_12_4	s36-d23_13_4			s36-d23_16_3		s36-d23_18_4		
																			s36-d23_20_4
																			
		s36-d23_3_9					s36-d23_8_6			s36-d23_11_6									
	s36-d23_2_6						s36-d23_8_7	s36-d23_9_8		s36-d23_11_7									
																			
																			
																			
																			
					s36-d23_6_5						s36-d23_12_5								
	s36-d23_2_7			s36-d23_5_3	s36-d23_6_6		s36-d23_8_8	s36-d23_9_9			s36-d23_12_6	s36-d23_13_5					s36-d23_18_5		s36-d23_20_5
s36-d23_1_1							s36-d23_8_9			s36-d23_11_8							s36-d23_18_6		
s36-d23_1_2. s36-d23_1_3. s36-d23_1_4. s36-d23_1_5. s36-d23_1_6. s36-d23_1_7. s36-d23_1_8. s36-d23_1_9. s36-d23_1_10. s36-d23_1_11. s36-d23_1_12. s36-d23_1_13. s36-d23_1_14. s36-d23_1_15							s36-d23_8_10						s36-d23_14_10						
																			
				s36-d23_5_4	s36-d23_6_7						s36-d23_12_7				s36-d23_16_4	s36-d23_17_6			s36-d23_20_6
								s36-d23_9_10				s36-d23_13_6							
							s36-d23_8_11		s36-d23_10_6	s36-d23_11_9			s36-d23_14_11						
																			
	s36-d23_2_8																s36-d23_18_7		
				s36-d23_5_5	s36-d23_6_8		s36-d23_8_12		s36-d23_10_7		s36-d23_12_8	s36-d23_13_7			s36-d23_16_5	s36-d23_17_7	s36-d23_18_8		s36-d23_20_7
																			
																			
								s36-d23_9_11											
													s36-d23_14_12				s36-d23_18_9		
																			
					s36-d23_6_9						s36-d23_12_9								
				s36-d23_5_6						s36-d23_11_10		s36-d23_13_8			s36-d23_16_6	s36-d23_17_8	s36-d23_18_10		s36-d23_20_8
	s36-d23_2_9																		
							s36-d23_8_13												
																			
																			
																			
																			
																			
																			
																			
																			
																			
				s36-d23_5_7												s36-d23_17_9	s36-d23_18_11		
								s36-d23_9_12	s36-d23_10_8										
	s36-d23_2_10																		
																			
										s36-d23_11_11									
											s36-d23_12_10								
							s36-d23_8_14								s36-d23_16_7	s36-d23_17_10			
	s36-d23_2_11				s36-d23_6_10				s36-d23_10_9										
																			
																			s36-d23_20_9
																			
																			
																			
				s36-d23_5_8															
																			
																			
																	s36-d23_18_12		
																			
																			
																s36-d23_17_11			
	s36-d23_2_12																		
																			
								s36-d23_9_13											
															s36-d23_16_8				
				s36-d23_5_9	s36-d23_6_11		s36-d23_8_15		s36-d23_10_10		s36-d23_12_11	s36-d23_13_9			s36-d23_16_9	s36-d23_17_12	s36-d23_18_13		s36-d23_20_10
								s36-d23_9_14		s36-d23_11_12									
																			
																s36-d23_17_13			
															s36-d23_16_10				
	s36-d23_2_13			s36-d23_5_10	s36-d23_6_12														
																			
				s36-d23_5_11	s36-d23_6_13														
																			
										s36-d23_11_13									
																			
	s36-d23_2_14																		
																			
				s36-d23_5_12															
	s36-d23_2_15							s36-d23_9_15	s36-d23_10_11			s36-d23_13_10			s36-d23_16_11				s36-d23_20_11
