	s24-d53_2_1				s24-d53_7_1	s24-d53_9_1	s24-d53_10_1			s24-d53_13_1	s24-d53_15_1	s24-d53_16_1			s24-d53_19_1	
s24-d53_1_1	s24-d53_2_2	s24-d53_3_1	s24-d53_5_1	s24-d53_6_1	s24-d53_7_2	s24-d53_9_2	s24-d53_10_2	s24-d53_11_1. s24-d53_11_2	s24-d53_12_1	s24-d53_13_2	s24-d53_15_2	s24-d53_16_2		s24-d53_18_1	s24-d53_19_2	s24-d53_20_1
	s24-d53_2_3	s24-d53_3_2		s24-d53_6_2	s24-d53_7_3	s24-d53_9_3	s24-d53_10_3	s24-d53_11_3	s24-d53_12_2	s24-d53_13_3	s24-d53_15_3	s24-d53_16_3	s24-d53_17_1	s24-d53_18_2	s24-d53_19_3	s24-d53_20_2
			s24-d53_5_2											s24-d53_18_3		
s24-d53_1_2	s24-d53_2_4	s24-d53_3_3	s24-d53_5_3	s24-d53_6_3	s24-d53_7_4	s24-d53_9_4	s24-d53_10_4	s24-d53_11_4	s24-d53_12_3	s24-d53_13_4	s24-d53_15_4	s24-d53_16_4	s24-d53_17_2	s24-d53_18_4	s24-d53_19_4	s24-d53_20_3
																
		s24-d53_3_4		s24-d53_6_4												
	s24-d53_2_5	s24-d53_3_5			s24-d53_7_5											
																
				s24-d53_6_5												
s24-d53_1_3	s24-d53_2_6	s24-d53_3_6			s24-d53_7_6		s24-d53_10_5	s24-d53_11_5	s24-d53_12_4	s24-d53_13_5	s24-d53_15_5	s24-d53_16_5		s24-d53_18_5	s24-d53_19_5	s24-d53_20_4
			s24-d53_5_4			s24-d53_9_5										
														s24-d53_18_6		
s24-d53_1_4		s24-d53_3_7	s24-d53_5_5	s24-d53_6_6	s24-d53_7_7	s24-d53_9_6	s24-d53_10_6	s24-d53_11_6	s24-d53_12_5	s24-d53_13_6		s24-d53_16_6	s24-d53_17_3	s24-d53_18_7	s24-d53_19_6	
s24-d53_1_5	s24-d53_2_7	s24-d53_3_8	s24-d53_5_6	s24-d53_6_7	s24-d53_7_8		s24-d53_10_7	s24-d53_11_7			s24-d53_15_6	s24-d53_16_7	s24-d53_17_4		s24-d53_19_7	s24-d53_20_5
s24-d53_1_6															s24-d53_19_8	
	s24-d53_2_8			s24-d53_6_8	s24-d53_7_9		s24-d53_10_8		s24-d53_12_6		s24-d53_15_7	s24-d53_16_8	s24-d53_17_5	s24-d53_18_8		
																
s24-d53_1_7		s24-d53_3_9												s24-d53_18_9		
				s24-d53_6_9												
																
	s24-d53_2_9	s24-d53_3_10		s24-d53_6_10	s24-d53_7_10		s24-d53_10_9		s24-d53_12_7	s24-d53_13_7	s24-d53_15_8	s24-d53_16_9	s24-d53_17_6	s24-d53_18_10	s24-d53_19_9	
s24-d53_1_8			s24-d53_5_7			s24-d53_9_7	s24-d53_10_10	s24-d53_11_8					s24-d53_17_7. s24-d53_17_8		s24-d53_19_10	s24-d53_20_6
