		s25-d52_4_1	s25-d52_5_1		s25-d52_7_1		s25-d52_9_1	s25-d52_10_1		s25-d52_12_1	s25-d52_13_1	s25-d52_15_1		s25-d52_17_1		
		s25-d52_4_2	s25-d52_5_2		s25-d52_7_2		s25-d52_9_2			s25-d52_12_2		s25-d52_15_2		s25-d52_17_2		
s25-d52_2_1	s25-d52_3_1	s25-d52_4_3	s25-d52_5_3	s25-d52_6_1	s25-d52_7_3		s25-d52_9_3	s25-d52_10_2	s25-d52_11_1	s25-d52_12_3	s25-d52_13_2	s25-d52_15_3	s25-d52_16_1	s25-d52_17_3	s25-d52_19_1	s25-d52_20_1
					s25-d52_7_4											
s25-d52_2_2		s25-d52_4_4		s25-d52_6_2		s25-d52_8_1	s25-d52_9_4	s25-d52_10_3	s25-d52_11_2	s25-d52_12_4		s25-d52_15_4	s25-d52_16_2	s25-d52_17_4	s25-d52_19_2	
s25-d52_2_3	s25-d52_3_2	s25-d52_4_5	s25-d52_5_4. s25-d52_5_5				s25-d52_9_5				s25-d52_13_3	s25-d52_15_5				
				s25-d52_6_3												
	s25-d52_3_3		s25-d52_5_6				s25-d52_9_6	s25-d52_10_4	s25-d52_11_3					s25-d52_17_5		
s25-d52_2_4	s25-d52_3_4	s25-d52_4_6	s25-d52_5_7	s25-d52_6_4		s25-d52_8_2	s25-d52_9_7	s25-d52_10_5		s25-d52_12_5	s25-d52_13_4	s25-d52_15_6	s25-d52_16_3	s25-d52_17_6	s25-d52_19_3	s25-d52_20_2
		s25-d52_4_7	s25-d52_5_8				s25-d52_9_8	s25-d52_10_6	s25-d52_11_4					s25-d52_17_7	s25-d52_19_4	s25-d52_20_3
						s25-d52_8_3			s25-d52_11_5							
																
		s25-d52_4_8			s25-d52_7_5		s25-d52_9_9					s25-d52_15_7				
	s25-d52_3_5			s25-d52_6_5			s25-d52_9_10	s25-d52_10_7	s25-d52_11_6				s25-d52_16_4	s25-d52_17_8	s25-d52_19_5	s25-d52_20_4
		s25-d52_4_9				s25-d52_8_4	s25-d52_9_11						s25-d52_16_5	s25-d52_17_9		
s25-d52_2_5	s25-d52_3_6	s25-d52_4_10	s25-d52_5_9			s25-d52_8_5	s25-d52_9_12. s25-d52_9_13	s25-d52_10_8	s25-d52_11_7	s25-d52_12_6. s25-d52_12_7	s25-d52_13_5	s25-d52_15_8	s25-d52_16_6	s25-d52_17_10	s25-d52_19_6	s25-d52_20_5
